Instituicao,Data,RWA_Credito,RWA_Mercado,RWA_Operacional,Capital_Principal,Alavancagem,PIB,IPCA,Spread,NPL,Estresse_Alto,RWA_Credito_lag4,RWA_Mercado_lag4,RWA_Operacional_lag4,Capital_Principal_lag4,Alavancagem_lag4,PIB_lag4,IPCA_lag4,Spread_lag4,Prob_Estresse,Log_Odds_Estresse,Score_Robustez
BCO FIBRA S.A. - PRUDENCIAL,2018-03-01,3938490.0,12434.0,459059.0,0.1071,0.0776999999999999,167.98,0.7014778351999817,33.15,0.0974270975900545,0,4160727.0,5457.0,323202.0,0.1082,0.0753,164.34,0.9630321349999972,41.17333333333333,0.027220093065741545,-3.5762024399848458,3.5762024399848458
BCO FIBRA S.A. - PRUDENCIAL,2018-06-01,4081352.0,52573.0,459059.0,0.1006,0.0838,167.89,1.8887030879999989,30.82333333333333,0.1023455428148784,0,4104846.0,8329.0,323202.0,0.1104,0.0728,165.65,0.2193980018000196,36.63666666666666,0.025896005705522585,-3.627429331420127,3.627429331420127
BCO FIBRA S.A. - PRUDENCIAL,2018-09-01,4287631.0,6534.0,495117.0,0.1009,0.0839,169.35,0.7208535743999933,28.546666666666667,0.0892899654496538,0,4141028.0,17276.0,296904.0,0.1188,0.0758,166.12,0.5911447296000016,36.16333333333333,0.02499006683838764,-3.663969239457946,3.663969239457946
BCO FIBRA S.A. - PRUDENCIAL,2018-12-01,4095209.0,7564.0,495117.0,0.1125999999999999,0.0831,169.09,0.3894135824999978,28.71666666666667,0.0855822993892714,0,4345076.0,20471.0,296904.0,0.1156,0.083,167.13,1.144261174399985,33.526666666666664,0.022779689492657587,-3.758842796435097,3.758842796435097
BCO FIBRA S.A. - PRUDENCIAL,2019-03-01,4028383.0,59220.0,643419.0,0.1083,0.0808,169.51,1.507011320000018,30.386666666666667,0.0638447114751103,0,3938490.0,12434.0,459059.0,0.1071,0.0776999999999999,167.98,0.7014778351999817,33.15,0.027541124737104863,-3.564147454460039,3.564147454460039
BCO FIBRA S.A. - PRUDENCIAL,2019-06-01,4238514.0,145875.0,643419.0,0.1012,0.0774,170.58,0.710811074100004,30.69666666666667,0.057345171222458,0,4081352.0,52573.0,459059.0,0.1006,0.0838,167.89,1.8887030879999989,30.82333333333333,0.027316851592704954,-3.5725545990616734,3.5725545990616734
BCO FIBRA S.A. - PRUDENCIAL,2019-09-01,4337652.0,25970.0,590814.0,0.1027,0.0825999999999999,170.5,0.2600889164000142,30.59,0.0618871755828931,0,4287631.0,6534.0,495117.0,0.1009,0.0839,169.35,0.7208535743999933,28.546666666666667,0.02347730188170518,-3.72796391749403,3.72796391749403
BCO FIBRA S.A. - PRUDENCIAL,2019-12-01,4759567.0,70520.0,590814.0,0.1101999999999999,0.0886,171.91,1.767530865000011,29.096666666666664,0.0496875831805759,0,4095209.0,7564.0,495117.0,0.1125999999999999,0.0831,169.09,0.3894135824999978,28.71666666666667,0.02508945385045366,-3.6598981268294453,3.6598981268294453
BCO FIBRA S.A. - PRUDENCIAL,2020-03-01,5544298.0,72000.0,533133.0,0.1066,0.0866,168.09,0.5308473674999981,28.24,0.0402422973679632,0,4028383.0,59220.0,643419.0,0.1083,0.0808,169.51,1.507011320000018,30.386666666666667,0.02820317123086428,-3.539712332198069,3.539712332198069
BCO FIBRA S.A. - PRUDENCIAL,2020-06-01,5266260.0,18792.0,533133.0,0.1141,0.077,153.27,-0.4306129372000034,24.44333333333333,0.0218451776734558,0,4238514.0,145875.0,643419.0,0.1012,0.0774,170.58,0.710811074100004,30.69666666666667,0.02538894201833261,-3.6477247510005006,3.6477247510005006
BCO FIBRA S.A. - PRUDENCIAL,2020-09-01,5703134.0,83333.0,462374.0,0.1067999999999999,0.0646,165.34,1.2447095295999857,21.71666666666667,0.0229648269065813,0,4337652.0,25970.0,590814.0,0.1027,0.0825999999999999,170.5,0.2600889164000142,30.59,0.023081918474988042,-3.7453532406563492,3.7453532406563492
BCO FIBRA S.A. - PRUDENCIAL,2020-12-01,6056474.0,14429.0,462374.0,0.1025,0.0713,171.47,3.131382328999988,20.72,0.0187338211256109,0,4759567.0,70520.0,590814.0,0.1101999999999999,0.0886,171.91,1.767530865000011,29.096666666666664,0.019457994703131035,-3.919847461178508,3.919847461178508
BCO FIBRA S.A. - PRUDENCIAL,2021-03-01,5643223.0,43815.0,432603.0,0.1076999999999999,0.0675,173.12,2.052492994999988,22.403333333333336,0.0216434754493393,0,5544298.0,72000.0,533133.0,0.1066,0.0866,168.09,0.5308473674999981,28.24,0.015494919294278344,-4.151626876138722,4.151626876138722
BCO FIBRA S.A. - PRUDENCIAL,2021-06-01,6014639.0,4588.0,432603.0,0.1039,0.0641,172.06,1.6786286369000036,21.46333333333333,0.0152098420473043,0,5266260.0,18792.0,533133.0,0.1141,0.077,153.27,-0.4306129372000034,24.44333333333333,0.026673577701305833,-3.597046030066092,3.597046030066092
BCO FIBRA S.A. - PRUDENCIAL,2021-09-01,5809039.0,45853.0,546080.0,0.0978,0.0562999999999999,172.27,3.0196768831999954,21.08666666666667,0.0101561254929057,0,5703134.0,83333.0,462374.0,0.1067999999999999,0.0646,165.34,1.2447095295999857,21.71666666666667,0.014955570833583745,-4.18760288457313,4.18760288457313
BCO FIBRA S.A. - PRUDENCIAL,2021-12-01,6103858.0,15787.0,546080.0,0.0902,0.0516,174.3,2.958021687500012,22.62,0.0106311727249315,0,6056474.0,14429.0,462374.0,0.1025,0.0713,171.47,3.131382328999988,20.72,0.01087139362209804,-4.510689459032414,4.510689459032414
BCO FIBRA S.A. - PRUDENCIAL,2022-03-01,5931401.0,27308.0,689101.0,0.0953999999999999,0.0499,175.72,3.2006523548000043,24.72,0.0110940729597071,0,5643223.0,43815.0,432603.0,0.1076999999999999,0.0675,173.12,2.052492994999988,22.403333333333336,0.011706944541175856,-4.435797052454316,4.435797052454316
BCO FIBRA S.A. - PRUDENCIAL,2022-06-01,5580658.0,8642.0,689101.0,0.1017,0.05,177.81,2.215266379399994,25.546666666666667,0.0190197542596193,0,6014639.0,4588.0,432603.0,0.1039,0.0641,172.06,1.6786286369000036,21.46333333333333,0.010253217029479952,-4.569857622860084,4.569857622860084
BCO FIBRA S.A. - PRUDENCIAL,2022-09-01,5635943.0,24444.0,667157.0,0.1007,0.0496999999999999,179.54,-1.3245430992000151,27.44,0.0151631289599507,0,5809039.0,45853.0,546080.0,0.0978,0.0562999999999999,172.27,3.0196768831999954,21.08666666666667,0.011957488259902638,-4.4143680102473075,4.4143680102473075
BCO FIBRA S.A. - PRUDENCIAL,2022-12-01,6291567.0,58045.0,667157.0,0.0932,0.0438,180.33,1.6286339977999995,29.036666666666665,0.009635641960729,0,6103858.0,15787.0,546080.0,0.0902,0.0516,174.3,2.958021687500012,22.62,0.00986107639412889,-4.609249929841625,4.609249929841625
BCO FIBRA S.A. - PRUDENCIAL,2023-03-01,6271931.0,126447.0,649067.0,0.0909,0.045,182.74,2.094210609200031,30.19,0.010366640939041,0,5931401.0,27308.0,689101.0,0.0953999999999999,0.0499,175.72,3.2006523548000043,24.72,0.010787262039122105,-4.518543415477839,4.518543415477839
BCO FIBRA S.A. - PRUDENCIAL,2023-06-01,6363130.0,154586.0,649067.0,0.0896,0.0451,184.28,0.760729877599986,32.02333333333333,0.0186659678891503,0,5580658.0,8642.0,689101.0,0.1017,0.05,177.81,2.215266379399994,25.546666666666667,0.011223689154178413,-4.478441481368322,4.478441481368322
BCO FIBRA S.A. - PRUDENCIAL,2023-09-01,5697744.0,43775.0,677928.0,0.1033999999999999,0.0513999999999999,184.44,0.6111867176000096,31.51333333333333,0.0205726126904631,0,5635943.0,24444.0,667157.0,0.1007,0.0496999999999999,179.54,-1.3245430992000151,27.44,0.009694673367895696,-4.626436709072426,4.626436709072426
BCO FIBRA S.A. - PRUDENCIAL,2023-12-01,7059572.0,44240.0,677928.0,0.0877999999999999,0.045,185.03,1.083587763199989,30.41333333333333,0.0209678209103919,0,6291567.0,58045.0,667157.0,0.0932,0.0438,180.33,1.6286339977999995,29.036666666666665,0.007771747549103645,-4.849458125229056,4.849458125229056
BCO FIBRA S.A. - PRUDENCIAL,2024-03-01,6820233.0,12191.0,469428.0,0.0911999999999999,0.0416,186.65,1.415491577599992,29.896666666666665,0.0267785878899128,0,6271931.0,126447.0,649067.0,0.0909,0.045,182.74,2.094210609200031,30.19,0.007410992410622568,-4.897352329932455,4.897352329932455
BCO FIBRA S.A. - PRUDENCIAL,2024-06-01,7407299.0,10288.0,469428.0,0.0877,0.0406,189.49,1.053515670799987,29.07333333333333,0.0226431345604993,0,6363130.0,154586.0,649067.0,0.0896,0.0451,184.28,0.760729877599986,32.02333333333333,0.006708576793833719,-4.997637272412271,4.997637272412271
BCO FIBRA S.A. - PRUDENCIAL,2024-09-01,6814994.0,95515.0,673436.0,0.09,0.0364,190.99,0.8015076655999875,28.473333333333333,0.0172263376239571,0,5697744.0,43775.0,677928.0,0.1033999999999999,0.0513999999999999,184.44,0.6111867176000096,31.51333333333333,0.008461484063603086,-4.7637332139713955,4.7637332139713955
BCO FIBRA S.A. - PRUDENCIAL,2024-12-01,7546901.0,46611.0,673436.0,0.0871,0.0317,191.11,1.47713535680003,27.96,0.0156919986869073,0,7059572.0,44240.0,677928.0,0.0877999999999999,0.045,185.03,1.083587763199989,30.41333333333333,0.004891540014915066,-5.315344550946859,5.315344550946859
BCO FIBRA S.A. - PRUDENCIAL,2025-03-01,7659249.0,24583.0,572237.0,0.0923,0.0361,193.61,2.040339737600028,29.313333333333333,0.024310683122816,0,6820233.0,12191.0,469428.0,0.0911999999999999,0.0416,186.65,1.415491577599992,29.896666666666665,0.004560957226407671,-5.385651369387579,5.385651369387579
BCO FIBRA S.A. - PRUDENCIAL,2025-06-01,7494905.0,16752.0,572237.0,0.0987,0.0356,194.33,0.9327766831999762,31.666666666666668,0.0265997440808104,0,7407299.0,10288.0,469428.0,0.0877,0.0406,189.49,1.053515670799987,29.07333333333333,0.00325639796421887,-5.723871901961402,5.723871901961402
BCO FIBRA S.A. - PRUDENCIAL,2025-09-01,8397559.0,46920.0,728059.0,0.0914,0.0391,,0.6304326271999727,31.94666666666667,0.0246130337819512,0,6814994.0,95515.0,673436.0,0.09,0.0364,190.99,0.8015076655999875,28.473333333333333,0.004340687483825522,-5.435372401485232,5.435372401485232
BCO GUANABARA S.A. - PRUDENCIAL,2020-12-01,599390.0,0.0,129425.0,0.2153999999999999,0.1258,171.47,3.131382328999988,20.72,0.0462804018545547,0,658409.0,0.0,130624.0,0.1959,0.1048,171.91,1.767530865000011,29.096666666666664,0.07085553182537273,-2.573621195093063,2.573621195093063
BCO GUANABARA S.A. - PRUDENCIAL,2021-03-01,635755.0,0.0,124844.0,0.203,0.1286,173.12,2.052492994999988,22.403333333333336,0.0367366801815752,0,673695.0,0.0,131085.0,0.1830999999999999,0.1144,168.09,0.5308473674999981,28.24,0.07978590539125406,-2.4452594899237448,2.4452594899237448
BCO GUANABARA S.A. - PRUDENCIAL,2021-06-01,669491.0,0.0,124844.0,0.1903999999999999,0.1682999999999999,172.06,1.6786286369000036,21.46333333333333,0.0560440747793023,0,630447.0,0.0,131085.0,0.1907999999999999,0.1092,153.27,-0.4306129372000034,24.44333333333333,0.12337278323545771,-1.9608713058210607,1.9608713058210607
BCO GUANABARA S.A. - PRUDENCIAL,2021-09-01,703619.0,0.0,120180.0,0.1873999999999999,0.1617,172.27,3.0196768831999954,21.08666666666667,0.0587111451832161,0,589815.0,0.0,129425.0,0.2143,0.1114,165.34,1.2447095295999857,21.71666666666667,0.08693886179936669,-2.3515977088574465,2.3515977088574465
BCO GUANABARA S.A. - PRUDENCIAL,2021-12-01,729323.0,0.0,120180.0,0.1905,0.1709,174.3,2.958021687500012,22.62,0.0364506714816592,0,599390.0,0.0,129425.0,0.2153999999999999,0.1258,171.47,3.131382328999988,20.72,0.07520157206873757,-2.5094036622168168,2.5094036622168168
BCO GUANABARA S.A. - PRUDENCIAL,2022-03-01,751980.0,0.0,115708.0,0.2071,0.1993,175.72,3.2006523548000043,24.72,0.0367361726663839,0,635755.0,0.0,124844.0,0.203,0.1286,173.12,2.052492994999988,22.403333333333336,0.07022601666339931,-2.5832226779338696,2.5832226779338696
BCO GUANABARA S.A. - PRUDENCIAL,2022-06-01,783058.0,0.0,115708.0,0.2066,0.1826,177.81,2.215266379399994,25.546666666666667,0.0524967712568526,0,669491.0,0.0,124844.0,0.1903999999999999,0.1682999999999999,172.06,1.6786286369000036,21.46333333333333,0.07653987293391833,-2.490315803056329,2.490315803056329
BCO GUANABARA S.A. - PRUDENCIAL,2022-09-01,905754.0,0.0,118966.0,0.1852,0.1674,179.54,-1.3245430992000151,27.44,0.033048868398804,0,703619.0,0.0,120180.0,0.1873999999999999,0.1617,172.27,3.0196768831999954,21.08666666666667,0.07601606150494565,-2.497750035468221,2.497750035468221
BCO GUANABARA S.A. - PRUDENCIAL,2022-12-01,929157.0,0.0,118966.0,0.1861,0.1442999999999999,180.33,1.6286339977999995,29.036666666666665,0.0300495389855691,0,729323.0,0.0,120180.0,0.1905,0.1709,174.3,2.958021687500012,22.62,0.07157592543481836,-2.562729824931493,2.562729824931493
BCO GUANABARA S.A. - PRUDENCIAL,2023-03-01,970847.0,0.0,128189.0,0.1833,0.1730999999999999,182.74,2.094210609200031,30.19,0.0267111041417612,0,751980.0,0.0,115708.0,0.2071,0.1993,175.72,3.2006523548000043,24.72,0.07041914095313764,-2.5802686807191604,2.5802686807191604
BCO GUANABARA S.A. - PRUDENCIAL,2023-06-01,1058704.0,0.0,128189.0,0.176,0.147,184.28,0.760729877599986,32.02333333333333,0.0355337324586624,0,783058.0,0.0,115708.0,0.2066,0.1826,177.81,2.215266379399994,25.546666666666667,0.062455424316516184,-2.7088112128659008,2.7088112128659008
BCO GUANABARA S.A. - PRUDENCIAL,2023-09-01,1147347.0,0.0,142131.0,0.1701,0.1309,184.44,0.6111867176000096,31.51333333333333,0.0281946749225969,0,905754.0,0.0,118966.0,0.1852,0.1674,179.54,-1.3245430992000151,27.44,0.05296564832552256,-2.883691808227237,2.883691808227237
BCO GUANABARA S.A. - PRUDENCIAL,2023-12-01,1222452.0,62.0,142131.0,0.1629,0.1085999999999999,185.03,1.083587763199989,30.41333333333333,0.0262912057780366,0,929157.0,0.0,118966.0,0.1861,0.1442999999999999,180.33,1.6286339977999995,29.036666666666665,0.05204149434560841,-2.9022693624369387,2.9022693624369387
BCO GUANABARA S.A. - PRUDENCIAL,2024-03-01,1282884.0,160.0,163338.0,0.1583999999999999,0.1063,186.65,1.415491577599992,29.896666666666665,0.0438612601141476,0,970847.0,0.0,128189.0,0.1833,0.1730999999999999,182.74,2.094210609200031,30.19,0.05046040499355231,-2.934788261177936,2.934788261177936
BCO GUANABARA S.A. - PRUDENCIAL,2024-06-01,1341254.0,107.0,163338.0,0.1597,0.1247,189.49,1.053515670799987,29.07333333333333,0.044588661930391,0,1058704.0,0.0,128189.0,0.176,0.147,184.28,0.760729877599986,32.02333333333333,0.043886042679101483,-3.0812807731580434,3.0812807731580434
BCO GUANABARA S.A. - PRUDENCIAL,2024-09-01,1463674.0,91.0,145879.0,0.1542,0.1116,190.99,0.8015076655999875,28.473333333333333,0.0448249775749982,0,1147347.0,0.0,142131.0,0.1701,0.1309,184.44,0.6111867176000096,31.51333333333333,0.04142945464271051,-3.141451066968535,3.141451066968535
BCO GUANABARA S.A. - PRUDENCIAL,2024-12-01,1494333.0,65.0,145879.0,0.1586999999999999,0.1083,191.11,1.47713535680003,27.96,0.0499718854928754,0,1222452.0,62.0,142131.0,0.1629,0.1085999999999999,185.03,1.083587763199989,30.41333333333333,0.03854846444875483,-3.2165278923206904,3.2165278923206904
BCO INBURSA INV S.A. - PRUDENCIAL,2017-03-01,25992.0,0.0,34992.0,1.3684,0.9392,164.34,0.9630321349999972,41.17333333333333,0.0052966549532117,0,29253.0,0.0,39663.0,1.3212000000000002,0.9128,163.26,2.6208101489999747,35.07,0.15793487584318086,-1.6736745861239766,1.6736745861239766
BCO INBURSA INV S.A. - PRUDENCIAL,2017-06-01,19455.0,0.0,34992.0,1.4674,0.6883,165.65,0.2193980018000196,36.63666666666666,0.0085733653461566,0,28922.0,0.0,39663.0,1.3052,0.9309,163.72,1.7496396530000125,38.303333333333335,0.160612229332798,-1.653679835387052,1.653679835387052
BCO KDB BRASIL S.A. - PRUDENCIAL,2017-03-01,224644.0,15444.0,25136.0,0.7469,0.1519,164.34,0.9630321349999972,41.17333333333333,0.906681482583352,1,234127.0,63354.0,30662.0,0.5232,0.1294,163.26,2.6208101489999747,35.07,0.0863798795609452,-2.358660088778056,2.358660088778056
BCO KDB BRASIL S.A. - PRUDENCIAL,2017-06-01,198963.0,5484.0,25136.0,0.892,0.1989,165.65,0.2193980018000196,36.63666666666666,0.9068627544787108,1,148018.0,56998.0,30662.0,0.7547,0.1462,163.72,1.7496396530000125,38.303333333333335,0.07377163062866968,-2.530146574663332,2.530146574663332
BCO KDB BRASIL S.A. - PRUDENCIAL,2017-09-01,183998.0,10707.0,51448.0,0.8641,0.1926999999999999,166.12,0.5911447296000016,36.16333333333333,0.9070476961153912,1,299826.0,70289.0,6229.0,0.489,0.1735,162.92,1.043057830399996,39.71333333333333,0.09142442617478955,-2.296365382207413,2.296365382207413
BCO KDB BRASIL S.A. - PRUDENCIAL,2020-06-01,108561.0,15256.0,89481.0,1.3022,0.2055,153.27,-0.4306129372000034,24.44333333333333,0.0,0,216518.0,8227.0,6229.0,0.8007,0.1510999999999999,162.73,0.7417894039999817,40.38,0.0693729099520272,-2.596362204602156,2.596362204602156
BCO KDB BRASIL S.A. - PRUDENCIAL,2020-09-01,89602.0,4094.0,75387.0,1.6194,0.1473,165.34,1.2447095295999857,21.71666666666667,0.0,0,224644.0,15444.0,25136.0,0.7469,0.1519,164.34,0.9630321349999972,41.17333333333333,0.06986836424812576,-2.5887131591295045,2.5887131591295045
BCO KDB BRASIL S.A. - PRUDENCIAL,2020-12-01,84295.0,1407.0,75387.0,1.7357,0.1662,171.47,3.131382328999988,20.72,0.0,0,198963.0,5484.0,25136.0,0.892,0.1989,165.65,0.2193980018000196,36.63666666666666,0.06300689636371129,-2.6994317357801982,2.6994317357801982
BCO KDB BRASIL S.A. - PRUDENCIAL,2021-03-01,116120.0,1097.0,74196.0,1.4794999999999998,0.1489,173.12,2.052492994999988,22.403333333333336,0.0,0,183998.0,10707.0,51448.0,0.8641,0.1926999999999999,166.12,0.5911447296000016,36.16333333333333,0.06443106915453986,-2.6755588694717143,2.6755588694717143
BCO KDB BRASIL S.A. - PRUDENCIAL,2021-06-01,136032.0,496.0,74196.0,1.3416,0.1635,172.06,1.6786286369000036,21.46333333333333,0.0,0,108561.0,15256.0,89481.0,1.3022,0.2055,153.27,-0.4306129372000034,24.44333333333333,0.06920393337137581,-2.598982504095075,2.598982504095075
BCO KDB BRASIL S.A. - PRUDENCIAL,2021-09-01,218807.0,429.0,70716.0,0.9841,0.1681,172.27,3.0196768831999954,21.08666666666667,0.0,0,89602.0,4094.0,75387.0,1.6194,0.1473,165.34,1.2447095295999857,21.71666666666667,0.033152892349035616,-3.3729104099039393,3.3729104099039393
BCO KDB BRASIL S.A. - PRUDENCIAL,2021-12-01,280694.0,523.0,70716.0,0.8189,0.1621999999999999,174.3,2.958021687500012,22.62,0.0,0,84295.0,1407.0,75387.0,1.7357,0.1662,171.47,3.131382328999988,20.72,0.026057932355349835,-3.621029596321047,3.621029596321047
BCO KDB BRASIL S.A. - PRUDENCIAL,2022-03-01,275393.0,2925.0,75484.0,0.8329000000000001,0.1798999999999999,175.72,3.2006523548000043,24.72,0.0,0,116120.0,1097.0,74196.0,1.4794999999999998,0.1489,173.12,2.052492994999988,22.403333333333336,0.029096863443999522,-3.5075963241007226,3.5075963241007226
BCO KDB BRASIL S.A. - PRUDENCIAL,2022-06-01,425783.0,4884.0,75484.0,0.5897,0.179,177.81,2.215266379399994,25.546666666666667,0.0,0,136032.0,496.0,74196.0,1.3416,0.1635,172.06,1.6786286369000036,21.46333333333333,0.03422606744850907,-3.3399422228205218,3.3399422228205218
BCO KDB BRASIL S.A. - PRUDENCIAL,2022-09-01,487655.0,5919.0,77783.0,0.5443,0.1547,179.54,-1.3245430992000151,27.44,0.0,0,218807.0,429.0,70716.0,0.9841,0.1681,172.27,3.0196768831999954,21.08666666666667,0.046092339229575674,-3.0299201162622427,3.0299201162622427
BCO KDB BRASIL S.A. - PRUDENCIAL,2022-12-01,476460.0,11214.0,77783.0,0.5718,0.1597,180.33,1.6286339977999995,29.036666666666665,0.0,0,280694.0,523.0,70716.0,0.8189,0.1621999999999999,174.3,2.958021687500012,22.62,0.04813877619034102,-2.9843312408168856,2.9843312408168856
BCO KDB BRASIL S.A. - PRUDENCIAL,2023-03-01,566353.0,10994.0,116479.0,0.4926,0.121,182.74,2.094210609200031,30.19,0.0,0,275393.0,2925.0,75484.0,0.8329000000000001,0.1798999999999999,175.72,3.2006523548000043,24.72,0.047351771910874224,-3.0016414745472693,3.0016414745472693
BCO KDB BRASIL S.A. - PRUDENCIAL,2023-06-01,541542.0,37065.0,116479.0,0.5108,0.1432,184.28,0.760729877599986,32.02333333333333,0.0,0,425783.0,4884.0,75484.0,0.5897,0.179,177.81,2.215266379399994,25.546666666666667,0.050547783434932395,-2.9329661087096843,2.9329661087096843
BCO KDB BRASIL S.A. - PRUDENCIAL,2023-09-01,673734.0,89900.0,3026.0,0.4777,0.1372,184.44,0.6111867176000096,31.51333333333333,0.0,0,487655.0,5919.0,77783.0,0.5443,0.1547,179.54,-1.3245430992000151,27.44,0.04403152994759443,-3.0778189644868927,3.0778189644868927
BCO KDB BRASIL S.A. - PRUDENCIAL,2023-12-01,600100.0,19301.0,196486.0,0.4588,0.1421,185.03,1.083587763199989,30.41333333333333,0.0,0,476460.0,11214.0,77783.0,0.5718,0.1597,180.33,1.6286339977999995,29.036666666666665,0.044912181078469046,-3.0570942418816593,3.0570942418816593
BCO KDB BRASIL S.A. - PRUDENCIAL,2024-03-01,705326.0,4830.0,162401.0,0.4571,0.1616,186.65,1.415491577599992,29.896666666666665,0.0,0,566353.0,10994.0,116479.0,0.4926,0.121,182.74,2.094210609200031,30.19,0.04142311035185214,-3.1416108319548344,3.1416108319548344
BCO KDB BRASIL S.A. - PRUDENCIAL,2024-06-01,544852.0,11172.0,162401.0,0.5711999999999999,0.1613,189.49,1.053515670799987,29.07333333333333,0.0,0,541542.0,37065.0,116479.0,0.5108,0.1432,184.28,0.760729877599986,32.02333333333333,0.04006802577383518,-3.176283767872615,3.176283767872615
BCO KDB BRASIL S.A. - PRUDENCIAL,2024-09-01,666263.0,9370.0,112247.0,0.5335,0.1326,190.99,0.8015076655999875,28.473333333333333,0.0,0,673734.0,89900.0,3026.0,0.4777,0.1372,184.44,0.6111867176000096,31.51333333333333,0.037127687165059015,-3.2555578339467472,3.2555578339467472
BCO MODAL S.A. - PRUDENCIAL,2017-03-01,1640896.0,166197.0,195845.0,0.1202999999999999,0.1232,164.34,0.9630321349999972,41.17333333333333,0.0224949542222847,0,1440814.0,35423.0,153392.0,0.1568999999999999,0.159,163.26,2.6208101489999747,35.07,0.0823058342250248,-2.411422187567729,2.411422187567729
BCO MODAL S.A. - PRUDENCIAL,2017-06-01,1713945.0,194614.0,195845.0,0.1387,0.1211,165.65,0.2193980018000196,36.63666666666666,0.0175902046087032,0,1612783.0,279704.0,153392.0,0.1402999999999999,0.1427999999999999,163.72,1.7496396530000125,38.303333333333335,0.07978972568788134,-2.4452074576827907,2.4452074576827907
BCO MODAL S.A. - PRUDENCIAL,2017-09-01,1951554.0,200575.0,246657.0,0.1196,0.1089,166.12,0.5911447296000016,36.16333333333333,0.0173452291478095,0,1574195.0,187881.0,183254.0,0.139,0.1514,162.92,1.043057830399996,39.71333333333333,0.08239726514387369,-2.410212300001382,2.410212300001382
BCO MODAL S.A. - PRUDENCIAL,2017-12-01,1346457.0,111373.0,246657.0,0.1276,0.0902,167.13,1.144261174399985,33.526666666666664,0.0248471585803528,0,1611961.0,122017.0,183254.0,0.1449,0.1248,162.73,0.7417894039999817,40.38,0.07635384331089297,-2.4929506826428645,2.4929506826428645
BCO MODAL S.A. - PRUDENCIAL,2018-03-01,1352191.0,45788.0,290633.0,0.1204,0.0666,167.98,0.7014778351999817,33.15,0.0011539943793368,0,1640896.0,166197.0,195845.0,0.1202999999999999,0.1232,164.34,0.9630321349999972,41.17333333333333,0.07476223009705228,-2.515737940906831,2.515737940906831
BCO MODAL S.A. - PRUDENCIAL,2018-06-01,1360782.0,38915.0,290633.0,0.128,0.089,167.89,1.8887030879999989,30.82333333333333,0.0322865579835645,0,1713945.0,194614.0,195845.0,0.1387,0.1211,165.65,0.2193980018000196,36.63666666666666,0.06758287682615204,-2.6244256221481193,2.6244256221481193
BCO MODAL S.A. - PRUDENCIAL,2018-09-01,1371932.0,38516.0,307655.0,0.1172,0.0873,169.35,0.7208535743999933,28.546666666666667,0.0309556508989858,0,1951554.0,200575.0,246657.0,0.1196,0.1089,166.12,0.5911447296000016,36.16333333333333,0.06253730432131256,-2.7074137180556583,2.7074137180556583
BCO MODAL S.A. - PRUDENCIAL,2018-12-01,1257870.0,48598.0,307655.0,0.1128,0.0727,169.09,0.3894135824999978,28.71666666666667,0.0253323224443721,0,1346457.0,111373.0,246657.0,0.1276,0.0902,167.13,1.144261174399985,33.526666666666664,0.07160478937669083,-2.562295553286603,2.562295553286603
BCO MODAL S.A. - PRUDENCIAL,2019-03-01,1235979.0,27935.0,347721.0,0.1096,0.0868,169.51,1.507011320000018,30.386666666666667,0.0004600186990348,0,1352191.0,45788.0,290633.0,0.1204,0.0666,167.98,0.7014778351999817,33.15,0.06688873208767092,-2.63549392829079,2.63549392829079
BCO MODAL S.A. - PRUDENCIAL,2019-06-01,1245804.0,5555.0,347721.0,0.1226999999999999,0.0602,170.58,0.710811074100004,30.69666666666667,0.002672623033078,0,1360782.0,38915.0,290633.0,0.128,0.089,167.89,1.8887030879999989,30.82333333333333,0.06982381499216928,-2.589398873980958,2.589398873980958
BCO MODAL S.A. - PRUDENCIAL,2019-09-01,1174629.0,3855.0,385369.0,0.1172,0.0569,170.5,0.2600889164000142,30.59,0.0064414627121374,0,1371932.0,38516.0,307655.0,0.1172,0.0873,169.35,0.7208535743999933,28.546666666666667,0.0656392936297355,-2.6556880541525723,2.6556880541525723
BCO MODAL S.A. - PRUDENCIAL,2019-12-01,1020896.0,19400.0,385369.0,0.1317,0.0712,171.91,1.767530865000011,29.096666666666664,0.0341625367157587,0,1257870.0,48598.0,307655.0,0.1128,0.0727,169.09,0.3894135824999978,28.71666666666667,0.06753842076044593,-2.6251313164898358,2.6251313164898358
BCO MODAL S.A. - PRUDENCIAL,2020-03-01,1170323.0,6940.0,414875.0,0.1077999999999999,0.0464,168.09,0.5308473674999981,28.24,0.0360928232255046,0,1235979.0,27935.0,347721.0,0.1096,0.0868,169.51,1.507011320000018,30.386666666666667,0.07126185505457379,-2.5674656394921596,2.5674656394921596
BCO MODAL S.A. - PRUDENCIAL,2020-06-01,1039865.0,4176.0,414875.0,0.1215,0.0769,153.27,-0.4306129372000034,24.44333333333333,0.0545947345615202,0,1245804.0,5555.0,347721.0,0.1226999999999999,0.0602,170.58,0.710811074100004,30.69666666666667,0.0638180809099512,-2.6857732656584385,2.6857732656584385
BCO MODAL S.A. - PRUDENCIAL,2020-09-01,997931.0,8413.0,438219.0,0.134,0.0621,165.34,1.2447095295999857,21.71666666666667,0.0752647350581472,0,1174629.0,3855.0,385369.0,0.1172,0.0569,170.5,0.2600889164000142,30.59,0.06616984980444932,-2.6470696515820196,2.6470696515820196
