Data;CNPJ;NOME_INSTITUICAO;NOME_CONGL;A;AA;B;C;D;E;F;G;H;S1;S2;S3;Bad_Debt;Total_Portfolio;NPL
01/03/2019;61088183;BCO MIZUHO S.A.;MIZUHO - PRUDENCIAL;0,0;1179150970,25;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1179150970,25;0,0
01/03/2019;61186680;BCO BMG S.A.;BMG - PRUDENCIAL;8848386214,03;0,0;219799534,56;117277543,49;71989440,17;119741465,55;55338620,46;63711658,78;356660870,47;0,0;0,0;0,0;595452615,26;9852905347,51;0,060434216533956774
01/03/2019;61533584;BCO SOCIETE GENERALE BRASIL;SOCIETE GENERALE - PRUDENCIAL;749166949,12;835630577,43;429387589,95;22670482,29;4208084,47;4550703,01;4678806,33;3314661,14;24855774,79;0,0;0,0;0,0;37399945,269999996;2078463628,53;0,017994034033903795
01/03/2019;61747085;TULLETT PREBON BRASIL CVC LTDA;TULLETT PREBON BRASIL S.A. CTVM - PRUDENCIAL;1961462,99;1754646,49;51618,14;0,0;0,0;1086,91;28,16;0,0;74,22;0,0;0,0;0,0;1189,2900000000002;3768916,91;0,0003155521940121519
01/03/2019;61820817;BCO PAULISTA S.A.;SOCOPA - PRUDENCIAL;10133302,92;0,0;464118057,75;85953546,88;3846405,35;12340312,93;1120963,81;7437,85;592744,08;0,0;0,0;0,0;14061458,67;578112771,57;0,024323037582810753
01/03/2019;62073200;BOFA MERRILL LYNCH BM S.A.;BOFA MERRILL LYNCH - PRUDENCIAL;1523476,27;812810226,94;5968797,26;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;820302500,47;0,0
01/03/2019;62144175;BCO PINE S.A.;PINE - PRUDENCIAL;597059182,2;295754977,25;1026134211,0;661884610,96;135402068,12;192834550,63;0,0;184807904,88;141969786,81;0,0;0,0;0,0;519612242,32;3235847291,85;0,16057996421176202
01/03/2019;62232889;BCO DAYCOVAL S.A;BCO DAYCOVAL S.A - PRUDENCIAL;7933446149,53;1316327728,02;6575043382,9;1184632189,66;340892175,58;72394749,2;63989027,59;22613473,94;715740533,7;0,0;0,0;0,0;874737784,4300001;18225079410,12;0,04799637712109374
01/03/2019;62331228;DEUTSCHE BANK S.A.BCO ALEMAO;DEUTSCHE - PRUDENCIAL;15035919,91;1542157783,92;97090660,8;0,0;0,0;0,0;0,0;0,0;3402782,58;0,0;0,0;0,0;3402782,58;1657687147,21;0,0020527290603218552
01/03/2019;68900810;BCO RENDIMENTO S.A.;RENDIMENTO - PRUDENCIAL;388282636,66;0,0;277133813,25;103461026,15;17191378,57;4852082,6;370838,46;7693906,26;1343375,18;0,0;0,0;0,0;14260202,5;800329057,1299999;0,017817924231237393
01/03/2019;71027866;BCO BS2 S.A.;BS2 - PRUDENCIAL;498727833,07;83397187,99;74908323,28;47780771,58;8697903,85;1357550,98;13066602,66;4705967,34;1190919,86;0,0;0,0;0,0;20321040,84;733833060,61;0,02769163987121008
01/03/2019;75647891;BCO CRÉDIT AGRICOLE BR S.A.;CREDIT AGRICOLE - PRUDENCIAL;40412975,38;2903062179,76;89420017,12;32613020,27;8969670,41;6581335,83;5294985,68;4234892,19;23923640,27;0,0;0,0;0,0;40034853,97;3114512716,9100003;0,012854291380039622
01/03/2019;78626983;BCO VR S.A.;VR - PRUDENCIAL;67304,05;0,0;20854,49;33219,72;33057,68;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;154435,94;0,0
01/03/2019;78632767;BCO OURINVEST S.A.;OURINVEST - PRUDENCIAL;238526956,86;211622172,48;32440816,8;3052717,33;407600,71;2917678,97;195235,52;247759,69;1364857,05;0,0;0,0;0,0;4725531,23;490775795,41;0,009628696594648142
01/03/2019;87091716;CIA PROVINCIA CI;COMPANHIA PROVINCIA DE CREDITO IMOBILIARIO - PRUDE;20263705,86;0,0;1011438,75;590502,3;59772,17;0,0;0,0;125075,86;0,0;0,0;0,0;0,0;125075,86;22050494,94;0,0056722472824458055
01/03/2019;90400888;BCO SANTANDER (BRASIL) S.A.;SANTANDER - PRUDENCIAL;107089345705,03;118837941634,94;28703460037,5;24947195491,44;11669303573,63;4036712296,65;3569609802,52;1957897141,43;9988182389,58;0,0;0,0;0,0;19552401630,18;310799648072,72003;0,06290998638970526
01/03/2019;91884981;BANCO JOHN DEERE S.A.;JOHN DEERE - PRUDENCIAL;2734344306,91;827659726,36;2624991840,4;1744398425,24;123857442,41;70097816,5;30072856,97;38667292,87;141031723,41;0,0;0,0;0,0;279869689,75;8335121431,07;0,03357715806116006
01/03/2019;92228410;OMNI SA CFI;OMNI - PRUDENCIAL;626585361,68;2,69;828558147,94;425146899,02;216788294,7;66422652,84;50952295,93;42166640,39;311685443,82;0,0;0,0;0,0;471227032,98;2568305739,01;0,1834777790753382
01/03/2019;92702067;BCO DO ESTADO DO RS S.A.;BANRISUL - PRUDENCIAL;18711117894,14;3983782603,98;5298715372,4;2033038960,93;1257524719,37;656124969,37;394166665,09;374524513,88;1592893967,44;0,0;0,0;0,0;3017710115,78;34301889666,599995;0,08797504000831671
01/03/2019;92816560;BD REGIONAL DO EXTREMO SUL;BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;5330496061,73;6400778589,02;893589961,16;390464243,98;239622879,47;21639464,85;20046759,86;61812270,29;173322030,77;0,0;0,0;0,0;276820525,77;13531772261,13;0,020457078380277403
01/03/2019;92874270;BCO A.J. RENNER S.A.;BCO A.J. RENNER S.A. - PRUDENCIAL;875135366,4;0,0;70184020,69;45956673,94;20445502,4;11043668,24;8669561,5;6216832,88;37347834,1;0,0;0,0;0,0;63277896,72;1074999460,1499999;0,05886318929980721
01/03/2019;92894922;BANCO ORIGINAL;ORIGINAL - PRUDENCIAL;3960385867,07;1013363584,55;378847161,09;321963948,19;54402465,98;152616746,24;786742,84;21025547,12;89513100,93;0,0;0,0;0,0;263942137,13000003;5992905164,01;0,04404243516401482
01/04/2019;0;BCO DO BRASIL S.A.;BB - PRUDENCIAL;70347311282,35;310095371581,42;138032592216,39;55998410516,94;10522976794,35;13069388675,09;4654049599,67;3301732219,77;19612830202,7;0,0;0,0;0,0;40638000697,23;625634663088,68;0,0649548420105198
01/04/2019;208;BRB - BCO DE BRASILIA S.A.;BRB - PRUDENCIAL;1515365817,3;5614090400,53;920451908,95;591071954,39;154699940,96;58431660,45;102020621,21;43253805,19;300554728,52;0,0;0,0;0,0;504260815,37;9299940837,5;0,05422193798660281
01/04/2019;360305;CAIXA ECONOMICA FEDERAL;CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;83217515735,1;357059965211,2;96812302853,75;80586656787,41;29337238190,57;10383197893,22;9025965468,69;2962593015,07;16237654039,68;0,0;0,0;0,0;38609410416,66;685623089194,6902;0,05631287951811734
01/04/2019;416968;BANCO INTER;INTER - PRUDENCIAL;2606648843,12;515721577,84;199454900,01;147350308,35;43566212,12;29079997,72;18793419,46;18091070,76;45277849,75;0,0;0,0;0,0;111242337,69;3623984179,13;0,030696143302895332
01/04/2019;556603;BANCO BARI S.A.;BARIGUI - PRUDENCIAL;455378215,12;28945034,12;54028138,27;46230843,91;4583901,23;2501784,88;2348999,47;1280076,14;2530052,31;0,0;0,0;0,0;8660912,799999999;597827045,45;0,014487321819775991
01/04/2019;1181521;BCO COOPERATIVO SICREDI S.A.;SICREDI - PRUDENCIAL;391546935,22;10444449071,77;16064324,01;6851985,32;632394,92;72853,6;30738,77;39968,6;168797,04;0,0;0,0;0,0;312358,01;10859857069,25;2,8762626248963328e-05
01/04/2019;1522368;BCO BNP PARIBAS BRASIL S A;BNP PARIBAS - PRUDENCIAL;9880925512,63;4857039827,97;1437609971,1;224476843,03;87365323,8;58089251,33;174417588,16;50040004,88;348197598,51;0,0;0,0;0,0;630744442,88;17118161921,409998;0,036846505236705136
01/04/2019;2038232;BANCOOB;BANCOOB - PRUDENCIAL;6030881390,33;312365540,26;937201272,12;592708241,06;187615447,36;13125890,95;4290445,29;3170325,41;9114677,67;0,0;0,0;0,0;29701339,32;8090473230,450001;0,003671149817072935
01/04/2019;2658435;BCO CATERPILLAR S.A.;BCO CATERPILLAR S.A. - PRUDENCIAL;999422806,07;850345122,23;215448901,07;56286718,01;56339328,75;12314580,65;5723990,96;5545255,88;41280520,0;0,0;0,0;0,0;64864347,489999995;2242707223,62;0,028922342964277394
01/04/2019;2801938;BCO MORGAN STANLEY S.A.;MORGAN STANLEY - PRUDENCIAL;0,0;1945720334,32;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1945720334,32;0,0
01/04/2019;3634220;BCO HONDA S.A.;HONDA - PRUDENCIAL;1822649131,82;44362552,86;780716270,34;1411749875,38;165525414,94;70458897,4;62844370,7;29535590,39;109415455,31;0,0;0,0;0,0;272254313,8;4497257559,14;0,060537852284373625
01/04/2019;4332281;GOLDMAN SACHS DO BRASIL BM S.A;GOLDMAN SACHS - PRUDENCIAL;0,0;358225845,18;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;358225845,18;0,0
01/04/2019;4452473;BMW FINANCEIRA S.A. - CFI;BMW - PRUDENCIAL;615904084,55;24366711,12;529576650,23;283366938,95;46296493,55;6025261,69;2269677,58;1927828,88;6649895,57;0,0;0,0;0,0;16872663,72;1516383542,12;0,011126910343811138
01/04/2019;4814563;SOROCRED CFI S.A.;SOROCRED CFI S.A. - PRUDENCIAL;233405259,16;0,0;14391808,17;20256984,92;15357712,64;13175064,3;9610136,48;8712887,95;43694042,2;0,0;0,0;0,0;75192130,93;358603895,82;0,2096801841989537
01/04/2019;4862600;PORTOSEG S.A. CFI;PORTO SEGURO - PRUDENCIAL;5344052883,76;117628222,66;117848114,15;363568409,12;129986903,94;68917017,05;50968558,29;47847313,64;250291852,35;0,0;0,0;0,0;418024741,33000004;6491109274,960001;0,06439958466614722
01/04/2019;5351887;ZEMA CFI S/A;ESTRELA MINEIRA - PRUDENCIAL;245815849,27;10013,75;26507817,85;17120868,11;12408418,69;10116141,64;7869211,51;6233899,43;35656981,21;0,0;0,0;0,0;59876233,79;361739201,46;0,16552320994886957
01/04/2019;5940203;AGENCIA FOMENTO EST RJ S.A.;AGENCIA FOMENTO EST RJ S.A. - PRUDENCIAL;21889410,3;0,0;59183371,56;55967087,59;1755929,79;13335,1;3907841,71;25899353,83;3433452,5;0,0;0,0;0,0;33253983,139999997;172049782,38000003;0,19328116943823356
01/04/2019;7450604;BCO CCB BRASIL S.A.;CCB - PRUDENCIAL;3740480920,1;2242002358,78;1339210476,3;172956917,93;51131741,08;54870042,38;74390484,18;68003371,67;352899028,22;0,0;0,0;0,0;550162926,45;8095945340,640001;0,06795536571724291
01/04/2019;7512441;HS FINANCEIRA;HS FINANCEIRA - PRUDENCIAL;83516677,65;0,0;7355445,88;4690372,13;3368581,02;3123251,79;2887901,44;2599679,91;19474478,04;0,0;0,0;0,0;28085311,18;127016387,86000001;0,22111565013922604
01/04/2019;7631026;GOLCRED S/A - CFI;GOLCRED - PRUDENCIAL;12682860,13;0,0;864315,55;852374,09;700398,51;513124,1;403769,91;394380,24;1695732,69;0,0;0,0;0,0;3007006,94;18106955,220000003;0,16606916532706814
01/04/2019;7652226;LECCA CFI S.A.;LECCA - PRUDENCIAL;42268816,6;0,0;3685498,03;1530256,67;3404,87;15282,74;633,37;4225,25;840458,35;0,0;0,0;0,0;860599,71;48348575,879999995;0,017799897811591966
01/04/2019;7747410;SAX S.A. CFI;SAX S.A. CFI - PRUDENCIAL;228225110,03;0,0;32606844,65;34492807,29;29213327,85;27023913,69;18219947,98;16495671,04;71490347,13;0,0;0,0;0,0;133229879,84;457767969,66;0,2910423810100877
01/04/2019;10371492;BCO YAMAHA MOTOR S.A.;YAMAHA MOTOR - PRUDENCIAL;1448253,04;1424678,72;686025567,21;267519647,66;22534748,85;11681548,02;8811467,71;7948651,71;38312016,96;0,0;0,0;0,0;66753684,400000006;1045706579,88;0,06383596095155136
01/04/2019;10664513;BCO AGIBANK S.A.;AGIBANK - PRUDENCIAL;955584860,37;0,0;62743752,09;67507360,87;86476082,66;60674908,22;81380303,1;68607570,7;412718756,31;0,0;0,0;0,0;623381538,3299999;1795693594,32;0,3471536237038616
01/04/2019;11417016;SCANIA BCO S.A.;SCANIA - PRUDENCIAL;953723530,72;88498734,57;1647286364,42;122487532,83;12324632,79;4325568,85;1037592,42;107832,26;1378629,37;0,0;0,0;0,0;6849622,899999999;2831170418,23;0,002419360860757463
01/04/2019;11476673;BANCO RANDON S.A.;RANDON - PRUDENCIAL;269488832,26;4957279,32;106160834,58;7162113,04;700404,52;4249213,72;684055,57;3102379,33;2143896,3;0,0;0,0;0,0;10179544,92;398649008,64;0,025535106570884862
01/04/2019;11760553;GAZINCRED S.A. SCFI;GAZIN - PRUDENCIAL;69490787,8;0,0;2098921,46;1725581,45;1200097,27;938927,67;820940,35;756683,76;4171025,1;0,0;0,0;0,0;6687576,880000001;81202964,85999998;0,08235631410170659
01/04/2019;12392983;MIRAE ASSET CCTVM LTDA;MIRAE CCTVM LTDA. - PRUDENCIAL;0,0;153629,09;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;153629,09;0,0
01/04/2019;13009717;BCO DO EST. DE SE S.A.;BCO DO EST. DE SE S.A. - PRUDENCIAL;1150382960,85;412995086,74;590971915,86;245307765,47;51634450,79;22188535,01;8207386,38;23954396,93;52192854,83;0,0;0,0;0,0;106543173,15;2557835352,86;0,04165364789053782
01/04/2019;13220493;BR PARTNERS BI;BR PARTNERS - PRUDENCIAL;20071665,25;0,0;9741012,14;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;29812677,39;0,0
01/04/2019;14388334;PARANA BCO S.A.;PARANÁ BANCO - PRUDENCIAL;3084791949,7;0,0;76904902,88;37028976,05;23470309,32;36620664,98;13831807,22;107806250,96;31329188,93;0,0;0,0;0,0;189587912,09;3411784050,0399995;0,05556855572021837
01/04/2019;15114366;BCO BOCOM BBM S.A.;BOCOM - PRUDENCIAL;1542222738,76;1724971631,12;598087252,18;118326838,08;2825469,01;27068298,58;53571,65;15010302,11;9619895,38;0,0;0,0;0,0;51752067,72;4038185996,8700004;0,012815672126076672
01/04/2019;15163587;DESENBAHIA AG FOMENTO BAHIA SA;DESENBAHIA AG FOMENTO BAHIA SA - PRUDENCIAL;122921520,73;180790628,08;188012480,16;144423360,59;12831697,12;2046851,08;3348754,96;7723862,66;20668775,41;0,0;0,0;0,0;33788244,11;682767930,79;0,04948715747516898
01/04/2019;17184037;BCO MERCANTIL DO BRASIL S.A.;MERCANTIL DO BRASIL - PRUDENCIAL;3337219795,11;576351937,41;302946672,84;144549231,38;258541217,06;188506560,54;166805678,23;57572115,79;457363637,55;0,0;0,0;0,0;870247992,11;5489856845,91;0,15851925041694734
01/04/2019;17351180;BCO TRIANGULO S.A.;BCO TRIANGULO S.A. - PRUDENCIAL;876282520,59;348833905,43;191919740,41;227557261,1;42656639,45;24538157,79;19471901,96;19739002,28;95431964,65;0,0;0,0;0,0;159181026,68;1846431093,66;0,08621010945199747
01/04/2019;18236120;NU PAGAMENTOS S.A.;NU PAGAMENTOS - PRUDENCIAL;6962156300,17;0,0;126237032,33;119348537,63;77947548,75;62478165,05;44798173,19;42638366,45;231670129,64;0,0;0,0;0,0;381584834,33;7667274253,21;0,04976799077850186
01/04/2019;22639377;SINOSSERRA S/A - SCFI;SINOSSERRA FINANCEIRA S/A - PRUDENCIAL;46065179,32;0,0;7234485,2;1160391,66;402411,11;177439,28;63227,86;8238,66;406850,78;0,0;0,0;0,0;655756,5800000001;55518223,87;0,011811555454934983
01/04/2019;23862762;AVISTA S.A. CFI;AVISTA S.A. CFI - PRUDENCIAL;133059148,61;0,0;220528575,81;120244057,12;44256551,21;16899360,04;14656907,28;5792558,69;0,0;0,0;0,0;0,0;37348826,01;555437158,76;0,06724221709145342
01/04/2019;27406222;DACASA FINANCEIRA S/A - SCFI;DACASA FINANCEIRA - PRUDENCIAL;486057385,3;0,0;36114547,11;36543550,61;35824173,63;32596755,18;33398231,14;39248829,45;180606117,37;0,0;0,0;0,0;285849933,14;880389589,79;0,32468572601839146
01/04/2019;28127603;BCO BANESTES S.A.;BANESTES - PRUDENCIAL;1041074969,69;1990114170,75;431262210,49;183948802,88;134664489,95;52857833,7;49866229,04;53971746,53;173238672,67;0,0;0,0;0,0;329934481,94;4110999125,7;0,08025651960794822
01/04/2019;28195667;BCO ABC BRASIL S.A.;ABC-BRASIL - PRUDENCIAL;4632765534,66;1236585008,35;4682305743,03;1472623038,77;338827374,01;268562640,28;56509137,11;46033065,43;46492396,6;0,0;0,0;0,0;417597239,42;12780703938,24;0,0326740406035496
01/04/2019;30306294;BANCO BTG PACTUAL S.A.;BTG PACTUAL - PRUDENCIAL;8127372529,33;9242885506,85;2214712484,56;577202004,28;525840903,36;867754655,71;351790204,51;41745549,0;127493816,11;0,0;0,0;0,0;1388784225,33;22076797653,710003;0,0629069599275244
01/04/2019;30723886;BCO MODAL S.A.;BCO MODAL S.A. - PRUDENCIAL;163830096,82;3073782,65;84189670,44;67009865,89;549809,15;180746,94;203078,22;8960,29;1252,74;0,0;0,0;0,0;394038,19;319047263,14;0,0012350464508673548
01/04/2019;31872495;BCO C6 S.A.;BANCO C6;2859312,94;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2859312,94;0,0
01/04/2019;31895683;BCO INDUSTRIAL DO BRASIL S.A.;INDUSTRIAL DO BRASIL - PRUDENCIAL;783303836,37;1019717105,07;166956946,59;87059788,14;7840436,8;7682755,27;3499478,82;1346455,32;25171968,79;0,0;0,0;0,0;37700658,2;2102578771,17;0,017930675757285
01/04/2019;33172537;BCO J.P. MORGAN S.A.;JP MORGAN CHASE - PRUDENCIAL;166640036,65;2156086936,71;326349111,1;0,0;0,0;93783566,19;0,0;0,0;0,0;0,0;0,0;0,0;93783566,19;2742859650,65;0,0341918939118067
01/04/2019;33466988;BCO CAIXA GERAL BRASIL S.A.;CAIXA GERAL - PRUDENCIAL;54529764,18;460030,7;87027129,3;49356682,33;12556912,74;62649057,7;31714027,68;13229637,58;2723855,8;0,0;0,0;0,0;110316578,75999999;314247098,01;0,35105042960966176
01/04/2019;33479023;BCO CITIBANK S.A.;CITIBANK - PRUDENCIAL;4486625959,49;4990856590,35;890225455,17;293629612,37;128310150,61;11700834,03;2131803,34;1363896,93;64149509,03;0,0;0,0;0,0;79346043,33;10868993811,320002;0,0073002197542298254
01/04/2019;33603457;BCO RODOBENS S.A.;RODOBENS - PRUDENCIAL;892623899,41;33932825,89;50189773,64;83267436,87;37769825,56;31051073,76;2194217,54;10234802,96;20764842,8;0,0;0,0;0,0;64244937,06;1162028698,4299998;0,055286876431537714
01/04/2019;33644196;BCO FATOR S.A.;FATOR - PRUDENCIAL;61581,34;0,0;17101727,19;32061,84;0,0;0,0;7496059,7;0,0;250102,61;0,0;0,0;0,0;7746162,3100000005;24941532,68;0,31057282683399234
01/04/2019;33657248;BNDES;BNDES - PRUDENCIAL;98142869322,26;40727168528,23;114956349185,44;27231774339,1;3471923325,91;7521886680,03;1945221742,32;0,0;14080803557,88;0,0;0,0;0,0;23547911980,23;308077996681,17004;0,07643490360851618
01/04/2019;33923798;BCO MÁXIMA S.A.;MÁXIMA - PRUDENCIAL;506218856,14;23899413,34;180500615,02;114780608,98;33353698,52;604931,59;2067188,68;1210074,01;9588803,82;0,0;0,0;0,0;13470998,100000001;872224190,1;0,015444421575209418
01/04/2019;33987793;BI CREDIT SUISSE S.A.;CREDIT SUISSE - PRUDENCIAL;2955475267,62;490411571,58;59260163,35;368982190,12;6998842,36;50004963,54;0,0;0,0;140248221,71;0,0;0,0;0,0;190253185,25;4071381220,28;0,046729395985403634
01/04/2019;34111187;HAITONG BI DO BRASIL S.A.;HAITONG - PRUDENCIAL;146990855,43;119806714,96;24109366,22;0,0;0,0;14311032,31;0,0;0,0;5463112,78;0,0;0,0;0,0;19774145,09;310681081,7;0,063647728345089
01/04/2019;45246410;PLURAL BCO BM;BRASIL PLURAL - PRUDENCIAL;93750,15;30531890,32;1392705,65;1964367,91;177754,38;0,0;0,0;5731729,49;0,0;0,0;0,0;0,0;5731729,49;39892197,9;0,14368046364274153
01/04/2019;48795256;BCO ANDBANK S.A.;ANDBANK - PRUDENCIAL;3467456,11;391402,76;266917,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4125776,37;0,0
01/04/2019;49336860;ING BANK N.V.;ING - PRUDENCIAL;141677262,01;1183510506,02;1916642096,4;37714717,14;0,0;76935015,88;0,0;0,0;0,0;0,0;0,0;0,0;76935015,88;3356479597,4500003;0,022921341735087385
01/04/2019;58017179;BCO VOLVO BRASIL S.A.;VOLVO - PRUDENCIAL;1234593068,49;437883317,87;1192375911,31;402742510,52;156158985,03;9397664,92;6187021,89;2181461,94;30264773,24;0,0;0,0;0,0;48030921,989999995;3471784715,21;0,013834648726798925
01/04/2019;58160789;BCO SAFRA S.A.;SAFRA - PRUDENCIAL;20481760988,55;37347793361,59;4406595393,04;1699744428,19;394581712,8;782907438,71;90988681,62;121727686,9;988263302,84;0,0;0,0;0,0;1983887110,0700002;66314362994,23999;0,02991640152288455
01/04/2019;58616418;BCO FIBRA S.A.;BCO FIBRA S.A. - PRUDENCIAL;436689949,11;807995043,38;963693370,8;68857825,19;121885467,77;14315705,37;17916993,07;122577492,68;22223394,5;0,0;0,0;0,0;177033585,62;2576155241,87;0,06872007662530984
01/04/2019;59109165;BCO VOLKSWAGEN S.A;VOLKSWAGEN - PRUDENCIAL;8839327466,91;1135259770,85;2351299454,95;1415918900,67;514370699,86;189265222,1;149347308,85;31080691,1;279603344,15;0,0;0,0;0,0;649296566,2;14905472859,44;0,04356095055305707
01/04/2019;59274605;BCO GM S.A.;GM - PRUDENCIAL;6796281971,46;58817321,15;977343811,3;1283993812,94;185055417,98;45335751,99;24664684,41;20572843,08;91439850,56;0,0;0,0;0,0;182013130,04000002;9483505464,869997;0,01919260032213153
01/04/2019;59285411;BANCO PAN;PAN - PRUDENCIAL;18710029890,89;1229164,0;718052588,37;568002490,3;377726362,42;231983938,36;265146515,42;214548903,03;876141425,58;0,0;0,0;0,0;1587820782,3899999;21962861278,37;0,07229571603922828
01/04/2019;59588111;BCO VOTORANTIM S.A.;VOTORANTIM - PRUDENCIAL;23080096456,94;3855817260,71;9861213455,19;9161367395,52;1324918626,19;614032817,6;524905667,01;1327646800,99;1675465728,8;0,0;0,0;0,0;4142051014,4000006;51425464208,950005;0,08054474720092317
01/04/2019;60518222;BCO SUMITOMO MITSUI BRASIL S.A.;BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;66362155,03;1176784667,54;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1243146822,57;0,0
01/04/2019;60746948;BCO BRADESCO S.A.;BRADESCO - PRUDENCIAL;153908657275,5;137234606445,03;37442638260,61;47915541072,61;8828530825,49;7166050502,42;6409163438,7;4059240193,11;18629992041,31;0,0;0,0;0,0;36264446175,54;421594420054,77997;0,08601737701089111
01/04/2019;60770336;BCO ALFA DE INVESTIMENTO S.A.;ALFA - PRUDENCIAL;4698631544,47;1543693855,56;995907538,08;398208532,69;34234622,87;5988958,5;6576495,36;3928559,91;20946095,24;0,0;0,0;0,0;37440109,01;7708116202,680001;0,004857232042892998
01/04/2019;60779196;CREFISA S.A. CFI;CREFISA S.A. CFI - PRUDENCIAL;1021896134,38;22688,63;91742645,5;163098677,62;348903623,74;85937018,85;111082074,63;72172744,96;425203015,06;0,0;0,0;0,0;694394853,5;2320058623,3700004;0,299300563574276
01/04/2019;60814191;BCO MERCEDES-BENZ S.A.;MERCEDES-BENZ - PRUDENCIAL;5776150635,79;411449028,04;2472173000,66;690814531,24;228263422,28;255601641,78;70950794,46;195484571,7;32606053,85;0,0;0,0;0,0;554643061,79;10133493679,8;0,05473364658978568
01/04/2019;60872504;ITAÚ UNIBANCO HOLDING S.A.;ITAU - PRUDENCIAL;190345292163,34;236505381126,76;57016353892,12;22308527193,41;10059698810,63;5874531987,4;5365242485,76;7142953369,1;13797647952,93;0,0;0,0;0,0;32180375795,190002;548415628981,45;0,05867880872570554
01/04/2019;60889128;BCO SOFISA S.A.;SOFISA - PRUDENCIAL;2264341097,7;630255,15;811655228,69;126325010,88;27743778,13;34315285,37;520001,36;3073313,65;16568632,55;0,0;0,0;0,0;54477232,92999999;3285172603,4800005;0,016582761244353487
01/04/2019;61024352;BCO INDUSVAL S.A.;INDUSVAL - PRUDENCIAL;53983216,81;55328236,36;102005929,12;65926331,28;18329937,32;12488810,04;852327,14;21799879,0;10813309,49;0,0;0,0;0,0;45954325,67;341527976,56;0,13455508427997465
01/04/2019;61088183;BCO MIZUHO S.A.;MIZUHO - PRUDENCIAL;0,0;1414437915,57;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1414437915,57;0,0
01/04/2019;61186680;BCO BMG S.A.;BMG - PRUDENCIAL;9002793247,52;0,0;193411675,52;110735667,14;76964207,98;131836310,55;56863089,17;70533476,96;363504512,18;0,0;0,0;0,0;622737388,86;10006642187,02;0,06223240296008351
01/04/2019;61533584;BCO SOCIETE GENERALE BRASIL;SOCIETE GENERALE - PRUDENCIAL;741925373,05;535238213,26;426035997,56;21247683,78;3460419,22;4219740,81;4592833,8;53069,57;187289044,49;0,0;0,0;0,0;196154688,67000002;1924062375,5400002;0,10194819625582459
01/04/2019;61747085;TULLETT PREBON BRASIL CVC LTDA;TULLETT PREBON BRASIL S.A. CTVM - PRUDENCIAL;3301720,25;1428531,44;0,0;0,0;0,0;1129,47;29,11;0,0;201,75;0,0;0,0;0,0;1360,33;4731612,02;0,00028749821292405964
01/04/2019;61820817;BCO PAULISTA S.A.;SOCOPA - PRUDENCIAL;9902939,1;0,0;486395869,32;86093308,15;3643217,71;7442995,09;6801616,22;0,0;586811,48;0,0;0,0;0,0;14831422,79;600866757,07;0,02468338049241117
01/04/2019;62073200;BOFA MERRILL LYNCH BM S.A.;BOFA MERRILL LYNCH - PRUDENCIAL;1655616,05;796423250,46;3171647,81;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;801250514,3199999;0,0
01/04/2019;62144175;BCO PINE S.A.;PINE - PRUDENCIAL;530300415,58;285549364,52;1111664756,53;644913881,42;149106217,65;145550705,94;85576244,96;184393023,95;72052799,05;0,0;0,0;0,0;487572773,9;3209107409,6;0,15193407750748164
01/04/2019;62232889;BCO DAYCOVAL S.A;BCO DAYCOVAL S.A - PRUDENCIAL;7608357520,97;1184949361,24;6352667643,37;1103089923,12;355178609,76;78774588,8;68245926,76;23900423,13;694855080,72;0,0;0,0;0,0;865776019,4100001;17470019077,870003;0,04955781762749844
01/04/2019;62331228;DEUTSCHE BANK S.A.BCO ALEMAO;DEUTSCHE - PRUDENCIAL;14391683,88;1599012383,65;94245428,92;0,0;0,0;0,0;0,0;0,0;3401048,07;0,0;0,0;0,0;3401048,07;1711050544,5200002;0,0019876958520556698
01/04/2019;68900810;BCO RENDIMENTO S.A.;RENDIMENTO - PRUDENCIAL;497418460,85;0,0;299663864,22;81448949,91;37879613,4;1033574,15;4685631,7;7663424,93;1323211,42;0,0;0,0;0,0;14705842,200000001;931116730,5799999;0,01579376861893526
01/04/2019;71027866;BCO BS2 S.A.;BS2 - PRUDENCIAL;494132970,14;85391345,19;68982393,43;52208369,68;7276492,59;2154247,51;12823041,72;4802562,96;1233892,42;0,0;0,0;0,0;21013744,61;729005315,6399999;0,028825228237947562
