Instituicao,Data,RWA_Credito,RWA_Mercado,RWA_Operacional,Capital_Principal,Alavancagem,PIB,IPCA,Spread,NPL,Estresse_Alto_P90,NPL_Growth_QoQ,NPL_Growth_YoY,NPL_Volatility_4Q,NPL_Volatility_8Q,NPL_Delta,NPL_Acceleration,RWA_Credito_lag4,RWA_Mercado_lag4,RWA_Operacional_lag4,Capital_Principal_lag4,Alavancagem_lag4,PIB_lag4,Spread_lag4,NPL_Growth_QoQ_lag4,NPL_Growth_YoY_lag4,NPL_Volatility_4Q_lag4,NPL_Volatility_8Q_lag4,NPL_Delta_lag4,NPL_Acceleration_lag4,RWA_Operacional_lag4_x_Alavancagem_lag4,Prob_Estresse_Final,Log_Odds_Estresse_Final,Score_Robustez_Final
ABC-BRASIL - PRUDENCIAL,2018-03-01,21911933.0,315525.0,1557492.0,0.1386,0.0914,167.98,0.7014778351999817,33.15,0.0222141839009887,0,-0.16416677103026622,-0.44871771368263735,0.007857687669781023,0.007813029052491961,-0.004363108232240301,0.028150582556558668,19061607.0,232584.0,1094143.0,0.1433,0.0822,164.34,41.17333333333333,-0.09936388278706643,0.2799236430875707,0.0024881991856171883,0.004795524718509786,-0.0044456525731527,-0.23836897497254705,89938.55459999999,0.0016505592767097716,-6.40498917007017,6.40498917007017
ABC-BRASIL - PRUDENCIAL,2018-06-01,23253971.0,186681.0,1557492.0,0.1308,0.0862,167.89,1.8887030879999989,30.82333333333333,0.0223962718550248,0,0.00819692295911878,-0.44381035176775685,0.005011248359054727,0.008869201215893649,0.00018208795403610104,0.172363693989385,19236390.0,237293.0,1094143.0,0.1442999999999999,0.0834999999999999,165.65,36.63666666666666,-0.0006985809362780593,0.008404019558631681,0.0024426120875218026,0.004313590439379569,-2.814965358649557e-05,0.09866530185078837,91360.94049999988,0.0011832683179476178,-6.738290939419282,6.738290939419282
ABC-BRASIL - PRUDENCIAL,2018-09-01,23016180.0,167142.0,1617034.0,0.1323,0.0878999999999999,169.35,0.7208535743999933,28.546666666666667,0.0284112324548673,0,0.26856972619275443,-0.1365839942619037,0.003088922397537688,0.008702957138518042,0.006014960599842502,0.26037280323363565,19270424.0,283568.0,1273324.0,0.1467999999999999,0.0861,166.12,36.16333333333333,-0.1828210907833886,-0.1622996862085545,0.00490462412041613,0.004626866845353872,-0.007361717110396904,-0.18212250984711054,109633.1964,0.0011971439332542754,-6.726618753661766,6.726618753661766
ABC-BRASIL - PRUDENCIAL,2018-12-01,23316278.0,185387.0,1617034.0,0.1343,0.0883,169.09,0.3894135824999978,28.71666666666667,0.0287347274496591,0,0.011386165500059997,0.08117588901138295,0.0036218604142841714,0.007108618642710517,0.0003234949947917981,-0.25718356069269444,20665491.0,583935.0,1273324.0,0.1399,0.088,167.13,33.526666666666664,-0.1923173535868249,-0.4059763112682888,0.006610970809668478,0.00598882305082219,-0.0063283203016248,-0.009496262803436295,112052.51199999999,0.0007100166830417632,-7.2495118221988575,7.2495118221988575
ABC-BRASIL - PRUDENCIAL,2019-03-01,23265454.0,466120.0,1938594.0,0.1331,0.0896,169.51,1.507011320000018,30.386666666666667,0.0335030498396898,0,0.16594284384233005,0.5081827893843383,0.004550498500629272,0.006062705085297303,0.004768322390030697,0.15455667834227005,21911933.0,315525.0,1557492.0,0.1386,0.0914,167.98,33.15,-0.16416677103026622,-0.44871771368263735,0.007857687669781023,0.007813029052491961,-0.004363108232240301,0.028150582556558668,142354.7688,0.0004898282541646498,-7.620965781845313,7.620965781845313
ABC-BRASIL - PRUDENCIAL,2019-06-01,24302115.0,317540.0,1938594.0,0.1336,0.1003999999999999,170.58,0.710811074100004,30.69666666666667,0.0314216119284321,0,-0.06212681893789562,0.4029840382287726,0.002404548957407877,0.004360228337948907,-0.0020814379112576997,-0.22806966278022567,23253971.0,186681.0,1557492.0,0.1308,0.0862,167.89,30.82333333333333,0.00819692295911878,-0.44381035176775685,0.005011248359054727,0.008869201215893649,0.00018208795403610104,0.172363693989385,134255.8104,0.0002979250330262377,-8.118370700811735,8.118370700811735
ABC-BRASIL - PRUDENCIAL,2019-09-01,25941906.0,283260.0,2098979.0,0.1277,0.1008,170.5,0.2600889164000142,30.59,0.0272878183189421,0,-0.1315589288959902,-0.039541196873799866,0.00277037194992038,0.003939136190482397,-0.004133793609489997,-0.06943210995809457,23016180.0,167142.0,1617034.0,0.1323,0.0878999999999999,169.35,28.546666666666667,0.26856972619275443,-0.1365839942619037,0.003088922397537688,0.008702957138518042,0.006014960599842502,0.26037280323363565,142137.28859999983,0.00026951309583718544,-8.21862402638695,8.21862402638695
ABC-BRASIL - PRUDENCIAL,2019-12-01,27084242.0,352435.0,2098979.0,0.1253,0.1015,171.91,1.767530865000011,29.096666666666664,0.0258231018113451,0,-0.053676570639590304,-0.10132776249278619,0.0035651092542586076,0.003975101746067117,-0.0014647165075970005,0.07788235825639989,23316278.0,185387.0,1617034.0,0.1343,0.0883,169.09,28.71666666666667,0.011386165500059997,0.08117588901138295,0.0036218604142841714,0.007108618642710517,0.0003234949947917981,-0.25718356069269444,142784.1022,0.0002480392647354497,-8.301675428853754,8.301675428853754
ABC-BRASIL - PRUDENCIAL,2020-03-01,29620951.0,796605.0,2195289.0,0.1075,0.0825999999999999,168.09,0.5308473674999981,28.24,0.0258531577038829,0,0.0011639148835558277,-0.2283342015849661,0.0026401356731645146,0.0034623740311902833,3.0055892537801665e-05,0.05484048552314613,23265454.0,466120.0,1938594.0,0.1331,0.0896,169.51,30.386666666666667,0.16594284384233005,0.5081827893843383,0.004550498500629272,0.006062705085297303,0.004768322390030697,0.15455667834227005,173698.0224,0.00031221830450884664,-8.071495653933102,8.071495653933102
ABC-BRASIL - PRUDENCIAL,2020-06-01,30171365.0,163787.0,2195289.0,0.1182,0.0814,153.27,-0.4306129372000034,24.44333333333333,0.0261101426306096,0,0.00994017557430138,-0.16903872754587657,0.0006916105958848635,0.002800261453790405,0.00025698492672669715,0.008776260690745552,24302115.0,317540.0,1938594.0,0.1336,0.1003999999999999,170.58,30.69666666666667,-0.06212681893789562,0.4029840382287726,0.002404548957407877,0.004360228337948907,-0.0020814379112576997,-0.22806966278022567,194634.83759999982,0.00020325722882821043,-8.50083496619,8.50083496619
ABC-BRASIL - PRUDENCIAL,2020-09-01,30359438.0,387407.0,1805855.0,0.1211999999999999,0.0902999999999999,165.34,1.2447095295999857,21.71666666666667,0.025601780006129,0,-0.019469929049128587,-0.06178721556654165,0.0002081553281255934,0.002968760917632011,-0.0005083626244805975,-0.029410104623429967,25941906.0,283260.0,2098979.0,0.1277,0.1008,170.5,30.59,-0.1315589288959902,-0.039541196873799866,0.00277037194992038,0.003939136190482397,-0.004133793609489997,-0.06943210995809457,211577.0832,0.00013172864440702133,-8.934634738247036,8.934634738247036
ABC-BRASIL - PRUDENCIAL,2020-12-01,28854946.0,275892.0,1805855.0,0.1319,0.0909,171.47,3.131382328999988,20.72,0.0345147437723706,0,0.3481384405345198,0.33658396363549636,0.004334829689365997,0.003759485881296013,0.008912963766241597,0.3676083695836484,27084242.0,352435.0,2098979.0,0.1253,0.1015,171.91,29.096666666666664,-0.053676570639590304,-0.10132776249278619,0.0035651092542586076,0.003975101746067117,-0.0014647165075970005,0.07788235825639989,213046.3685,8.231372528987975e-05,-9.404890375728352,9.404890375728352
ABC-BRASIL - PRUDENCIAL,2021-03-01,30293081.0,197679.0,1983809.0,0.1255,0.0843999999999999,173.12,2.052492994999988,22.403333333333336,0.0325213797235161,0,-0.057753986586167594,0.25792679161322307,0.004502730630313709,0.0035951519739992085,-0.0019933640488545012,-0.4058924271206874,29620951.0,796605.0,2195289.0,0.1075,0.0825999999999999,168.09,28.24,0.0011639148835558277,-0.2283342015849661,0.0026401356731645146,0.0034623740311902833,3.0055892537801665e-05,0.05484048552314613,181330.87139999977,5.33563420959481e-05,-9.838464352466332,9.838464352466332
ABC-BRASIL - PRUDENCIAL,2021-06-01,30550477.0,163088.0,1983809.0,0.1264,0.0833,172.06,1.6786286369000036,21.46333333333333,0.03284628027131,0,0.009990367892016794,0.2579893084461151,0.0039440609200311165,0.003782906111779977,0.0003249005477939035,0.06774435447818439,30171365.0,163787.0,2195289.0,0.1182,0.0814,153.27,24.44333333333333,0.00994017557430138,-0.16903872754587657,0.0006916105958848635,0.002800261453790405,0.00025698492672669715,0.008776260690745552,178696.5246,7.14511998385227e-05,-9.546424407375296,9.546424407375296
ABC-BRASIL - PRUDENCIAL,2021-09-01,32439839.0,531430.0,2253756.0,0.1186,0.0797,172.27,3.0196768831999954,21.08666666666667,0.0320681693821317,0,-0.02368946750594314,0.2525757730304168,0.001066904145489891,0.0038825821990129327,-0.000778110889178299,-0.033679835397959934,30359438.0,387407.0,1805855.0,0.1211999999999999,0.0902999999999999,165.34,21.71666666666667,-0.019469929049128587,-0.06178721556654165,0.0002081553281255934,0.002968760917632011,-0.0005083626244805975,-0.029410104623429967,163068.7064999998,2.8039335510669117e-05,-10.481874154357731,10.481874154357731
ABC-BRASIL - PRUDENCIAL,2021-12-01,32929842.0,261620.0,2253756.0,0.1231,0.0864,174.3,2.958021687500012,22.62,0.0275292581781562,0,-0.14153945458778117,-0.2023913502091924,0.002495164204944882,0.003699488966310133,-0.004538911203975503,-0.11784998708183803,28854946.0,275892.0,1805855.0,0.1319,0.0909,171.47,20.72,0.3481384405345198,0.33658396363549636,0.004334829689365997,0.003759485881296013,0.008912963766241597,0.3676083695836484,164152.21949999998,3.0166335278431102e-05,-10.408753814541932,10.408753814541932
