Instituicao,Data,RWA_Credito,RWA_Mercado,RWA_Operacional,Capital_Principal,Alavancagem,PIB,IPCA,Spread,NPL,Estresse_Alto_P90,RWA_Credito_lag4,RWA_Mercado_lag4,RWA_Operacional_lag4,Capital_Principal_lag4,Alavancagem_lag4,PIB_lag4,IPCA_lag4,Spread_lag4,Prob_Estresse_P90,Log_Odds_Estresse_P90,Score_Robustez_P90,Alerta_Estresse
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL,2024-12-01,7275258.0,303370.0,888402.0,0.2482,0.1373,191.11,1.47713535680003,27.96,0.0081612187916055,0,6344399.0,247629.0,704633.0,0.2716,0.1642,185.03,1.083587763199989,30.41333333333333,0.0217217936620158,-3.8074780214627135,3.8074780214627135,0
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL,2025-03-01,5996668.0,176942.0,1130290.0,0.2764999999999999,0.1678,193.61,2.040339737600028,29.313333333333333,0.0896546583499927,0,6210133.0,242163.0,797755.0,0.3001,0.1682999999999999,186.65,1.415491577599992,29.896666666666665,0.0219495708430343,-3.796813644603029,3.796813644603029,0
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL,2025-06-01,5386154.0,185802.0,1130290.0,0.3096,0.1809,194.33,0.9327766831999762,31.666666666666668,0.1124522374891117,0,6711756.0,191254.0,797755.0,0.2869,0.1513,189.49,1.053515670799987,29.07333333333333,0.0177387009690341,-4.014108613584224,4.014108613584224,0
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL,2025-09-01,5194578.0,168682.0,1114351.0,0.3016,0.1828,,0.6304326271999727,31.94666666666667,0.17482166599585,1,6456007.0,216993.0,888402.0,0.2954,0.1589,190.99,0.8015076655999875,28.473333333333333,0.0186591806283447,-3.962581535826609,3.962581535826609,0
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL,2022-09-01,6962040.0,0.0,287796.0,0.1389,0.098,179.54,-1.3245430992000151,27.44,0.0139398180769821,0,5732452.0,0.0,330443.0,0.2026,0.1426,172.27,3.0196768831999954,21.08666666666667,0.0311085864603752,-3.438668672331832,3.438668672331832,0
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL,2022-12-01,7431527.0,0.0,287796.0,0.1335,0.0959,180.33,1.6286339977999995,29.036666666666665,0.0158759490359518,0,6087746.0,0.0,330443.0,0.1925,0.1368,174.3,2.958021687500012,22.62,0.0281339982467297,-3.5422391897645347,3.5422391897645347,0
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL,2023-03-01,7397839.0,0.0,346140.0,0.1272,0.0944,182.74,2.094210609200031,30.19,0.0153757348555157,0,6484582.0,0.0,117376.0,0.1901,0.135,175.72,3.2006523548000043,24.72,0.023394918639903,-3.7315635081875382,3.7315635081875382,0
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL,2023-06-01,7593703.0,0.0,346140.0,0.1107,0.079,184.28,0.760729877599986,32.02333333333333,0.0163777352372427,0,6807725.0,0.0,117376.0,0.158,0.113,177.81,2.215266379399994,25.546666666666667,0.0207051229668502,-3.856451643588473,3.856451643588473,0
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL,2023-09-01,8370252.0,0.0,615171.0,0.1283,0.0858,184.44,0.6111867176000096,31.51333333333333,0.0164425267537123,0,6962040.0,0.0,287796.0,0.1389,0.098,179.54,-1.3245430992000151,27.44,0.0190691828966078,-3.940428363237906,3.940428363237906,0
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL,2023-12-01,8795115.0,0.0,615171.0,0.1298,0.0895,185.03,1.083587763199989,30.41333333333333,0.0177553324262474,0,7431527.0,0.0,287796.0,0.1335,0.0959,180.33,1.6286339977999995,29.036666666666665,0.0191755735692516,-3.934756210419992,3.934756210419992,0
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL,2024-03-01,8792217.0,0.0,609047.0,0.1379,0.0935999999999999,186.65,1.415491577599992,29.896666666666665,0.0195234825615208,0,7397839.0,0.0,346140.0,0.1272,0.0944,182.74,2.094210609200031,30.19,0.0203482553894948,-3.874201968000483,3.874201968000483,0
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL,2024-06-01,8517025.0,0.0,609047.0,0.1475,0.0960999999999999,189.49,1.053515670799987,29.07333333333333,0.0191427843256656,0,7593703.0,0.0,346140.0,0.1107,0.079,184.28,0.760729877599986,32.02333333333333,0.0187167417411258,-3.959442758780846,3.959442758780846,0
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL,2024-09-01,8584146.0,0.0,497968.0,0.1556,0.0972,190.99,0.8015076655999875,28.473333333333333,0.0183007441142547,0,8370252.0,0.0,615171.0,0.1283,0.0858,184.44,0.6111867176000096,31.51333333333333,0.0154521973594792,-4.154431235103421,4.154431235103421,0
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL,2024-12-01,8779263.0,0.0,497968.0,0.155,0.1018,191.11,1.47713535680003,27.96,0.0163764460065502,0,8795115.0,0.0,615171.0,0.1298,0.0895,185.03,1.083587763199989,30.41333333333333,0.0131440738199664,-4.31855306046374,4.31855306046374,0
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL,2025-03-01,8704593.0,0.0,707225.0,0.1571,0.1061,193.61,2.040339737600028,29.313333333333333,0.0118364286723575,0,8792217.0,0.0,609047.0,0.1379,0.0935999999999999,186.65,1.415491577599992,29.896666666666665,0.0126215013487693,-4.359651634099289,4.359651634099289,0
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL,2025-06-01,8662243.0,0.0,707225.0,0.1417,0.0925,194.33,0.9327766831999762,31.666666666666668,0.0110206252402557,0,8517025.0,0.0,609047.0,0.1475,0.0960999999999999,189.49,1.053515670799987,29.07333333333333,0.0125134126983965,-4.368361829394983,4.368361829394983,0
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL,2025-09-01,8880791.0,0.0,694797.0,0.1467,0.0993999999999999,,0.6304326271999727,31.94666666666667,0.0102436998817919,0,8584146.0,0.0,497968.0,0.1556,0.0972,190.99,0.8015076655999875,28.473333333333333,0.0108656735350517,-4.511221539943285,4.511221539943285,0
BCO TRIANGULO S.A. - PRUDENCIAL,2017-03-01,1670462.0,0.0,835518.0,0.1685,0.1857,164.34,0.9630321349999972,41.17333333333333,0.0877692680350941,0,1655974.0,0.0,732698.0,0.166,0.1616,163.26,2.6208101489999747,35.07,0.2244458578241059,-1.2399432858628534,1.2399432858628534,1
BCO TRIANGULO S.A. - PRUDENCIAL,2017-06-01,1591058.0,0.0,835518.0,0.1783,0.1967,165.65,0.2193980018000196,36.63666666666666,0.0902812203188775,0,1697124.0,0.0,732698.0,0.1657,0.1784,163.72,1.7496396530000125,38.303333333333335,0.2326540467740559,-1.193385174639959,1.193385174639959,1
BCO TRIANGULO S.A. - PRUDENCIAL,2017-09-01,1629740.0,0.0,872927.0,0.1755,0.1923,166.12,0.5911447296000016,36.16333333333333,0.0929477432481562,0,1711431.0,0.0,763705.0,0.1664999999999999,0.17,162.92,1.043057830399996,39.71333333333333,0.2360293070923615,-1.174573448582771,1.174573448582771,1
BCO TRIANGULO S.A. - PRUDENCIAL,2017-12-01,1836760.0,0.0,872927.0,0.1636,0.1835999999999999,167.13,1.144261174399985,33.526666666666664,0.0834103442003766,0,1762283.0,0.0,763705.0,0.1661,0.1841,162.73,0.7417894039999817,40.38,0.2373541642095928,-1.1672403609395157,1.1672403609395157,1
BCO TRIANGULO S.A. - PRUDENCIAL,2018-03-01,1825209.0,0.0,969846.0,0.153,0.1636,167.98,0.7014778351999817,33.15,0.0842201178767275,0,1670462.0,0.0,835518.0,0.1685,0.1857,164.34,0.9630321349999972,41.17333333333333,0.2493681210160166,-1.1019851549016908,1.1019851549016908,1
BCO TRIANGULO S.A. - PRUDENCIAL,2018-06-01,1782512.0,0.0,969846.0,0.1293,0.1353,167.89,1.8887030879999989,30.82333333333333,0.0926557650837807,0,1591058.0,0.0,835518.0,0.1783,0.1967,165.65,0.2193980018000196,36.63666666666666,0.2211034406402049,-1.259247601529163,1.259247601529163,1
BCO TRIANGULO S.A. - PRUDENCIAL,2018-09-01,1696672.0,0.0,987681.0,0.1367,0.1389,169.35,0.7208535743999933,28.546666666666667,0.0896042462328321,0,1629740.0,0.0,872927.0,0.1755,0.1923,166.12,0.5911447296000016,36.16333333333333,0.2211780105082426,-1.2588146536147722,1.2588146536147722,1
BCO TRIANGULO S.A. - PRUDENCIAL,2018-12-01,2145947.0,0.0,987681.0,0.1202,0.1027,169.09,0.3894135824999978,28.71666666666667,0.0876132023027138,0,1836760.0,0.0,872927.0,0.1636,0.1835999999999999,167.13,1.144261174399985,33.526666666666664,0.2012174926035553,-1.3787023270087633,1.3787023270087633,1
BCO TRIANGULO S.A. - PRUDENCIAL,2019-03-01,2137137.0,0.0,441948.0,0.1455,0.1039,169.51,1.507011320000018,30.386666666666667,0.0853653970364211,0,1825209.0,0.0,969846.0,0.153,0.1636,167.98,0.7014778351999817,33.15,0.2019560946554848,-1.374113294704421,1.374113294704421,1
BCO TRIANGULO S.A. - PRUDENCIAL,2019-06-01,2226719.0,0.0,441948.0,0.1365,0.0975999999999999,170.58,0.710811074100004,30.69666666666667,0.0924921876978459,0,1782512.0,0.0,969846.0,0.1293,0.1353,167.89,1.8887030879999989,30.82333333333333,0.2057331562033076,-1.3508395093715675,1.3508395093715675,1
BCO TRIANGULO S.A. - PRUDENCIAL,2019-09-01,2276134.0,0.0,491672.0,0.1285,0.0935,170.5,0.2600889164000142,30.59,0.1079796580426303,0,1696672.0,0.0,987681.0,0.1367,0.1389,169.35,0.7208535743999933,28.546666666666667,0.1882604792665262,-1.461352969662457,1.461352969662457,1
BCO TRIANGULO S.A. - PRUDENCIAL,2019-12-01,2395975.0,0.0,491672.0,0.1209,0.0931,171.91,1.767530865000011,29.096666666666664,0.1029449677746649,0,2145947.0,0.0,987681.0,0.1202,0.1027,169.09,0.3894135824999978,28.71666666666667,0.1641240992777181,-1.6278573134915038,1.6278573134915038,0
BCO TRIANGULO S.A. - PRUDENCIAL,2020-03-01,2425407.0,0.0,546317.0,0.1181,0.0924,168.09,0.5308473674999981,28.24,0.0955834475352651,0,2137137.0,0.0,441948.0,0.1455,0.1039,169.51,1.507011320000018,30.386666666666667,0.1367136134320506,-1.8428581612093904,1.8428581612093904,0
BCO TRIANGULO S.A. - PRUDENCIAL,2020-06-01,2384231.0,0.0,546317.0,0.1159,0.0788,153.27,-0.4306129372000034,24.44333333333333,0.099055596154191,0,2226719.0,0.0,441948.0,0.1365,0.0975999999999999,170.58,0.710811074100004,30.69666666666667,0.129379067934664,-1.9064600657091133,1.9064600657091133,0
BCO TRIANGULO S.A. - PRUDENCIAL,2020-09-01,2678859.0,0.0,587552.0,0.1122,0.0755,165.34,1.2447095295999857,21.71666666666667,0.0860427695042208,0,2276134.0,0.0,491672.0,0.1285,0.0935,170.5,0.2600889164000142,30.59,0.1290439120674744,-1.909438809943365,1.909438809943365,0
BCO TRIANGULO S.A. - PRUDENCIAL,2020-12-01,2796068.0,0.0,587552.0,0.1106,0.0817,171.47,3.131382328999988,20.72,0.0674361719501516,0,2395975.0,0.0,491672.0,0.1209,0.0931,171.91,1.767530865000011,29.096666666666664,0.1263742599729617,-1.9334042474666957,1.9334042474666957,0
BCO TRIANGULO S.A. - PRUDENCIAL,2021-03-01,2898189.0,0.0,625582.0,0.1106,0.0837,173.12,2.052492994999988,22.403333333333336,0.0610785316417728,0,2425407.0,0.0,546317.0,0.1181,0.0924,168.09,0.5308473674999981,28.24,0.1272723458748351,-1.9252942956876973,1.9252942956876973,0
BCO TRIANGULO S.A. - PRUDENCIAL,2021-06-01,3125799.0,0.0,625582.0,0.1094,0.0843,172.06,1.6786286369000036,21.46333333333333,0.0698157601074659,0,2384231.0,0.0,546317.0,0.1159,0.0788,153.27,-0.4306129372000034,24.44333333333333,0.1401011195382375,-1.814450357287382,1.814450357287382,0
BCO TRIANGULO S.A. - PRUDENCIAL,2021-09-01,3257340.0,0.0,705915.0,0.1284,0.0967,172.27,3.0196768831999954,21.08666666666667,0.064572000247196,0,2678859.0,0.0,587552.0,0.1122,0.0755,165.34,1.2447095295999857,21.71666666666667,0.1093319119773701,-2.097583522508669,2.097583522508669,0
BCO TRIANGULO S.A. - PRUDENCIAL,2021-12-01,3089885.0,0.0,705915.0,0.1344999999999999,0.0960999999999999,174.3,2.958021687500012,22.62,0.0852104158098513,0,2796068.0,0.0,587552.0,0.1106,0.0817,171.47,3.131382328999988,20.72,0.1019307524082895,-2.175953493800814,2.175953493800814,0
BCO TRIANGULO S.A. - PRUDENCIAL,2022-03-01,2948227.0,0.0,751607.0,0.1292,0.0892,175.72,3.2006523548000043,24.72,0.0819114357453693,0,2898189.0,0.0,625582.0,0.1106,0.0837,173.12,2.052492994999988,22.403333333333336,0.09787375523878,-2.221076034949248,2.221076034949248,0
BCO TRIANGULO S.A. - PRUDENCIAL,2022-06-01,2744289.0,0.0,751607.0,0.1323,0.0919,177.81,2.215266379399994,25.546666666666667,0.0970074607942718,0,3125799.0,0.0,625582.0,0.1094,0.0843,172.06,1.6786286369000036,21.46333333333333,0.089498280942291,-2.3197763695650893,2.3197763695650893,0
BCO TRIANGULO S.A. - PRUDENCIAL,2022-09-01,2513658.0,0.0,737224.0,0.1275,0.0846,179.54,-1.3245430992000151,27.44,0.1194945452845306,0,3257340.0,0.0,705915.0,0.1284,0.0967,172.27,3.0196768831999954,21.08666666666667,0.0903846719412109,-2.3089470989830745,2.3089470989830745,0
BCO TRIANGULO S.A. - PRUDENCIAL,2022-12-01,2309153.0,0.0,737224.0,0.1238,0.08,180.33,1.6286339977999995,29.036666666666665,0.1425094997597373,0,3089885.0,0.0,705915.0,0.1344999999999999,0.0960999999999999,174.3,2.958021687500012,22.62,0.0944235443202386,-2.260781256408612,2.260781256408612,0
BCO TRIANGULO S.A. - PRUDENCIAL,2023-03-01,2220316.0,0.0,688242.0,0.1163,0.0748,182.74,2.094210609200031,30.19,0.1499308614195018,0,2948227.0,0.0,751607.0,0.1292,0.0892,175.72,3.2006523548000043,24.72,0.1048298921653233,-2.1446748031447465,2.1446748031447465,0
BCO TRIANGULO S.A. - PRUDENCIAL,2023-06-01,1963943.0,0.0,688242.0,0.123,0.0709,184.28,0.760729877599986,32.02333333333333,0.1479902039881393,0,2744289.0,0.0,751607.0,0.1323,0.0919,177.81,2.215266379399994,25.546666666666667,0.1058193759167234,-2.1341741553738163,2.1341741553738163,0
BCO TRIANGULO S.A. - PRUDENCIAL,2023-09-01,1992343.0,0.0,660063.0,0.1085999999999999,0.0616,184.44,0.6111867176000096,31.51333333333333,0.1475420533105971,0,2513658.0,0.0,737224.0,0.1275,0.0846,179.54,-1.3245430992000151,27.44,0.10042140106824,-2.19255108778263,2.19255108778263,0
BCO TRIANGULO S.A. - PRUDENCIAL,2023-12-01,2053918.0,0.0,660063.0,0.1027,0.06,185.03,1.083587763199989,30.41333333333333,0.1347490731348379,0,2309153.0,0.0,737224.0,0.1238,0.08,180.33,1.6286339977999995,29.036666666666665,0.1233245290151036,-1.96131755145788,1.96131755145788,0
BCO TRIANGULO S.A. - PRUDENCIAL,2024-03-01,2035450.0,0.0,612524.0,0.1077999999999999,0.0616,186.65,1.415491577599992,29.896666666666665,0.1397280864293949,0,2220316.0,0.0,688242.0,0.1163,0.0748,182.74,2.094210609200031,30.19,0.126403535166914,-1.9331391090171668,1.9331391090171668,0
BCO TRIANGULO S.A. - PRUDENCIAL,2024-06-01,1957703.0,0.0,612524.0,0.1133,0.061,189.49,1.053515670799987,29.07333333333333,0.1355688600122754,0,1963943.0,0.0,688242.0,0.123,0.0709,184.28,0.760729877599986,32.02333333333333,0.13027958682037,-1.898488987024712,1.898488987024712,0
BCO TRIANGULO S.A. - PRUDENCIAL,2024-09-01,1971349.0,0.0,560830.0,0.1177,0.0641,190.99,0.8015076655999875,28.473333333333333,0.1239206353886889,0,1992343.0,0.0,660063.0,0.1085999999999999,0.0616,184.44,0.6111867176000096,31.51333333333333,0.1273610948901991,-1.9244955262110064,1.9244955262110064,0
BCO TRIANGULO S.A. - PRUDENCIAL,2024-12-01,2007757.0,0.0,560830.0,0.1106,0.0583,191.11,1.47713535680003,27.96,0.1237731494884051,0,2053918.0,0.0,660063.0,0.1027,0.06,185.03,1.083587763199989,30.41333333333333,0.1241150980026138,-1.9540253472208409,1.9540253472208409,0
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL,2017-03-01,14082859.0,58410.0,1031108.0,0.1512,0.1299,164.34,0.9630321349999972,41.17333333333333,0.0326415286115889,0,13212345.0,18478.0,914998.0,0.1693,0.1146,163.26,2.6208101489999747,35.07,0.0054570903545649,-5.205367498797765,5.205367498797765,0
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL,2017-06-01,14596942.0,59468.0,1031108.0,0.1465,0.1267,165.65,0.2193980018000196,36.63666666666666,0.0340775408783439,0,14121619.0,18220.0,914998.0,0.1484,0.1042,163.72,1.7496396530000125,38.303333333333335,0.0042993763938601,-5.444976646294776,5.444976646294776,0
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL,2017-09-01,14296714.0,62217.0,1103815.0,0.1510999999999999,0.131,166.12,0.5911447296000016,36.16333333333333,0.0473542283042791,0,13973707.0,15715.0,1012895.0,0.1485,0.1284,162.92,1.043057830399996,39.71333333333333,0.0049704999785035,-5.299251950737155,5.299251950737155,0
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL,2017-12-01,14376367.0,15801.0,1103815.0,0.15,0.1283,167.13,1.144261174399985,33.526666666666664,0.0430599509937797,0,14187803.0,30049.0,1012895.0,0.148,0.1264,162.73,0.7417894039999817,40.38,0.0046074828215195,-5.375455466913596,5.375455466913596,0
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL,2018-03-01,14438907.0,12445.0,1211705.0,0.1601,0.1406,167.98,0.7014778351999817,33.15,0.0383860846183824,0,14082859.0,58410.0,1031108.0,0.1512,0.1299,164.34,0.9630321349999972,41.17333333333333,0.0047333591177883,-5.348375558800429,5.348375558800429,0
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL,2018-06-01,14120638.0,9224.0,1211705.0,0.1675,0.1444,167.89,1.8887030879999989,30.82333333333333,0.0416856533046378,0,14596942.0,59468.0,1031108.0,0.1465,0.1267,165.65,0.2193980018000196,36.63666666666666,0.0033474463948663,-5.696204432482112,5.696204432482112,0
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL,2018-09-01,13790472.0,7383.0,1217850.0,0.1757,0.1503,169.35,0.7208535743999933,28.546666666666667,0.0330518939545339,0,14296714.0,62217.0,1103815.0,0.1510999999999999,0.131,166.12,0.5911447296000016,36.16333333333333,0.0037950476236921,-5.570256052162979,5.570256052162979,0
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL,2018-12-01,14035102.0,3952.0,1217850.0,0.175,0.1464,169.09,0.3894135824999978,28.71666666666667,0.0301380690938994,0,14376367.0,15801.0,1103815.0,0.15,0.1283,167.13,1.144261174399985,33.526666666666664,0.0035679866717305,-5.632179432755629,5.632179432755629,0
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL,2019-03-01,13954551.0,6988.0,1300525.0,0.1785999999999999,0.1775,169.51,1.507011320000018,30.386666666666667,0.0204570783802774,0,14438907.0,12445.0,1211705.0,0.1601,0.1406,167.98,0.7014778351999817,33.15,0.0034956967292427,-5.6527207520268,5.6527207520268,0
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL,2019-06-01,14337834.0,2528.0,1300525.0,0.1771,0.1838,170.58,0.710811074100004,30.69666666666667,0.0187215253988515,0,14120638.0,9224.0,1211705.0,0.1675,0.1444,167.89,1.8887030879999989,30.82333333333333,0.0038282675080598,-5.561507311915274,5.561507311915274,0
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL,2019-09-01,14292146.0,9014.0,1255538.0,0.1819,0.1911,170.5,0.2600889164000142,30.59,0.0187342748509442,0,13790472.0,7383.0,1217850.0,0.1757,0.1503,169.35,0.7208535743999933,28.546666666666667,0.0037166140715389,-5.591218683257804,5.591218683257804,0
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL,2019-12-01,14489617.0,12327.0,1255538.0,0.1822,0.1912,171.91,1.767530865000011,29.096666666666664,0.019440689795459,0,14035102.0,3952.0,1217850.0,0.175,0.1464,169.09,0.3894135824999978,28.71666666666667,0.0033964074060775,-5.681634863083931,5.681634863083931,0
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL,2020-03-01,14441637.0,22288.0,1263147.0,0.1858,0.1649,168.09,0.5308473674999981,28.24,0.0211260072825839,0,13954551.0,6988.0,1300525.0,0.1785999999999999,0.1775,169.51,1.507011320000018,30.386666666666667,0.0040563791304242,-5.503399914639277,5.503399914639277,0
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL,2020-06-01,14707894.0,0.0,1263147.0,0.185,0.1664,153.27,-0.4306129372000034,24.44333333333333,0.0243485508771567,0,14337834.0,2528.0,1300525.0,0.1771,0.1838,170.58,0.710811074100004,30.69666666666667,0.0034474168137567,-5.666676705280275,5.666676705280275,0
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL,2020-09-01,15085698.0,0.0,1209732.0,0.1842,0.1705999999999999,165.34,1.2447095295999857,21.71666666666667,0.0259619625537826,0,14292146.0,9014.0,1255538.0,0.1819,0.1911,170.5,0.2600889164000142,30.59,0.0033382944490273,-5.698951367534729,5.698951367534729,0
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL,2020-12-01,15346927.0,0.0,1209732.0,0.1862,0.1694,171.47,3.131382328999988,20.72,0.0220546329889803,0,14489617.0,12327.0,1255538.0,0.1822,0.1912,171.91,1.767530865000011,29.096666666666664,0.0031167680173483,-5.767837070788603,5.767837070788603,0
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL,2021-03-01,14980667.0,0.0,1197025.0,0.1956,0.1776,173.12,2.052492994999988,22.403333333333336,0.0209050119703634,0,14441637.0,22288.0,1263147.0,0.1858,0.1649,168.09,0.5308473674999981,28.24,0.0030068723860108,-5.803843412839472,5.803843412839472,0
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL,2021-06-01,14211815.0,101901.0,1197025.0,0.2071,0.1835999999999999,172.06,1.6786286369000036,21.46333333333333,0.0219995508837837,0,14707894.0,0.0,1263147.0,0.185,0.1664,153.27,-0.4306129372000034,24.44333333333333,0.0031094767721703,-5.770186486264834,5.770186486264834,0
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL,2021-09-01,14313514.0,109725.0,1173002.0,0.2096,0.1822,172.27,3.0196768831999954,21.08666666666667,0.0214446339091854,0,15085698.0,0.0,1209732.0,0.1842,0.1705999999999999,165.34,1.2447095295999857,21.71666666666667,0.0021863217848625,-6.123345982295265,6.123345982295265,0
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL,2021-12-01,15938002.0,102727.0,1173002.0,0.1963,0.1795,174.3,2.958021687500012,22.62,0.0204079244667392,0,15346927.0,0.0,1209732.0,0.1862,0.1694,171.47,3.131382328999988,20.72,0.0018938171859433,-6.267265198985219,6.267265198985219,0
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL,2022-03-01,15949344.0,80852.0,1194260.0,0.2011,0.186,175.72,3.2006523548000043,24.72,0.0199560898447143,0,14980667.0,0.0,1197025.0,0.1956,0.1776,173.12,2.052492994999988,22.403333333333336,0.0020509394385186,-6.187404282715387,6.187404282715387,0
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL,2022-06-01,16446242.0,77680.0,1194260.0,0.2036,0.1818,177.81,2.215266379399994,25.546666666666667,0.0175230877415492,0,14211815.0,101901.0,1197025.0,0.2071,0.1835999999999999,172.06,1.6786286369000036,21.46333333333333,0.0024004864140269,-6.029680517551902,6.029680517551902,0
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL,2022-09-01,16864259.0,81228.0,1220712.0,0.2045,0.1826,179.54,-1.3245430992000151,27.44,0.0194872875339473,0,14313514.0,109725.0,1173002.0,0.2096,0.1822,172.27,3.0196768831999954,21.08666666666667,0.0023690395810083,-6.04289879595304,6.04289879595304,0
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL,2022-12-01,17654898.0,75840.0,1220712.0,0.2017,0.1784,180.33,1.6286339977999995,29.036666666666665,0.0174364358956699,0,15938002.0,102727.0,1173002.0,0.1963,0.1795,174.3,2.958021687500012,22.62,0.0014019009072746,-6.568523288025379,6.568523288025379,0
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL,2023-03-01,18085254.0,52184.0,1325463.0,0.2025,0.1828999999999999,182.74,2.094210609200031,30.19,0.0144797933743172,0,15949344.0,80852.0,1194260.0,0.2011,0.186,175.72,3.2006523548000043,24.72,0.0014888416117389,-6.508266952237698,6.508266952237698,0
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL,2023-06-01,18330245.0,45134.0,1325463.0,0.205,0.1846999999999999,184.28,0.760729877599986,32.02333333333333,0.0115532103041219,0,16446242.0,77680.0,1194260.0,0.2036,0.1818,177.81,2.215266379399994,25.546666666666667,0.0011771230735774,-6.743504074357236,6.743504074357236,0
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL,2023-09-01,22950466.0,57241.0,1465033.0,0.1661,0.1780999999999999,184.44,0.6111867176000096,31.51333333333333,0.0173642378921611,0,16864259.0,81228.0,1220712.0,0.2045,0.1826,179.54,-1.3245430992000151,27.44,0.0009007998250659,-7.011326289088507,7.011326289088507,0
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL,2023-12-01,17679403.0,12423.0,1465033.0,0.2123,0.1694999999999999,185.03,1.083587763199989,30.41333333333333,0.0188795560857443,0,17654898.0,75840.0,1220712.0,0.2017,0.1784,180.33,1.6286339977999995,29.036666666666665,0.0008076618300538,-7.120559126146694,7.120559126146694,0
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL,2024-03-01,17968809.0,25485.0,1614729.0,0.2110999999999999,0.1687999999999999,186.65,1.415491577599992,29.896666666666665,0.0220780455880752,0,18085254.0,52184.0,1325463.0,0.2025,0.1828999999999999,182.74,2.094210609200031,30.19,0.0007527249001991,-7.191057727057893,7.191057727057893,0
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL,2024-06-01,18697865.0,26690.0,1614729.0,0.2157,0.1691,189.49,1.053515670799987,29.07333333333333,0.0197070373930197,0,18330245.0,45134.0,1325463.0,0.205,0.1846999999999999,184.28,0.760729877599986,32.02333333333333,0.0006689746691514,-7.309095163870061,7.309095163870061,0
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL,2024-09-01,19189647.0,14913.0,1865520.0,0.2137,0.1682999999999999,190.99,0.8015076655999875,28.473333333333333,0.0208150448222038,0,22950466.0,57241.0,1465033.0,0.1661,0.1780999999999999,184.44,0.6111867176000096,31.51333333333333,0.0001520575750014,-8.791099256896988,8.791099256896988,0
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL,2024-12-01,20219904.0,3350055.0,1865520.0,0.1751,0.1583999999999999,191.11,1.47713535680003,27.96,0.0250823161681976,0,17679403.0,12423.0,1465033.0,0.2123,0.1694999999999999,185.03,1.083587763199989,30.41333333333333,0.000846293346174,-7.073797862019051,7.073797862019051,0
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL,2025-03-01,20633931.0,3017468.0,1402578.0,0.1798999999999999,0.1568,193.61,2.040339737600028,29.313333333333333,0.0290148830320018,0,17968809.0,25485.0,1614729.0,0.2110999999999999,0.1687999999999999,186.65,1.415491577599992,29.896666666666665,0.0007939398302198,-7.137708625100818,7.137708625100818,0
