Instituicao,Data,RWA_Credito,RWA_Mercado,RWA_Operacional,Capital_Principal,Alavancagem,PIB,IPCA,Spread,NPL,Desemprego,Selic,NPL_Volatility_8Q,RWA_Credito_lag1,RWA_Mercado_lag1,RWA_Operacional_lag1,Capital_Principal_lag1,Alavancagem_lag1,PIB_lag1,Spread_lag1,Desemprego_lag1,Selic_lag1,NPL_Volatility_8Q_lag1,Estresse_Alto_P90,RWA_Operacional_lag1_x_Alavancagem_lag1,Prob_Estresse,Score_Robustez
ABC-BRASIL - PRUDENCIAL,2017-03-01,19061607.0,232584.0,1094143.0,0.1433,0.0822,164.34,0.9630321349999972,41.17333333333333,0.0402954791988372,13.7,12.25,0.004795524718509786,18639509.0,20804.0,944699.0,0.1429,0.0827,162.73,40.38,12.0,13.75,0.005487492724225767,0,78126.60729999999,0.009021136761236946,4.699122852605222
ABC-BRASIL - PRUDENCIAL,2017-06-01,19236390.0,237293.0,1094143.0,0.1442999999999999,0.0834999999999999,165.65,0.2193980018000196,36.63666666666666,0.0402673295452507,13.0,10.25,0.004313590439379569,19061607.0,232584.0,1094143.0,0.1433,0.0822,164.34,41.17333333333333,13.7,12.25,0.004795524718509786,0,89938.55459999999,0.0026637155073577774,5.925366054129102
ABC-BRASIL - PRUDENCIAL,2017-09-01,19270424.0,283568.0,1273324.0,0.1467999999999999,0.0861,166.12,0.5911447296000016,36.16333333333333,0.0329056124348538,12.4,8.25,0.004626866845353872,19236390.0,237293.0,1094143.0,0.1442999999999999,0.0834999999999999,165.65,36.63666666666666,13.0,10.25,0.004313590439379569,0,91360.94049999988,0.0021644889108822646,6.133404179570375
ABC-BRASIL - PRUDENCIAL,2017-12-01,20665491.0,583935.0,1273324.0,0.1399,0.088,167.13,1.144261174399985,33.526666666666664,0.026577292133229,11.8,7.0,0.00598882305082219,19270424.0,283568.0,1273324.0,0.1467999999999999,0.0861,166.12,36.16333333333333,12.4,8.25,0.004626866845353872,0,109633.1964,0.0019456681184933473,6.24020229195489
ABC-BRASIL - PRUDENCIAL,2018-03-01,21911933.0,315525.0,1557492.0,0.1386,0.0914,167.98,0.7014778351999817,33.15,0.0222141839009887,13.1,6.5,0.007813029052491961,20665491.0,583935.0,1273324.0,0.1399,0.088,167.13,33.526666666666664,11.8,7.0,0.00598882305082219,0,112052.51199999999,0.0003759488062157783,7.8856815581329265
ABC-BRASIL - PRUDENCIAL,2018-06-01,23253971.0,186681.0,1557492.0,0.1308,0.0862,167.89,1.8887030879999989,30.82333333333333,0.0223962718550248,12.4,6.5,0.008869201215893649,21911933.0,315525.0,1557492.0,0.1386,0.0914,167.98,33.15,13.1,6.5,0.007813029052491961,0,142354.7688,0.0008057972317638486,7.122872298640768
ABC-BRASIL - PRUDENCIAL,2018-09-01,23016180.0,167142.0,1617034.0,0.1323,0.0878999999999999,169.35,0.7208535743999933,28.546666666666667,0.0284112324548673,11.9,6.5,0.008702957138518042,23253971.0,186681.0,1557492.0,0.1308,0.0862,167.89,30.82333333333333,12.4,6.5,0.008869201215893649,0,134255.8104,0.0010848794967558406,6.825200892751121
ABC-BRASIL - PRUDENCIAL,2018-12-01,23316278.0,185387.0,1617034.0,0.1343,0.0883,169.09,0.3894135824999978,28.71666666666667,0.0287347274496591,11.6,6.5,0.007108618642710517,23016180.0,167142.0,1617034.0,0.1323,0.0878999999999999,169.35,28.546666666666667,11.9,6.5,0.008702957138518042,0,142137.28859999983,0.0011480900194981122,6.768506820482432
ABC-BRASIL - PRUDENCIAL,2019-03-01,23265454.0,466120.0,1938594.0,0.1331,0.0896,169.51,1.507011320000018,30.386666666666667,0.0335030498396898,12.7,6.5,0.006062705085297303,23316278.0,185387.0,1617034.0,0.1343,0.0883,169.09,28.71666666666667,11.6,6.5,0.007108618642710517,0,142784.1022,0.0010426233012730802,6.864972169571795
ABC-BRASIL - PRUDENCIAL,2019-06-01,24302115.0,317540.0,1938594.0,0.1336,0.1003999999999999,170.58,0.710811074100004,30.69666666666667,0.0314216119284321,12.0,6.5,0.004360228337948907,23265454.0,466120.0,1938594.0,0.1331,0.0896,169.51,30.386666666666667,12.7,6.5,0.006062705085297303,0,173698.0224,0.0003238882737009524,8.034787995260464
ABC-BRASIL - PRUDENCIAL,2019-09-01,25941906.0,283260.0,2098979.0,0.1277,0.1008,170.5,0.2600889164000142,30.59,0.0272878183189421,11.8,5.5,0.003939136190482397,24302115.0,317540.0,1938594.0,0.1336,0.1003999999999999,170.58,30.69666666666667,12.0,6.5,0.004360228337948907,0,194634.83759999982,0.0004930205010547367,7.614466658521087
ABC-BRASIL - PRUDENCIAL,2019-12-01,27084242.0,352435.0,2098979.0,0.1253,0.1015,171.91,1.767530865000011,29.096666666666664,0.0258231018113451,11.0,4.5,0.003975101746067117,25941906.0,283260.0,2098979.0,0.1277,0.1008,170.5,30.59,11.8,5.5,0.003939136190482397,0,211577.0832,0.000439797158306723,7.72875704739787
ABC-BRASIL - PRUDENCIAL,2020-03-01,29620951.0,796605.0,2195289.0,0.1075,0.0825999999999999,168.09,0.5308473674999981,28.24,0.0258531577038829,12.2,3.75,0.0034623740311902833,27084242.0,352435.0,2098979.0,0.1253,0.1015,171.91,29.096666666666664,11.0,4.5,0.003975101746067117,0,213046.3685,0.00024826749454850267,8.30075548780952
ABC-BRASIL - PRUDENCIAL,2020-06-01,30171365.0,163787.0,2195289.0,0.1182,0.0814,153.27,-0.4306129372000034,24.44333333333333,0.0261101426306096,13.3,2.25,0.002800261453790405,29620951.0,796605.0,2195289.0,0.1075,0.0825999999999999,168.09,28.24,12.2,3.75,0.0034623740311902833,0,181330.87139999977,2.402241878870817e-05,10.636499024827854
ABC-BRASIL - PRUDENCIAL,2020-09-01,30359438.0,387407.0,1805855.0,0.1211999999999999,0.0902999999999999,165.34,1.2447095295999857,21.71666666666667,0.025601780006129,14.6,2.0,0.002968760917632011,30171365.0,163787.0,2195289.0,0.1182,0.0814,153.27,24.44333333333333,13.3,2.25,0.002800261453790405,0,178696.5246,0.0005538689546448186,7.498028420863688
ABC-BRASIL - PRUDENCIAL,2020-12-01,28854946.0,275892.0,1805855.0,0.1319,0.0909,171.47,3.131382328999988,20.72,0.0345147437723706,13.9,2.0,0.003759485881296013,30359438.0,387407.0,1805855.0,0.1211999999999999,0.0902999999999999,165.34,21.71666666666667,14.6,2.0,0.002968760917632011,0,163068.7064999998,6.622352234474246e-05,9.62240861009003
ABC-BRASIL - PRUDENCIAL,2021-03-01,30293081.0,197679.0,1983809.0,0.1255,0.0843999999999999,173.12,2.052492994999988,22.403333333333336,0.0325213797235161,14.7,2.75,0.0035951519739992085,28854946.0,275892.0,1805855.0,0.1319,0.0909,171.47,20.72,13.9,2.0,0.003759485881296013,0,164152.21949999998,0.00010920887955469788,9.122138968612594
ABC-BRASIL - PRUDENCIAL,2021-06-01,30550477.0,163088.0,1983809.0,0.1264,0.0833,172.06,1.6786286369000036,21.46333333333333,0.03284628027131,14.1,4.25,0.003782906111779977,30293081.0,197679.0,1983809.0,0.1255,0.0843999999999999,173.12,22.403333333333336,14.7,2.75,0.0035951519739992085,0,167433.47959999982,0.00010573233849057342,9.154494028066862
ABC-BRASIL - PRUDENCIAL,2021-09-01,32439839.0,531430.0,2253756.0,0.1186,0.0797,172.27,3.0196768831999954,21.08666666666667,0.0320681693821317,12.6,5.75,0.0038825821990129327,30550477.0,163088.0,1983809.0,0.1264,0.0833,172.06,21.46333333333333,14.1,4.25,0.003782906111779977,0,165251.2897,0.00012929152183727477,8.95331154425954
ABC-BRASIL - PRUDENCIAL,2021-12-01,32929842.0,261620.0,2253756.0,0.1231,0.0864,174.3,2.958021687500012,22.62,0.0275292581781562,11.1,9.25,0.003699488966310133,32439839.0,531430.0,2253756.0,0.1186,0.0797,172.27,21.08666666666667,12.6,5.75,0.0038825821990129327,0,179624.35319999998,2.3882817249232656e-05,10.642327418134961
ABC-BRASIL - PRUDENCIAL,2022-03-01,32222417.0,246005.0,2325952.0,0.1214,0.0923,175.72,3.2006523548000043,24.72,0.024127603370839,11.1,11.75,0.003990082130121886,32929842.0,261620.0,2253756.0,0.1231,0.0864,174.3,22.62,11.1,9.25,0.003699488966310133,0,194724.5184,7.655616241484626e-05,9.477409378280838
ABC-BRASIL - PRUDENCIAL,2022-06-01,35036807.0,242027.0,2325952.0,0.1183,0.0878999999999999,177.81,2.215266379399994,25.546666666666667,0.0179704827073759,9.3,13.25,0.005646960192860244,32222417.0,246005.0,2325952.0,0.1214,0.0923,175.72,24.72,11.1,11.75,0.003990082130121886,0,214685.36959999998,9.759011958104071e-05,9.234636708688729
ABC-BRASIL - PRUDENCIAL,2022-09-01,36150483.0,264371.0,2505389.0,0.119,0.0911,179.54,-1.3245430992000151,27.44,0.0174678180600925,8.7,13.75,0.0068304803275364085,35036807.0,242027.0,2325952.0,0.1183,0.0878999999999999,177.81,25.546666666666667,9.3,13.25,0.005646960192860244,0,204451.18079999977,6.303388538298645e-05,9.671775077175216
ABC-BRASIL - PRUDENCIAL,2022-12-01,37220790.0,308919.0,2505389.0,0.1192,0.0911,180.33,1.6286339977999995,29.036666666666665,0.0347867786999986,7.9,13.75,0.006871622724867608,36150483.0,264371.0,2505389.0,0.119,0.0911,179.54,27.44,8.7,13.75,0.0068304803275364085,0,228240.9379,5.075793804399164e-05,9.888391778487675
ABC-BRASIL - PRUDENCIAL,2023-03-01,38675229.0,305701.0,2708656.0,0.1158,0.0933,182.74,2.094210609200031,30.19,0.0362212577619481,8.8,13.75,0.007370795451648053,37220790.0,308919.0,2505389.0,0.1192,0.0911,180.33,29.036666666666665,7.9,13.75,0.006871622724867608,0,228240.9379,3.720495746347266e-05,10.199031334867488
ABC-BRASIL - PRUDENCIAL,2023-06-01,38110357.0,242894.0,2708656.0,0.1167,0.0888,184.28,0.760729877599986,32.02333333333333,0.0374514798174226,8.0,13.75,0.007969803867391392,38675229.0,305701.0,2708656.0,0.1158,0.0933,182.74,30.19,8.8,13.75,0.007370795451648053,0,252717.60479999997,2.4207789036733104e-05,10.628811907583703
ABC-BRASIL - PRUDENCIAL,2023-09-01,37696520.0,168011.0,3375428.0,0.1162,0.0909,184.44,0.6111867176000096,31.51333333333333,0.0404477898021852,7.7,12.75,0.008997262338453943,38110357.0,242894.0,2708656.0,0.1167,0.0888,184.28,32.02333333333333,8.0,13.75,0.007969803867391392,0,240528.6528,3.888086622922131e-05,10.154969417539954
ABC-BRASIL - PRUDENCIAL,2023-12-01,40051360.0,275820.0,3375428.0,0.1167,0.0909,185.03,1.083587763199989,30.41333333333333,0.0429738352220979,7.4,11.75,0.01010296362830157,37696520.0,168011.0,3375428.0,0.1162,0.0909,184.44,31.51333333333333,7.7,12.75,0.008997262338453943,0,306826.4052,7.860136750698074e-05,9.45104285601607
ABC-BRASIL - PRUDENCIAL,2024-03-01,40801635.0,256905.0,3364420.0,0.1172,0.0935999999999999,186.65,1.415491577599992,29.896666666666665,0.0468672348455819,7.9,10.75,0.010920465283338641,40051360.0,275820.0,3375428.0,0.1167,0.0909,185.03,30.41333333333333,7.4,11.75,0.01010296362830157,0,306826.4052,2.884906226407425e-05,10.453404220004938
ABC-BRASIL - PRUDENCIAL,2024-06-01,43324249.0,292162.0,3364420.0,0.1169999999999999,0.0876,189.49,1.053515670799987,29.07333333333333,0.0423469353827092,6.9,10.5,0.008943629436305583,40801635.0,256905.0,3364420.0,0.1172,0.0935999999999999,186.65,29.896666666666665,7.9,10.75,0.010920465283338641,0,314909.7119999997,2.226214751401251e-05,10.712600480350336
ABC-BRASIL - PRUDENCIAL,2024-09-01,43959412.0,294153.0,3468896.0,0.1164,0.0846,190.99,0.8015076655999875,28.473333333333333,0.0269329718961553,6.4,10.5,0.006123662884400319,43324249.0,292162.0,3364420.0,0.1169999999999999,0.0876,189.49,29.07333333333333,6.9,10.5,0.008943629436305583,0,294723.192,1.0213103898385677e-05,11.491828753213545
ABC-BRASIL - PRUDENCIAL,2024-12-01,45887484.0,532008.0,3468896.0,0.1125,0.0967,191.11,1.47713535680003,27.96,0.0254598254132802,6.2,11.25,0.0076339917758237365,43959412.0,294153.0,3468896.0,0.1164,0.0846,190.99,28.473333333333333,6.4,10.5,0.006123662884400319,0,293468.6016,8.659449075184006e-06,11.656850795211316
ABC-BRASIL - PRUDENCIAL,2025-03-01,45269056.0,337342.0,3402820.0,0.1164,0.1099,193.61,2.040339737600028,29.313333333333333,0.0215784734124491,6.6,13.25,0.009473641725799321,45887484.0,532008.0,3468896.0,0.1125,0.0967,191.11,27.96,6.2,11.25,0.0076339917758237365,0,335442.24319999997,2.112460763718783e-06,13.067654938912133
ABC-BRASIL - PRUDENCIAL,2025-06-01,45660308.0,226434.0,3402820.0,0.118,0.1089,194.33,0.9327766831999762,31.666666666666668,0.0192834855609396,5.6,14.25,0.010996250613639692,45269056.0,337342.0,3402820.0,0.1164,0.1099,193.61,29.313333333333333,6.6,13.25,0.009473641725799321,0,373969.918,4.724922059083235e-06,12.262654767753517
ABC-BRASIL - PRUDENCIAL,2025-09-01,46916320.0,269152.0,3331457.0,0.1188,0.1108,,0.6304326271999727,31.94666666666667,0.017812048194808,5.6,15.0,0.011761185613541836,45660308.0,226434.0,3402820.0,0.118,0.1089,194.33,31.666666666666668,5.6,14.25,0.010996250613639692,0,370567.098,8.308924949066755e-06,11.698172016949606
AF DO ESTADO DE SC S.A. - PRUDENCIAL,2020-06-01,679892.0,0.0,216573.0,0.3467,0.0,153.27,-0.4306129372000034,24.44333333333333,0.0807340334544402,13.3,2.25,0.004630034063587605,630480.0,0.0,216573.0,0.3675,0.0,168.09,28.24,12.2,3.75,0.005048108155063163,0,0.0,0.15761597106960562,1.6760744901858
AF DO ESTADO DE SC S.A. - PRUDENCIAL,2020-09-01,709756.0,0.0,202975.0,0.352,0.0,165.34,1.2447095295999857,21.71666666666667,0.074944685716396,14.6,2.0,0.004325773565911252,679892.0,0.0,216573.0,0.3467,0.0,153.27,24.44333333333333,13.3,2.25,0.004630034063587605,0,0.0,0.2519640719262758,1.088164503512794
AF DO ESTADO DE SC S.A. - PRUDENCIAL,2020-12-01,780606.0,0.0,202975.0,0.3944,0.0,171.47,3.131382328999988,20.72,0.0714045150444045,13.9,2.0,0.004571100347321254,709756.0,0.0,202975.0,0.352,0.0,165.34,21.71666666666667,14.6,2.0,0.004325773565911252,0,0.0,0.11270006371816825,2.063453085718518
AF DO ESTADO DE SC S.A. - PRUDENCIAL,2021-03-01,764115.0,0.0,190482.0,0.4226,0.0,173.12,2.052492994999988,22.403333333333336,0.0744004082687223,14.7,2.75,0.0043045480907978086,780606.0,0.0,202975.0,0.3944,0.0,171.47,20.72,13.9,2.0,0.004571100347321254,0,0.0,0.08146294623159904,2.422633976161651
AF DO ESTADO DE SC S.A. - PRUDENCIAL,2021-06-01,751271.0,0.0,190482.0,0.4697,0.0,172.06,1.6786286369000036,21.46333333333333,0.0547110147052596,14.1,4.25,0.00879392896944714,764115.0,0.0,190482.0,0.4226,0.0,173.12,22.403333333333336,14.7,2.75,0.0043045480907978086,0,0.0,0.0692971195138801,2.5975367463859644
AF DO ESTADO DE SC S.A. - PRUDENCIAL,2021-09-01,721655.0,0.0,201077.0,0.5519,0.0,172.27,3.0196768831999954,21.08666666666667,0.0521030855732551,12.6,5.75,0.011446656124818069,751271.0,0.0,190482.0,0.4697,0.0,172.06,21.46333333333333,14.1,4.25,0.00879392896944714,0,0.0,0.0748874301279168,2.5139293729927394
AF DO ESTADO DE SC S.A. - PRUDENCIAL,2021-12-01,749456.0,0.0,201077.0,0.5819,0.0,174.3,2.958021687500012,22.62,0.0483310453158626,11.1,9.25,0.013730052920668223,721655.0,0.0,201077.0,0.5519,0.0,172.27,21.08666666666667,12.6,5.75,0.011446656124818069,0,0.0,0.08222104032837912,2.4125453426906236
AF DO ESTADO DE SC S.A. - PRUDENCIAL,2022-03-01,750335.0,0.0,167376.0,0.5962,0.0,175.72,3.2006523548000043,24.72,0.0417729600940532,11.1,11.75,0.014672980826020456,749456.0,0.0,201077.0,0.5819,0.0,174.3,22.62,11.1,9.25,0.013730052920668223,0,0.0,0.09073286434645665,2.30471929703321
AF DO ESTADO DE SC S.A. - PRUDENCIAL,2022-06-01,743760.0,0.0,167376.0,0.6413,0.0,177.81,2.215266379399994,25.546666666666667,0.0287630436386139,9.3,13.25,0.016709228235530154,750335.0,0.0,167376.0,0.5962,0.0,175.72,24.72,11.1,11.75,0.014672980826020456,0,0.0,0.08848461687060616,2.3322797545708394
AF DO ESTADO DE SC S.A. - PRUDENCIAL,2022-09-01,727014.0,0.0,187963.0,0.6808,0.0,179.54,-1.3245430992000151,27.44,0.0461139568274586,8.7,13.75,0.015014321397425924,743760.0,0.0,167376.0,0.6413,0.0,177.81,25.546666666666667,9.3,13.25,0.016709228235530154,0,0.0,0.09734063482670346,2.2271287305090337
AF DO ESTADO DE SC S.A. - PRUDENCIAL,2022-12-01,730302.0,0.0,187963.0,0.6607,0.0,180.33,1.6286339977999995,29.036666666666665,0.0511997245360052,7.9,13.75,0.012868383381652375,727014.0,0.0,187963.0,0.6808,0.0,179.54,27.44,8.7,13.75,0.015014321397425924,0,0.0,0.09708773091247916,2.230010381727554
AF DO ESTADO DE SC S.A. - PRUDENCIAL,2023-03-01,709971.0,0.0,214026.0,0.6714,0.0,182.74,2.094210609200031,30.19,0.0609057286074499,8.8,13.75,0.009644918183941273,730302.0,0.0,187963.0,0.6607,0.0,180.33,29.036666666666665,7.9,13.75,0.012868383381652375,0,0.0,0.10842487898253242,2.1069321239047265
AF DO ESTADO DE SC S.A. - PRUDENCIAL,2023-06-01,688374.0,0.0,214026.0,0.7088,0.0,184.28,0.760729877599986,32.02333333333333,0.0490097677393147,8.0,13.75,0.009280919588185508,709971.0,0.0,214026.0,0.6714,0.0,182.74,30.19,8.8,13.75,0.009644918183941273,0,0.0,0.08760610336271121,2.343221132542112
AF DO ESTADO DE SC S.A. - PRUDENCIAL,2023-09-01,672391.0,0.0,247613.0,0.6618999999999999,0.0,184.44,0.6111867176000096,31.51333333333333,0.0662144313120011,7.7,12.75,0.011423353855127959,688374.0,0.0,214026.0,0.7088,0.0,184.28,32.02333333333333,8.0,13.75,0.009280919588185508,0,0.0,0.09061930132792509,2.3060965877322315
AF DO ESTADO DE SC S.A. - PRUDENCIAL,2023-12-01,673609.0,0.0,247613.0,0.7,0.0,185.03,1.083587763199989,30.41333333333333,0.0757532217541502,7.4,11.75,0.014796774584685281,672391.0,0.0,247613.0,0.6618999999999999,0.0,184.44,31.51333333333333,7.7,12.75,0.011423353855127959,0,0.0,0.09852046614805608,2.2137730354212986
AF DO ESTADO DE SC S.A. - PRUDENCIAL,2024-03-01,796894.0,0.0,279638.0,0.6153,0.0,186.65,1.415491577599992,29.896666666666665,0.0681205649022371,7.9,10.75,0.01500728245740152,673609.0,0.0,247613.0,0.7,0.0,185.03,30.41333333333333,7.4,11.75,0.014796774584685281,0,0.0,0.09348451794100428,2.2718122700337426
AF DO ESTADO DE SC S.A. - PRUDENCIAL,2024-06-01,1008123.0,0.0,279638.0,0.5202,0.0,189.49,1.053515670799987,29.07333333333333,0.0491803509407973,6.9,10.5,0.01094711487858528,796894.0,0.0,279638.0,0.6153,0.0,186.65,29.896666666666665,7.9,10.75,0.01500728245740152,0,0.0,0.08578814471785733,2.3661815103579924
AF DO ESTADO DE SC S.A. - PRUDENCIAL,2024-09-01,1141940.0,0.0,311314.0,0.4997999999999999,0.0,190.99,0.8015076655999875,28.473333333333333,0.0406623358707392,6.4,10.5,0.011939616019704658,1008123.0,0.0,279638.0,0.5202,0.0,189.49,29.07333333333333,6.9,10.5,0.01094711487858528,0,0.0,0.08411759761643137,2.3876721834434806
AF DO ESTADO DE SC S.A. - PRUDENCIAL,2024-12-01,1175129.0,0.0,311314.0,0.5174,0.0,191.11,1.47713535680003,27.96,0.0381551788199799,6.2,11.25,0.013703759584984614,1141940.0,0.0,311314.0,0.4997999999999999,0.0,190.99,28.473333333333333,6.4,10.5,0.011939616019704658,0,0.0,0.08168569712563901,2.41966078923174
AF PARANÁ - PRUDENCIAL,2021-09-01,476920.0,0.0,295408.0,0.5096,0.0,172.27,3.0196768831999954,21.08666666666667,0.0374327982129575,12.6,5.75,0.004234638885753152,456672.0,0.0,296936.0,0.5838,0.0,172.06,21.46333333333333,14.1,4.25,0.0038988230611463888,0,0.0,0.07029121796934763,2.5822245308022973
AF PARANÁ - PRUDENCIAL,2021-12-01,487288.0,0.0,295408.0,0.5047999999999999,0.0,174.3,2.958021687500012,22.62,0.0350887655475548,11.1,9.25,0.0038952354383364404,476920.0,0.0,295408.0,0.5096,0.0,172.27,21.08666666666667,12.6,5.75,0.004234638885753152,0,0.0,0.08896225349407888,2.326372168931575
AF PARANÁ - PRUDENCIAL,2022-03-01,495524.0,0.0,306509.0,0.5221,0.0,175.72,3.2006523548000043,24.72,0.0404967583411662,11.1,11.75,0.0044925380017248814,487288.0,0.0,295408.0,0.5047999999999999,0.0,174.3,22.62,11.1,9.25,0.0038952354383364404,0,0.0,0.10064863764180042,2.190038178715796
AF PARANÁ - PRUDENCIAL,2022-06-01,499487.0,0.0,306509.0,0.6652,0.0,177.81,2.215266379399994,25.546666666666667,0.0468011315705519,9.3,13.25,0.00607683775838101,495524.0,0.0,306509.0,0.5221,0.0,175.72,24.72,11.1,11.75,0.0044925380017248814,0,0.0,0.09868618968735243,2.2119084736795567
AF PARANÁ - PRUDENCIAL,2022-09-01,537975.0,0.0,338670.0,0.5023,0.0,179.54,-1.3245430992000151,27.44,0.0496556193437684,8.7,13.75,0.006997678309621659,499487.0,0.0,306509.0,0.6652,0.0,177.81,25.546666666666667,9.3,13.25,0.00607683775838101,0,0.0,0.09739434441157768,2.226517609996683
AF PARANÁ - PRUDENCIAL,2022-12-01,496873.0,0.0,338670.0,0.6554000000000001,0.0,180.33,1.6286339977999995,29.036666666666665,0.0494027587323929,7.9,13.75,0.006592702512413126,537975.0,0.0,338670.0,0.5023,0.0,179.54,27.44,8.7,13.75,0.006997678309621659,0,0.0,0.12075696908065521,1.9852813394504194
AF PARANÁ - PRUDENCIAL,2023-03-01,514954.0,0.0,385836.0,0.5776,0.0,182.74,2.094210609200031,30.19,0.0514262937375964,8.8,13.75,0.006698229598904491,496873.0,0.0,338670.0,0.6554000000000001,0.0,180.33,29.036666666666665,7.9,13.75,0.006592702512413126,0,0.0,0.11460439839082097,2.0445483687930097
AF PARANÁ - PRUDENCIAL,2023-06-01,526312.0,0.0,385836.0,0.6223,0.0,184.28,0.760729877599986,32.02333333333333,0.0501596542437331,8.0,13.75,0.006413933985820186,514954.0,0.0,385836.0,0.5776,0.0,182.74,30.19,8.8,13.75,0.006698229598904491,0,0.0,0.1034718626704775,2.1592299609303773
AF PARANÁ - PRUDENCIAL,2023-09-01,597158.0,0.0,450875.0,0.5685,0.0,184.44,0.6111867176000096,31.51333333333333,0.0484274894697574,7.7,12.75,0.005682929352603631,526312.0,0.0,385836.0,0.6223,0.0,184.28,32.02333333333333,8.0,13.75,0.006413933985820186,0,0.0,0.10551719299038859,2.1373717757208275
AF PARANÁ - PRUDENCIAL,2023-12-01,627709.0,0.0,450875.0,0.5173,0.0,185.03,1.083587763199989,30.41333333333333,0.0458469638798591,7.4,11.75,0.0034489978222480015,597158.0,0.0,450875.0,0.5685,0.0,184.44,31.51333333333333,7.7,12.75,0.005682929352603631,0,0.0,0.11259908035539208,2.064463327079633
AF PARANÁ - PRUDENCIAL,2024-03-01,633603.0,0.0,514676.0,0.564,0.0,186.65,1.415491577599992,29.896666666666665,0.0426855992952073,7.9,10.75,0.0028180616444253618,627709.0,0.0,450875.0,0.5173,0.0,185.03,30.41333333333333,7.4,11.75,0.0034489978222480015,0,0.0,0.1131773628534061,2.0586888333287368
AF PARANÁ - PRUDENCIAL,2024-06-01,680072.0,0.0,514676.0,0.6043,0.0,189.49,1.053515670799987,29.07333333333333,0.040754471402432,6.9,10.5,0.003830207612325313,633603.0,0.0,514676.0,0.564,0.0,186.65,29.896666666666665,7.9,10.75,0.0028180616444253618,0,0.0,0.09303464063551128,2.277132353202578
AF PARANÁ - PRUDENCIAL,2024-09-01,727554.0,0.0,487678.0,0.6254,0.0,190.99,0.8015076655999875,28.473333333333333,0.0375829182680166,6.4,10.5,0.004974552468940333,680072.0,0.0,514676.0,0.6043,0.0,189.49,29.07333333333333,6.9,10.5,0.003830207612325313,0,0.0,0.08393617528459824,2.3900293479980355
AF PARANÁ - PRUDENCIAL,2024-12-01,748672.0,0.0,487678.0,0.5485,0.0,191.11,1.47713535680003,27.96,0.0333993274063769,6.2,11.25,0.006342045499558595,727554.0,0.0,487678.0,0.6254,0.0,190.99,28.473333333333333,6.4,10.5,0.004974552468940333,0,0.0,0.078154207689645,2.4676940596007944
AFINZ IP - PRUDENCIAL,2024-09-01,970857.0,294.0,199987.0,0.1112,0.0,190.99,0.8015076655999875,28.473333333333333,0.2352209270932352,6.4,10.5,0.025395393479694595,919836.0,0.0,190574.0,0.1201,0.0,189.49,29.07333333333333,6.9,10.5,0.02927953463653125,1,0.0,0.14018762927658732,1.8137324575339646
AFINZ IP - PRUDENCIAL,2024-12-01,973407.0,0.0,199987.0,0.1295,0.0,191.11,1.47713535680003,27.96,0.2203949528217012,6.2,11.25,0.023264791601418568,970857.0,294.0,199987.0,0.1112,0.0,190.99,28.473333333333333,6.4,10.5,0.025395393479694595,1,0.0,0.1325553442460011,1.878551461859694
AGENCIA FOMENTO EST RJ S.A. - PRUDENCIAL,2020-06-01,322194.0,0.0,109414.0,0.9784,0.0,153.27,-0.4306129372000034,24.44333333333333,0.0883459551418096,13.3,2.25,0.044930989249251284,313030.0,0.0,109414.0,1.0014,0.0,168.09,28.24,12.2,3.75,0.04267492620579796,0,0.0,0.10438901039225862,2.1493817499602774
AGENCIA FOMENTO EST RJ S.A. - PRUDENCIAL,2020-09-01,340733.0,0.0,100127.0,0.9732,0.0,165.34,1.2447095295999857,21.71666666666667,0.0626309414482287,14.6,2.0,0.049651632884322255,322194.0,0.0,109414.0,0.9784,0.0,153.27,24.44333333333333,13.3,2.25,0.044930989249251284,0,0.0,0.17744657438969152,1.5337438615456835
AGENCIA FOMENTO EST RJ S.A. - PRUDENCIAL,2020-12-01,333373.0,0.0,100127.0,0.9854,0.0,171.47,3.131382328999988,20.72,0.0726578167030477,13.9,2.0,0.049034186283802295,340733.0,0.0,100127.0,0.9732,0.0,165.34,21.71666666666667,14.6,2.0,0.049651632884322255,0,0.0,0.07854336357632004,2.4623048439968933
AGENCIA FOMENTO EST RJ S.A. - PRUDENCIAL,2021-03-01,343442.0,0.0,93416.0,0.9837,0.0,173.12,2.052492994999988,22.403333333333336,0.0755118543784508,14.7,2.75,0.0475035551423489,333373.0,0.0,100127.0,0.9854,0.0,171.47,20.72,13.9,2.0,0.049034186283802295,0,0.0,0.05872860383011425,2.774304614051352
AGENCIA FOMENTO EST RJ S.A. - PRUDENCIAL,2021-06-01,384116.0,0.0,93416.0,0.919,0.0,172.06,1.6786286369000036,21.46333333333333,0.0765046735744492,14.1,4.25,0.03335271315489771,343442.0,0.0,93416.0,0.9837,0.0,173.12,22.403333333333336,14.7,2.75,0.0475035551423489,0,0.0,0.050879032607585355,2.9260853532308913
AGENCIA FOMENTO EST RJ S.A. - PRUDENCIAL,2021-09-01,362498.0,0.0,104127.0,0.9491,0.0,172.27,3.0196768831999954,21.08666666666667,0.0798400073656993,12.6,5.75,0.02112339593355507,384116.0,0.0,93416.0,0.919,0.0,172.06,21.46333333333333,14.1,4.25,0.03335271315489771,0,0.0,0.05534178705588177,2.8372949166162194
