Instituicao,Data,RWA_Credito,RWA_Mercado,RWA_Operacional,Capital_Principal,Alavancagem,PIB,IPCA,Spread,Selic,Desemprego,NPL,NPL_Volatility_8Q,RWA_Total,RWA_Credito_share,RWA_Mercado_share,RWA_Operacional_share,log_RWA_Total,Estresse_Alto_P90,RWA_Credito_share_lag4,RWA_Mercado_share_lag4,RWA_Operacional_share_lag4,log_RWA_Total_lag4,Capital_Principal_lag4,Alavancagem_lag4,NPL_Volatility_8Q_lag4,PIB_lag4,Spread_lag4,Desemprego_lag4,RWA_Operacional_share_lag4_x_Alavancagem_lag4,Prob_Estresse
ABC-BRASIL - PRUDENCIAL,2017-03-01,19061607.0,232584.0,1094143.0,0.1433,0.0822,164.34,0.9630321349999972,41.17333333333333,,13.3,0.0402954791988372,0.004795524718509786,20388334.0,0.9349271500064694,0.011407700109287988,0.053665149884242626,16.83047343249348,0,0.9309335271670781,0.022348840392136155,0.046717632440785695,16.736457861022103,0.1368,0.0796,0.02114365614322654,163.26,35.07,10.3,0.0037187235422865414,0.410079811156544
ABC-BRASIL - PRUDENCIAL,2017-06-01,19236390.0,237293.0,1094143.0,0.1442999999999999,0.0834999999999999,165.65,0.2193980018000196,36.63666666666666,,13.4,0.0402673295452507,0.004313590439379569,20567826.0,0.935266080138951,0.011537096822970012,0.05319682303807899,16.839238568148787,0,0.9356362822400107,0.01685451963586141,0.04750919812412789,16.719656185748786,0.1427999999999999,0.0823,0.02114365614322654,163.72,38.303333333333335,11.333333333333334,0.003910007005615725,0.410402855597446
ABC-BRASIL - PRUDENCIAL,2017-09-01,19270424.0,283568.0,1273324.0,0.1467999999999999,0.0861,166.12,0.5911447296000016,36.16333333333333,,12.7,0.0329056124348538,0.004626866845353872,20827316.0,0.925247593112814,0.01361519650443677,0.06113721038274927,16.851775952318526,0,0.9433683633920682,0.004966018896062034,0.05166561771186973,16.72158439050757,0.1472,0.0874,0.02114365614322654,162.92,39.71333333333333,11.833333333333334,0.004515574988017414,0.41114568230189596
ABC-BRASIL - PRUDENCIAL,2017-12-01,20665491.0,583935.0,1273324.0,0.1399,0.088,167.13,1.144261174399985,33.526666666666664,,12.1,0.026577292133229,0.00598882305082219,22522750.0,0.917538533260814,0.02592645214283336,0.05653501459635258,16.930036467457228,0,0.9507522362138825,0.0010611572183684458,0.048186606567749105,16.791295805797134,0.1429,0.0827,0.005487492724225767,162.73,40.38,12.0,0.003985032363152851,0.39398623382575687
ABC-BRASIL - PRUDENCIAL,2018-03-01,21911933.0,315525.0,1557492.0,0.1386,0.0914,167.98,0.7014778351999817,33.15,,12.733333333333334,0.0222141839009887,0.007813029052491961,23784950.0,0.9212520101997271,0.013265741571876334,0.06548224822839653,16.98456358568108,0,0.9349271500064694,0.011407700109287988,0.053665149884242626,16.83047343249348,0.1433,0.0822,0.004795524718509786,164.34,41.17333333333333,13.3,0.004411275320484744,0.38788124883476655
ABC-BRASIL - PRUDENCIAL,2018-06-01,23253971.0,186681.0,1557492.0,0.1308,0.0862,167.89,1.8887030879999989,30.82333333333333,,12.8,0.0223962718550248,0.008869201215893649,24998144.0,0.9302279001193049,0.007467794409056929,0.06230430547163821,17.03431214007655,0,0.935266080138951,0.011537096822970012,0.05319682303807899,16.839238568148787,0.1442999999999999,0.0834999999999999,0.004313590439379569,165.65,36.63666666666666,13.4,0.00444193472367959,0.3771194994467328
ABC-BRASIL - PRUDENCIAL,2018-09-01,23016180.0,167142.0,1617034.0,0.1323,0.0878999999999999,169.35,0.7208535743999933,28.546666666666667,,12.2,0.0284112324548673,0.008702957138518042,24800356.0,0.9280584520641558,0.006739500029757637,0.06520204790608651,17.02636856587089,0,0.925247593112814,0.01361519650443677,0.06113721038274927,16.851775952318526,0.1467999999999999,0.0861,0.004626866845353872,166.12,36.16333333333333,12.7,0.005263913813954712,0.3838303480494243
ABC-BRASIL - PRUDENCIAL,2018-12-01,23316278.0,185387.0,1617034.0,0.1343,0.0883,169.09,0.3894135824999978,28.71666666666667,,11.733333333333334,0.0287347274496591,0.007108618642710517,25118699.0,0.9282438553047672,0.007380437975708853,0.06437570671952397,17.039123106821776,0,0.917538533260814,0.02592645214283336,0.05653501459635258,16.930036467457228,0.1399,0.088,0.00598882305082219,167.13,33.526666666666664,12.1,0.004975081284479026,0.3813574719413092
ABC-BRASIL - PRUDENCIAL,2019-03-01,23265454.0,466120.0,1938594.0,0.1331,0.0896,169.51,1.507011320000018,30.386666666666667,,12.5,0.0335030498396898,0.006062705085297303,25670168.0,0.9063226232099455,0.01815804244054811,0.0755193343495064,17.060840097430503,0,0.9212520101997271,0.013265741571876334,0.06548224822839653,16.98456358568108,0.1386,0.0914,0.007813029052491961,167.98,33.15,12.733333333333334,0.005985077488075443,0.3797363172946813
ABC-BRASIL - PRUDENCIAL,2019-06-01,24302115.0,317540.0,1938594.0,0.1336,0.1003999999999999,170.58,0.710811074100004,30.69666666666667,,12.366666666666667,0.0314216119284321,0.004360228337948907,26558249.0,0.9150495953253545,0.011956360526629599,0.07299404414801593,17.09485095419446,0,0.9302279001193049,0.007467794409056929,0.06230430547163821,17.03431214007655,0.1308,0.0862,0.008869201215893649,167.89,30.82333333333333,12.8,0.0053706311316552135,0.3730419140094616
ABC-BRASIL - PRUDENCIAL,2019-09-01,25941906.0,283260.0,2098979.0,0.1277,0.1008,170.5,0.2600889164000142,30.59,,11.9,0.0272878183189421,0.003939136190482397,28324145.0,0.9158937012926603,0.010000654918268495,0.07410564378907113,17.159225179074124,0,0.9280584520641558,0.006739500029757637,0.06520204790608651,17.02636856587089,0.1323,0.0878999999999999,0.008702957138518042,169.35,28.546666666666667,12.2,0.005731260010944998,0.3733183772454573
ABC-BRASIL - PRUDENCIAL,2019-12-01,27084242.0,352435.0,2098979.0,0.1253,0.1015,171.91,1.767530865000011,29.096666666666664,,11.366666666666667,0.0258231018113451,0.003975101746067117,29535656.0,0.9170015387503159,0.01193252657059657,0.07106593467908755,17.20110876941299,0,0.9282438553047672,0.007380437975708853,0.06437570671952397,17.039123106821776,0.1343,0.0883,0.007108618642710517,169.09,28.71666666666667,11.733333333333334,0.005684374903333967,0.3749858503250868
ABC-BRASIL - PRUDENCIAL,2020-03-01,29620951.0,796605.0,2195289.0,0.1075,0.0825999999999999,168.09,0.5308473674999981,28.24,,11.8,0.0258531577038829,0.0034623740311902833,32612845.0,0.9082602575764243,0.024426111858686355,0.06731363056488938,17.30021678713698,0,0.9063226232099455,0.01815804244054811,0.0755193343495064,17.060840097430503,0.1331,0.0896,0.006062705085297303,169.51,30.386666666666667,12.5,0.006766532357715773,0.37616018692550107
ABC-BRASIL - PRUDENCIAL,2020-06-01,30171365.0,163787.0,2195289.0,0.1182,0.0814,153.27,-0.4306129372000034,24.44333333333333,,13.133333333333333,0.0261101426306096,0.002800261453790405,32530441.0,0.9274809708236049,0.0050348840951771915,0.06748414508121793,17.29768685507452,0,0.9150495953253545,0.011956360526629599,0.07299404414801593,17.09485095419446,0.1336,0.1003999999999999,0.004360228337948907,170.58,30.69666666666667,12.366666666666667,0.007328602032460792,0.3749150203807967
ABC-BRASIL - PRUDENCIAL,2020-09-01,30359438.0,387407.0,1805855.0,0.1211999999999999,0.0902999999999999,165.34,1.2447095295999857,21.71666666666667,,14.6,0.025601780006129,0.002968760917632011,32552700.0,0.9326242677258721,0.011900917589017193,0.055474814685110604,17.298370872487503,0,0.9158937012926603,0.010000654918268495,0.07410564378907113,17.159225179074124,0.1277,0.1008,0.003939136190482397,170.5,30.59,11.9,0.00746984889393837,0.37662675599728057
