Instituicao,Data,RWA_Credito,RWA_Mercado,RWA_Operacional,Capital_Principal,Alavancagem,PIB,IPCA,Spread,NPL,Estresse_Alto,RWA_Credito_lag4,RWA_Mercado_lag4,RWA_Operacional_lag4,Capital_Principal_lag4,Alavancagem_lag4,PIB_lag4,IPCA_lag4,Spread_lag4,Log_Odds_Estresse,Score_Log_Odds_Robustez
BCO MODAL S.A. - PRUDENCIAL,2019-09-01,1174629.0,3855.0,385369.0,0.1172,0.0569,170.5,0.2600889164000142,30.59,0.0064414627121374,0,1371932.0,38516.0,307655.0,0.1172,0.0873,169.35,0.7208535743999933,28.546666666666667,-3.126639365728752,3.126639365728752
BCO MODAL S.A. - PRUDENCIAL,2019-12-01,1020896.0,19400.0,385369.0,0.1317,0.0712,171.91,1.767530865000011,29.096666666666664,0.0341625367157587,0,1257870.0,48598.0,307655.0,0.1128,0.0727,169.09,0.3894135824999978,28.71666666666667,-3.1542581649500114,3.1542581649500114
BCO MODAL S.A. - PRUDENCIAL,2020-03-01,1170323.0,6940.0,414875.0,0.1077999999999999,0.0464,168.09,0.5308473674999981,28.24,0.0360928232255046,0,1235979.0,27935.0,347721.0,0.1096,0.0868,169.51,1.507011320000018,30.386666666666667,-3.143970295605181,3.143970295605181
BCO MODAL S.A. - PRUDENCIAL,2020-06-01,1039865.0,4176.0,414875.0,0.1215,0.0769,153.27,-0.4306129372000034,24.44333333333333,0.0545947345615202,0,1245804.0,5555.0,347721.0,0.1226999999999999,0.0602,170.58,0.710811074100004,30.69666666666667,-3.2274684587900686,3.2274684587900686
BCO MODAL S.A. - PRUDENCIAL,2020-09-01,997931.0,8413.0,438219.0,0.134,0.0621,165.34,1.2447095295999857,21.71666666666667,0.0752647350581472,0,1174629.0,3855.0,385369.0,0.1172,0.0569,170.5,0.2600889164000142,30.59,-3.2283585151462644,3.2283585151462644
BCO MODAL S.A. - PRUDENCIAL,2020-12-01,1154463.0,7622.0,438219.0,0.1121,0.0441,171.47,3.131382328999988,20.72,0.0444251250836325,0,1020896.0,19400.0,385369.0,0.1317,0.0712,171.91,1.767530865000011,29.096666666666664,-3.259228250401547,3.259228250401547
BCO MODAL S.A. - PRUDENCIAL,2021-03-01,1549968.0,33476.0,515691.0,0.1885,0.0796,173.12,2.052492994999988,22.403333333333336,0.0167573821683354,0,1170323.0,6940.0,414875.0,0.1077999999999999,0.0464,168.09,0.5308473674999981,28.24,-3.197165490003356,3.197165490003356
BCO MODAL S.A. - PRUDENCIAL,2021-06-01,2035718.0,13665.0,515691.0,0.3703,0.1722,172.06,1.6786286369000036,21.46333333333333,0.0101190931714161,0,1039865.0,4176.0,414875.0,0.1215,0.0769,153.27,-0.4306129372000034,24.44333333333333,-2.6435878381213107,2.6435878381213107
BCO MODAL S.A. - PRUDENCIAL,2021-09-01,3134359.0,166991.0,657197.0,0.2196999999999999,0.156,172.27,3.0196768831999954,21.08666666666667,0.006380322698002,0,997931.0,8413.0,438219.0,0.134,0.0621,165.34,1.2447095295999857,21.71666666666667,-3.0885665454122297,3.0885665454122297
BCO MODAL S.A. - PRUDENCIAL,2021-12-01,3416588.0,24899.0,657197.0,0.2018,0.1372,174.3,2.958021687500012,22.62,0.0100079557543803,0,1154463.0,7622.0,438219.0,0.1121,0.0441,171.47,3.131382328999988,20.72,-3.370455774918615,3.370455774918615
BCO MODAL S.A. - PRUDENCIAL,2022-03-01,3382437.0,75672.0,897850.0,0.1651,0.1174,175.72,3.2006523548000043,24.72,0.0142792084438345,0,1549968.0,33476.0,515691.0,0.1885,0.0796,173.12,2.052492994999988,22.403333333333336,-3.2819464329177874,3.2819464329177874
BCO MODAL S.A. - PRUDENCIAL,2022-06-01,4053139.0,62053.0,897850.0,0.1492,0.1147,177.81,2.215266379399994,25.546666666666667,0.0130214930467756,0,2035718.0,13665.0,515691.0,0.3703,0.1722,172.06,1.6786286369000036,21.46333333333333,-2.9304883126911214,2.9304883126911214
BCO MODAL S.A. - PRUDENCIAL,2022-09-01,3964055.0,51631.0,1060004.0,0.136,0.0988,179.54,-1.3245430992000151,27.44,0.0128005720307569,0,3134359.0,166991.0,657197.0,0.2196999999999999,0.156,172.27,3.0196768831999954,21.08666666666667,-3.0835893174823794,3.0835893174823794
BCO MODAL S.A. - PRUDENCIAL,2022-12-01,3590551.0,18790.0,1060004.0,0.1245,0.0915,180.33,1.6286339977999995,29.036666666666665,0.0179271405937354,0,3416588.0,24899.0,657197.0,0.2018,0.1372,174.3,2.958021687500012,22.62,-3.183296947573222,3.183296947573222
BCO MODAL S.A. - PRUDENCIAL,2023-03-01,3563322.0,24132.0,1155312.0,0.1056,0.0791999999999999,182.74,2.094210609200031,30.19,0.0125665501906178,0,3382437.0,75672.0,897850.0,0.1651,0.1174,175.72,3.2006523548000043,24.72,-3.303530188697333,3.303530188697333
BCO MODAL S.A. - PRUDENCIAL,2023-06-01,3361008.0,11925.0,1155312.0,0.0872,0.0756,184.28,0.760729877599986,32.02333333333333,0.0350412290837435,0,4053139.0,62053.0,897850.0,0.1492,0.1147,177.81,2.215266379399994,25.546666666666667,-3.3630032185720418,3.3630032185720418
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL,2017-03-01,4779233.0,102474.0,336860.0,0.1510999999999999,0.0815,164.34,0.9630321349999972,41.17333333333333,0.0155614138006131,0,5901445.0,153276.0,266445.0,0.1209,0.0762,163.26,2.6208101489999747,35.07,-3.020680579407246,3.020680579407246
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL,2017-06-01,4754432.0,83706.0,336860.0,0.1602,0.098,165.65,0.2193980018000196,36.63666666666666,0.0171042752018375,0,5429357.0,140022.0,266445.0,0.1383,0.0877,163.72,1.7496396530000125,38.303333333333335,-2.9706593027971078,2.9706593027971078
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL,2017-09-01,4786546.0,76013.0,320560.0,0.1528,0.0964,166.12,0.5911447296000016,36.16333333333333,0.0176689024509291,0,5068725.0,186090.0,290938.0,0.1484,0.0971,162.92,1.043057830399996,39.71333333333333,-2.905303542983421,2.905303542983421
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL,2017-12-01,4537114.0,55914.0,320560.0,0.1621,0.1064,167.13,1.144261174399985,33.526666666666664,0.0,0,5027473.0,113717.0,290938.0,0.1424,0.0871,162.73,0.7417894039999817,40.38,-2.913045303208368,2.913045303208368
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL,2018-03-01,4189786.0,50166.0,336928.0,0.1737,0.0994999999999999,167.98,0.7014778351999817,33.15,0.0,0,4779233.0,102474.0,336860.0,0.1510999999999999,0.0815,164.34,0.9630321349999972,41.17333333333333,-2.9753630899242234,2.9753630899242234
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL,2018-06-01,4291344.0,152705.0,336928.0,0.1732,0.0960999999999999,167.89,1.8887030879999989,30.82333333333333,0.0,0,4754432.0,83706.0,336860.0,0.1602,0.098,165.65,0.2193980018000196,36.63666666666666,-2.9629669311790114,2.9629669311790114
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL,2018-09-01,4459413.0,9340.0,336905.0,0.1792,0.1101,169.35,0.7208535743999933,28.546666666666667,0.0,0,4786546.0,76013.0,320560.0,0.1528,0.0964,166.12,0.5911447296000016,36.16333333333333,-2.990963874696703,2.990963874696703
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL,2018-12-01,3822820.0,67599.0,336905.0,0.2072,0.1135999999999999,169.09,0.3894135824999978,28.71666666666667,0.0,0,4537114.0,55914.0,320560.0,0.1621,0.1064,167.13,1.144261174399985,33.526666666666664,-3.0041355649815347,3.0041355649815347
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL,2019-03-01,3690414.0,85395.0,340183.0,0.2132,0.1118,169.51,1.507011320000018,30.386666666666667,0.0,0,4189786.0,50166.0,336928.0,0.1737,0.0994999999999999,167.98,0.7014778351999817,33.15,-3.0361781076784395,3.0361781076784395
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL,2019-06-01,3882152.0,267000.0,340183.0,0.3418,0.1687999999999999,170.58,0.710811074100004,30.69666666666667,0.0,0,4291344.0,152705.0,336928.0,0.1732,0.0960999999999999,167.89,1.8887030879999989,30.82333333333333,-3.0819869558417636,3.0819869558417636
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL,2019-09-01,3074642.0,240480.0,338982.0,0.4088,0.1476,170.5,0.2600889164000142,30.59,0.0,0,4459413.0,9340.0,336905.0,0.1792,0.1101,169.35,0.7208535743999933,28.546666666666667,-3.05539474489422,3.05539474489422
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL,2019-12-01,3893765.0,29480.0,338982.0,0.389,0.1862,171.91,1.767530865000011,29.096666666666664,0.0,0,3822820.0,67599.0,336905.0,0.2072,0.1135999999999999,169.09,0.3894135824999978,28.71666666666667,-3.0258117867580463,3.0258117867580463
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL,2020-03-01,5203424.0,309295.0,336308.0,0.2853,0.1676,168.09,0.5308473674999981,28.24,0.0,0,3690414.0,85395.0,340183.0,0.2132,0.1118,169.51,1.507011320000018,30.386666666666667,-3.0589469179481994,3.0589469179481994
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL,2020-06-01,5064905.0,738283.0,336308.0,0.2759,0.1623,153.27,-0.4306129372000034,24.44333333333333,0.0,0,3882152.0,267000.0,340183.0,0.3418,0.1687999999999999,170.58,0.710811074100004,30.69666666666667,-2.9003079257801243,2.9003079257801243
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL,2020-09-01,5322900.0,287823.0,336392.0,0.2933,0.1651,165.34,1.2447095295999857,21.71666666666667,0.0,0,3074642.0,240480.0,338982.0,0.4088,0.1476,170.5,0.2600889164000142,30.59,-2.9178134659610944,2.9178134659610944
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL,2020-12-01,5453441.0,220799.0,336392.0,0.2954,0.1623,171.47,3.131382328999988,20.72,0.0,0,3893765.0,29480.0,338982.0,0.389,0.1862,171.91,1.767530865000011,29.096666666666664,-2.8721466890522316,2.8721466890522316
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL,2021-03-01,5874967.0,304595.0,371647.0,0.2764999999999999,0.2242,173.12,2.052492994999988,22.403333333333336,0.0,0,5203424.0,309295.0,336308.0,0.2853,0.1676,168.09,0.5308473674999981,28.24,-2.860137899111795,2.860137899111795
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL,2021-06-01,6215040.0,261854.0,371647.0,0.2687,0.1725,172.06,1.6786286369000036,21.46333333333333,0.0,0,5064905.0,738283.0,336308.0,0.2759,0.1623,153.27,-0.4306129372000034,24.44333333333333,-2.463050612420348,2.463050612420348
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL,2021-09-01,7418347.0,243300.0,383746.0,0.2259,0.1603,172.27,3.0196768831999954,21.08666666666667,0.0,0,5322900.0,287823.0,336392.0,0.2933,0.1651,165.34,1.2447095295999857,21.71666666666667,-2.805555412069809,2.805555412069809
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL,2021-12-01,7058609.0,224586.0,383746.0,0.2465,0.177,174.3,2.958021687500012,22.62,0.0,0,5453441.0,220799.0,336392.0,0.2954,0.1623,171.47,3.131382328999988,20.72,-3.0298665962935654,3.0298665962935654
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL,2022-03-01,7896771.0,191475.0,475263.0,0.2241,0.1764,175.72,3.2006523548000043,24.72,0.0,0,5874967.0,304595.0,371647.0,0.2764999999999999,0.2242,173.12,2.052492994999988,22.403333333333336,-2.908275001878903,2.908275001878903
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL,2022-06-01,9684571.0,199660.0,475263.0,0.1882,0.1482,177.81,2.215266379399994,25.546666666666667,0.0,0,6215040.0,261854.0,371647.0,0.2687,0.1725,172.06,1.6786286369000036,21.46333333333333,-3.011227160040559,3.011227160040559
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL,2022-09-01,9257806.0,201948.0,591696.0,0.2016,0.1454,179.54,-1.3245430992000151,27.44,0.0,0,7418347.0,243300.0,383746.0,0.2259,0.1603,172.27,3.0196768831999954,21.08666666666667,-3.0940629180480026,3.0940629180480026
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL,2022-12-01,8455765.0,211013.0,591696.0,0.2103,0.1534,180.33,1.6286339977999995,29.036666666666665,0.0,0,7058609.0,224586.0,383746.0,0.2465,0.177,174.3,2.958021687500012,22.62,-3.0954354869109504,3.0954354869109504
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL,2023-03-01,8544574.0,236257.0,607676.0,0.2159,0.1655,182.74,2.094210609200031,30.19,1.5377362226233445e-06,0,7896771.0,191475.0,475263.0,0.2241,0.1764,175.72,3.2006523548000043,24.72,-3.1497974369559136,3.1497974369559136
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL,2023-06-01,8634136.0,164487.0,607676.0,0.2211,0.1712,184.28,0.760729877599986,32.02333333333333,0.0,0,9684571.0,199660.0,475263.0,0.1882,0.1482,177.81,2.215266379399994,25.546666666666667,-3.2935391067653255,3.2935391067653255
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL,2023-09-01,6491074.0,197271.0,704633.0,0.2738,0.1681,184.44,0.6111867176000096,31.51333333333333,0.0,0,9257806.0,201948.0,591696.0,0.2016,0.1454,179.54,-1.3245430992000151,27.44,-3.283336030990031,3.283336030990031
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL,2023-12-01,6344399.0,247629.0,704633.0,0.2716,0.1642,185.03,1.083587763199989,30.41333333333333,0.0,0,8455765.0,211013.0,591696.0,0.2103,0.1534,180.33,1.6286339977999995,29.036666666666665,-3.3285727910654797,3.3285727910654797
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL,2024-03-01,6210133.0,242163.0,797755.0,0.3001,0.1682999999999999,186.65,1.415491577599992,29.896666666666665,0.0,0,8544574.0,236257.0,607676.0,0.2159,0.1655,182.74,2.094210609200031,30.19,-3.3772481355084327,3.3772481355084327
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL,2024-06-01,6711756.0,191254.0,797755.0,0.2869,0.1513,189.49,1.053515670799987,29.07333333333333,0.0,0,8634136.0,164487.0,607676.0,0.2211,0.1712,184.28,0.760729877599986,32.02333333333333,-3.3714211002447523,3.3714211002447523
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL,2024-09-01,6456007.0,216993.0,888402.0,0.2954,0.1589,190.99,0.8015076655999875,28.473333333333333,0.0,0,6491074.0,197271.0,704633.0,0.2738,0.1681,184.44,0.6111867176000096,31.51333333333333,-3.360753154708079,3.360753154708079
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL,2024-12-01,7275258.0,303370.0,888402.0,0.2482,0.1373,191.11,1.47713535680003,27.96,0.0081612187916055,0,6344399.0,247629.0,704633.0,0.2716,0.1642,185.03,1.083587763199989,30.41333333333333,-3.4065337087846017,3.4065337087846017
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL,2025-03-01,5996668.0,176942.0,1130290.0,0.2764999999999999,0.1678,193.61,2.040339737600028,29.313333333333333,0.0896546583499927,0,6210133.0,242163.0,797755.0,0.3001,0.1682999999999999,186.65,1.415491577599992,29.896666666666665,-3.4432103309740962,3.4432103309740962
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL,2025-06-01,5386154.0,185802.0,1130290.0,0.3096,0.1809,194.33,0.9327766831999762,31.666666666666668,0.1124522374891117,0,6711756.0,191254.0,797755.0,0.2869,0.1513,189.49,1.053515670799987,29.07333333333333,-3.5735170354908177,3.5735170354908177
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL,2025-09-01,5194578.0,168682.0,1114351.0,0.3016,0.1828,,0.6304326271999727,31.94666666666667,0.17482166599585,0,6456007.0,216993.0,888402.0,0.2954,0.1589,190.99,0.8015076655999875,28.473333333333333,-3.5967450791784548,3.5967450791784548
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL,2022-09-01,6962040.0,0.0,287796.0,0.1389,0.098,179.54,-1.3245430992000151,27.44,0.0139398180769821,0,5732452.0,0.0,330443.0,0.2026,0.1426,172.27,3.0196768831999954,21.08666666666667,-3.1121887146107907,3.1121887146107907
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL,2022-12-01,7431527.0,0.0,287796.0,0.1335,0.0959,180.33,1.6286339977999995,29.036666666666665,0.0158759490359518,0,6087746.0,0.0,330443.0,0.1925,0.1368,174.3,2.958021687500012,22.62,-3.191015797230944,3.191015797230944
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL,2023-03-01,7397839.0,0.0,346140.0,0.1272,0.0944,182.74,2.094210609200031,30.19,0.0153757348555157,0,6484582.0,0.0,117376.0,0.1901,0.135,175.72,3.2006523548000043,24.72,-3.2374872680085214,3.2374872680085214
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL,2023-06-01,7593703.0,0.0,346140.0,0.1107,0.079,184.28,0.760729877599986,32.02333333333333,0.0163777352372427,0,6807725.0,0.0,117376.0,0.158,0.113,177.81,2.215266379399994,25.546666666666667,-3.354988181966687,3.354988181966687
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL,2023-09-01,8370252.0,0.0,615171.0,0.1283,0.0858,184.44,0.6111867176000096,31.51333333333333,0.0164425267537123,0,6962040.0,0.0,287796.0,0.1389,0.098,179.54,-1.3245430992000151,27.44,-3.3927568099349337,3.3927568099349337
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL,2023-12-01,8795115.0,0.0,615171.0,0.1298,0.0895,185.03,1.083587763199989,30.41333333333333,0.0177553324262474,0,7431527.0,0.0,287796.0,0.1335,0.0959,180.33,1.6286339977999995,29.036666666666665,-3.475403147446111,3.475403147446111
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL,2024-03-01,8792217.0,0.0,609047.0,0.1379,0.0935999999999999,186.65,1.415491577599992,29.896666666666665,0.0195234825615208,0,7397839.0,0.0,346140.0,0.1272,0.0944,182.74,2.094210609200031,30.19,-3.5624471493384178,3.5624471493384178
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL,2024-06-01,8517025.0,0.0,609047.0,0.1475,0.0960999999999999,189.49,1.053515670799987,29.07333333333333,0.0191427843256656,0,7593703.0,0.0,346140.0,0.1107,0.079,184.28,0.760729877599986,32.02333333333333,-3.630518294594035,3.630518294594035
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL,2024-09-01,8584146.0,0.0,497968.0,0.1556,0.0972,190.99,0.8015076655999875,28.473333333333333,0.0183007441142547,0,8370252.0,0.0,615171.0,0.1283,0.0858,184.44,0.6111867176000096,31.51333333333333,-3.6186106642179636,3.6186106642179636
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL,2024-12-01,8779263.0,0.0,497968.0,0.155,0.1018,191.11,1.47713535680003,27.96,0.0163764460065502,0,8795115.0,0.0,615171.0,0.1298,0.0895,185.03,1.083587763199989,30.41333333333333,-3.6392325076487393,3.6392325076487393
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL,2025-03-01,8704593.0,0.0,707225.0,0.1571,0.1061,193.61,2.040339737600028,29.313333333333333,0.0118364286723575,0,8792217.0,0.0,609047.0,0.1379,0.0935999999999999,186.65,1.415491577599992,29.896666666666665,-3.682196474226061,3.682196474226061
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL,2025-06-01,8662243.0,0.0,707225.0,0.1417,0.0925,194.33,0.9327766831999762,31.666666666666668,0.0110206252402557,0,8517025.0,0.0,609047.0,0.1475,0.0960999999999999,189.49,1.053515670799987,29.07333333333333,-3.753871582946219,3.753871582946219
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL,2025-09-01,8880791.0,0.0,694797.0,0.1467,0.0993999999999999,,0.6304326271999727,31.94666666666667,0.0102436998817919,0,8584146.0,0.0,497968.0,0.1556,0.0972,190.99,0.8015076655999875,28.473333333333333,-3.7894127026867057,3.7894127026867057
BCO TRIANGULO S.A. - PRUDENCIAL,2017-03-01,1670462.0,0.0,835518.0,0.1685,0.1857,164.34,0.9630321349999972,41.17333333333333,0.0877692680350941,0,1655974.0,0.0,732698.0,0.166,0.1616,163.26,2.6208101489999747,35.07,-2.743337249932055,2.743337249932055
BCO TRIANGULO S.A. - PRUDENCIAL,2017-06-01,1591058.0,0.0,835518.0,0.1783,0.1967,165.65,0.2193980018000196,36.63666666666666,0.0902812203188775,0,1697124.0,0.0,732698.0,0.1657,0.1784,163.72,1.7496396530000125,38.303333333333335,-2.689004224287613,2.689004224287613
BCO TRIANGULO S.A. - PRUDENCIAL,2017-09-01,1629740.0,0.0,872927.0,0.1755,0.1923,166.12,0.5911447296000016,36.16333333333333,0.0929477432481562,0,1711431.0,0.0,763705.0,0.1664999999999999,0.17,162.92,1.043057830399996,39.71333333333333,-2.671785162542156,2.671785162542156
BCO TRIANGULO S.A. - PRUDENCIAL,2017-12-01,1836760.0,0.0,872927.0,0.1636,0.1835999999999999,167.13,1.144261174399985,33.526666666666664,0.0834103442003766,0,1762283.0,0.0,763705.0,0.1661,0.1841,162.73,0.7417894039999817,40.38,-2.621012185043245,2.621012185043245
BCO TRIANGULO S.A. - PRUDENCIAL,2018-03-01,1825209.0,0.0,969846.0,0.153,0.1636,167.98,0.7014778351999817,33.15,0.0842201178767275,0,1670462.0,0.0,835518.0,0.1685,0.1857,164.34,0.9630321349999972,41.17333333333333,-2.6684922043552577,2.6684922043552577
BCO TRIANGULO S.A. - PRUDENCIAL,2018-06-01,1782512.0,0.0,969846.0,0.1293,0.1353,167.89,1.8887030879999989,30.82333333333333,0.0926557650837807,0,1591058.0,0.0,835518.0,0.1783,0.1967,165.65,0.2193980018000196,36.63666666666666,-2.6727896436341907,2.6727896436341907
BCO TRIANGULO S.A. - PRUDENCIAL,2018-09-01,1696672.0,0.0,987681.0,0.1367,0.1389,169.35,0.7208535743999933,28.546666666666667,0.0896042462328321,0,1629740.0,0.0,872927.0,0.1755,0.1923,166.12,0.5911447296000016,36.16333333333333,-2.7088513116883877,2.7088513116883877
BCO TRIANGULO S.A. - PRUDENCIAL,2018-12-01,2145947.0,0.0,987681.0,0.1202,0.1027,169.09,0.3894135824999978,28.71666666666667,0.0876132023027138,0,1836760.0,0.0,872927.0,0.1636,0.1835999999999999,167.13,1.144261174399985,33.526666666666664,-2.7847893760145515,2.7847893760145515
BCO TRIANGULO S.A. - PRUDENCIAL,2019-03-01,2137137.0,0.0,441948.0,0.1455,0.1039,169.51,1.507011320000018,30.386666666666667,0.0853653970364211,0,1825209.0,0.0,969846.0,0.153,0.1636,167.98,0.7014778351999817,33.15,-2.864021185458176,2.864021185458176
BCO TRIANGULO S.A. - PRUDENCIAL,2019-06-01,2226719.0,0.0,441948.0,0.1365,0.0975999999999999,170.58,0.710811074100004,30.69666666666667,0.0924921876978459,0,1782512.0,0.0,969846.0,0.1293,0.1353,167.89,1.8887030879999989,30.82333333333333,-2.9727267367764334,2.9727267367764334
BCO TRIANGULO S.A. - PRUDENCIAL,2019-09-01,2276134.0,0.0,491672.0,0.1285,0.0935,170.5,0.2600889164000142,30.59,0.1079796580426303,0,1696672.0,0.0,987681.0,0.1367,0.1389,169.35,0.7208535743999933,28.546666666666667,-2.990081457331151,2.990081457331151
BCO TRIANGULO S.A. - PRUDENCIAL,2019-12-01,2395975.0,0.0,491672.0,0.1209,0.0931,171.91,1.767530865000011,29.096666666666664,0.1029449677746649,0,2145947.0,0.0,987681.0,0.1202,0.1027,169.09,0.3894135824999978,28.71666666666667,-3.0821866803312936,3.0821866803312936
BCO TRIANGULO S.A. - PRUDENCIAL,2020-03-01,2425407.0,0.0,546317.0,0.1181,0.0924,168.09,0.5308473674999981,28.24,0.0955834475352651,0,2137137.0,0.0,441948.0,0.1455,0.1039,169.51,1.507011320000018,30.386666666666667,-3.0880511784019955,3.0880511784019955
BCO TRIANGULO S.A. - PRUDENCIAL,2020-06-01,2384231.0,0.0,546317.0,0.1159,0.0788,153.27,-0.4306129372000034,24.44333333333333,0.099055596154191,0,2226719.0,0.0,441948.0,0.1365,0.0975999999999999,170.58,0.710811074100004,30.69666666666667,-3.126888642756702,3.126888642756702
BCO TRIANGULO S.A. - PRUDENCIAL,2020-09-01,2678859.0,0.0,587552.0,0.1122,0.0755,165.34,1.2447095295999857,21.71666666666667,0.0860427695042208,0,2276134.0,0.0,491672.0,0.1285,0.0935,170.5,0.2600889164000142,30.59,-3.1318398705475095,3.1318398705475095
BCO TRIANGULO S.A. - PRUDENCIAL,2020-12-01,2796068.0,0.0,587552.0,0.1106,0.0817,171.47,3.131382328999988,20.72,0.0674361719501516,0,2395975.0,0.0,491672.0,0.1209,0.0931,171.91,1.767530865000011,29.096666666666664,-3.2097862901848915,3.2097862901848915
BCO TRIANGULO S.A. - PRUDENCIAL,2021-03-01,2898189.0,0.0,625582.0,0.1106,0.0837,173.12,2.052492994999988,22.403333333333336,0.0610785316417728,0,2425407.0,0.0,546317.0,0.1181,0.0924,168.09,0.5308473674999981,28.24,-3.0762774454326576,3.0762774454326576
BCO TRIANGULO S.A. - PRUDENCIAL,2021-06-01,3125799.0,0.0,625582.0,0.1094,0.0843,172.06,1.6786286369000036,21.46333333333333,0.0698157601074659,0,2384231.0,0.0,546317.0,0.1159,0.0788,153.27,-0.4306129372000034,24.44333333333333,-2.64897445954279,2.64897445954279
BCO TRIANGULO S.A. - PRUDENCIAL,2021-09-01,3257340.0,0.0,705915.0,0.1284,0.0967,172.27,3.0196768831999954,21.08666666666667,0.064572000247196,0,2678859.0,0.0,587552.0,0.1122,0.0755,165.34,1.2447095295999857,21.71666666666667,-3.0696779720403327,3.0696779720403327
BCO TRIANGULO S.A. - PRUDENCIAL,2021-12-01,3089885.0,0.0,705915.0,0.1344999999999999,0.0960999999999999,174.3,2.958021687500012,22.62,0.0852104158098513,0,2796068.0,0.0,587552.0,0.1106,0.0817,171.47,3.131382328999988,20.72,-3.278628278517537,3.278628278517537
BCO TRIANGULO S.A. - PRUDENCIAL,2022-03-01,2948227.0,0.0,751607.0,0.1292,0.0892,175.72,3.2006523548000043,24.72,0.0819114357453693,0,2898189.0,0.0,625582.0,0.1106,0.0837,173.12,2.052492994999988,22.403333333333336,-3.3022299290061836,3.3022299290061836
BCO TRIANGULO S.A. - PRUDENCIAL,2022-06-01,2744289.0,0.0,751607.0,0.1323,0.0919,177.81,2.215266379399994,25.546666666666667,0.0970074607942718,0,3125799.0,0.0,625582.0,0.1094,0.0843,172.06,1.6786286369000036,21.46333333333333,-3.2650463878666307,3.2650463878666307
BCO TRIANGULO S.A. - PRUDENCIAL,2022-09-01,2513658.0,0.0,737224.0,0.1275,0.0846,179.54,-1.3245430992000151,27.44,0.1194945452845306,0,3257340.0,0.0,705915.0,0.1284,0.0967,172.27,3.0196768831999954,21.08666666666667,-3.2581081863566554,3.2581081863566554
BCO TRIANGULO S.A. - PRUDENCIAL,2022-12-01,2309153.0,0.0,737224.0,0.1238,0.08,180.33,1.6286339977999995,29.036666666666665,0.1425094997597373,0,3089885.0,0.0,705915.0,0.1344999999999999,0.0960999999999999,174.3,2.958021687500012,22.62,-3.3146973830212025,3.3146973830212025
