Instituicao,Data,RWA_Credito,RWA_Mercado,RWA_Operacional,Capital_Principal,Alavancagem,PIB,IPCA,Spread,NPL,Estresse_Alto,RWA_Credito_lag4,RWA_Mercado_lag4,RWA_Operacional_lag4,Capital_Principal_lag4,Alavancagem_lag4,PIB_lag4,IPCA_lag4,Spread_lag4,Log_Odds_Estresse,Score_Log_Odds_Robustez
ABC-BRASIL - PRUDENCIAL,2017-03-01,19061607.0,232584.0,1094143.0,0.1433,0.0822,164.34,0.9630321349999972,41.17333333333333,0.0402954791988372,0,17277065.0,414769.0,867026.0,0.1368,0.0796,163.26,2.6208101489999747,35.07,-3.1040234381641834,3.1040234381641834
ABC-BRASIL - PRUDENCIAL,2017-06-01,19236390.0,237293.0,1094143.0,0.1442999999999999,0.0834999999999999,165.65,0.2193980018000196,36.63666666666666,0.0402673295452507,0,17075030.0,307589.0,867026.0,0.1427999999999999,0.0823,163.72,1.7496396530000125,38.303333333333335,-3.072047489387414,3.072047489387414
ABC-BRASIL - PRUDENCIAL,2017-09-01,19270424.0,283568.0,1273324.0,0.1467999999999999,0.0861,166.12,0.5911447296000016,36.16333333333333,0.0329056124348538,0,17249366.0,90803.0,944699.0,0.1472,0.0874,162.92,1.043057830399996,39.71333333333333,-2.9928670611115624,2.9928670611115624
ABC-BRASIL - PRUDENCIAL,2017-12-01,20665491.0,583935.0,1273324.0,0.1399,0.088,167.13,1.144261174399985,33.526666666666664,0.026577292133229,0,18639509.0,20804.0,944699.0,0.1429,0.0827,162.73,0.7417894039999817,40.38,-2.9928057274082063,2.9928057274082063
ABC-BRASIL - PRUDENCIAL,2018-03-01,21911933.0,315525.0,1557492.0,0.1386,0.0914,167.98,0.7014778351999817,33.15,0.0222141839009887,0,19061607.0,232584.0,1094143.0,0.1433,0.0822,164.34,0.9630321349999972,41.17333333333333,-3.0758159973069565,3.0758159973069565
ABC-BRASIL - PRUDENCIAL,2018-06-01,23253971.0,186681.0,1557492.0,0.1308,0.0862,167.89,1.8887030879999989,30.82333333333333,0.0223962718550248,0,19236390.0,237293.0,1094143.0,0.1442999999999999,0.0834999999999999,165.65,0.2193980018000196,36.63666666666666,-3.1113258810410036,3.1113258810410036
ABC-BRASIL - PRUDENCIAL,2018-09-01,23016180.0,167142.0,1617034.0,0.1323,0.0878999999999999,169.35,0.7208535743999933,28.546666666666667,0.0284112324548673,0,19270424.0,283568.0,1273324.0,0.1467999999999999,0.0861,166.12,0.5911447296000016,36.16333333333333,-3.1348081971415924,3.1348081971415924
ABC-BRASIL - PRUDENCIAL,2018-12-01,23316278.0,185387.0,1617034.0,0.1343,0.0883,169.09,0.3894135824999978,28.71666666666667,0.0287347274496591,0,20665491.0,583935.0,1273324.0,0.1399,0.088,167.13,1.144261174399985,33.526666666666664,-3.2215051138945485,3.2215051138945485
ABC-BRASIL - PRUDENCIAL,2019-03-01,23265454.0,466120.0,1938594.0,0.1331,0.0896,169.51,1.507011320000018,30.386666666666667,0.0335030498396898,0,21911933.0,315525.0,1557492.0,0.1386,0.0914,167.98,0.7014778351999817,33.15,-3.211879344919321,3.211879344919321
ABC-BRASIL - PRUDENCIAL,2019-06-01,24302115.0,317540.0,1938594.0,0.1336,0.1003999999999999,170.58,0.710811074100004,30.69666666666667,0.0314216119284321,0,23253971.0,186681.0,1557492.0,0.1308,0.0862,167.89,1.8887030879999989,30.82333333333333,-3.2436842381831084,3.2436842381831084
ABC-BRASIL - PRUDENCIAL,2019-09-01,25941906.0,283260.0,2098979.0,0.1277,0.1008,170.5,0.2600889164000142,30.59,0.0272878183189421,0,23016180.0,167142.0,1617034.0,0.1323,0.0878999999999999,169.35,0.7208535743999933,28.546666666666667,-3.266017417589609,3.266017417589609
ABC-BRASIL - PRUDENCIAL,2019-12-01,27084242.0,352435.0,2098979.0,0.1253,0.1015,171.91,1.767530865000011,29.096666666666664,0.0258231018113451,0,23316278.0,185387.0,1617034.0,0.1343,0.0883,169.09,0.3894135824999978,28.71666666666667,-3.2535757410521122,3.2535757410521122
ABC-BRASIL - PRUDENCIAL,2020-03-01,29620951.0,796605.0,2195289.0,0.1075,0.0825999999999999,168.09,0.5308473674999981,28.24,0.0258531577038829,0,23265454.0,466120.0,1938594.0,0.1331,0.0896,169.51,1.507011320000018,30.386666666666667,-3.3186457393563873,3.3186457393563873
ABC-BRASIL - PRUDENCIAL,2020-06-01,30171365.0,163787.0,2195289.0,0.1182,0.0814,153.27,-0.4306129372000034,24.44333333333333,0.0261101426306096,0,24302115.0,317540.0,1938594.0,0.1336,0.1003999999999999,170.58,0.710811074100004,30.69666666666667,-3.294654731573313,3.294654731573313
ABC-BRASIL - PRUDENCIAL,2020-09-01,30359438.0,387407.0,1805855.0,0.1211999999999999,0.0902999999999999,165.34,1.2447095295999857,21.71666666666667,0.025601780006129,0,25941906.0,283260.0,2098979.0,0.1277,0.1008,170.5,0.2600889164000142,30.59,-3.2924846831712076,3.2924846831712076
ABC-BRASIL - PRUDENCIAL,2020-12-01,28854946.0,275892.0,1805855.0,0.1319,0.0909,171.47,3.131382328999988,20.72,0.0345147437723706,0,27084242.0,352435.0,2098979.0,0.1253,0.1015,171.91,1.767530865000011,29.096666666666664,-3.378798092680602,3.378798092680602
ABC-BRASIL - PRUDENCIAL,2021-03-01,30293081.0,197679.0,1983809.0,0.1255,0.0843999999999999,173.12,2.052492994999988,22.403333333333336,0.0325213797235161,0,29620951.0,796605.0,2195289.0,0.1075,0.0825999999999999,168.09,0.5308473674999981,28.24,-3.3655650713709413,3.3655650713709413
ABC-BRASIL - PRUDENCIAL,2021-06-01,30550477.0,163088.0,1983809.0,0.1264,0.0833,172.06,1.6786286369000036,21.46333333333333,0.03284628027131,0,30171365.0,163787.0,2195289.0,0.1182,0.0814,153.27,-0.4306129372000034,24.44333333333333,-2.827981695442759,2.827981695442759
ABC-BRASIL - PRUDENCIAL,2021-09-01,32439839.0,531430.0,2253756.0,0.1186,0.0797,172.27,3.0196768831999954,21.08666666666667,0.0320681693821317,0,30359438.0,387407.0,1805855.0,0.1211999999999999,0.0902999999999999,165.34,1.2447095295999857,21.71666666666667,-3.2305343093470698,3.2305343093470698
ABC-BRASIL - PRUDENCIAL,2021-12-01,32929842.0,261620.0,2253756.0,0.1231,0.0864,174.3,2.958021687500012,22.62,0.0275292581781562,0,28854946.0,275892.0,1805855.0,0.1319,0.0909,171.47,3.131382328999988,20.72,-3.429458177447001,3.429458177447001
ABC-BRASIL - PRUDENCIAL,2022-03-01,32222417.0,246005.0,2325952.0,0.1214,0.0923,175.72,3.2006523548000043,24.72,0.024127603370839,0,30293081.0,197679.0,1983809.0,0.1255,0.0843999999999999,173.12,2.052492994999988,22.403333333333336,-3.4783946342431955,3.4783946342431955
ABC-BRASIL - PRUDENCIAL,2022-06-01,35036807.0,242027.0,2325952.0,0.1183,0.0878999999999999,177.81,2.215266379399994,25.546666666666667,0.0179704827073759,0,30550477.0,163088.0,1983809.0,0.1264,0.0833,172.06,1.6786286369000036,21.46333333333333,-3.441166614014513,3.441166614014513
ABC-BRASIL - PRUDENCIAL,2022-09-01,36150483.0,264371.0,2505389.0,0.119,0.0911,179.54,-1.3245430992000151,27.44,0.0174678180600925,0,32439839.0,531430.0,2253756.0,0.1186,0.0797,172.27,3.0196768831999954,21.08666666666667,-3.5429062486203224,3.5429062486203224
ABC-BRASIL - PRUDENCIAL,2022-12-01,37220790.0,308919.0,2505389.0,0.1192,0.0911,180.33,1.6286339977999995,29.036666666666665,0.0347867786999986,0,32929842.0,261620.0,2253756.0,0.1231,0.0864,174.3,2.958021687500012,22.62,-3.551388867453797,3.551388867453797
ABC-BRASIL - PRUDENCIAL,2023-03-01,38675229.0,305701.0,2708656.0,0.1158,0.0933,182.74,2.094210609200031,30.19,0.0362212577619481,0,32222417.0,246005.0,2325952.0,0.1214,0.0923,175.72,3.2006523548000043,24.72,-3.5751673805976223,3.5751673805976223
ABC-BRASIL - PRUDENCIAL,2023-06-01,38110357.0,242894.0,2708656.0,0.1167,0.0888,184.28,0.760729877599986,32.02333333333333,0.0374514798174226,0,35036807.0,242027.0,2325952.0,0.1183,0.0878999999999999,177.81,2.215266379399994,25.546666666666667,-3.646401225600424,3.646401225600424
ABC-BRASIL - PRUDENCIAL,2023-09-01,37696520.0,168011.0,3375428.0,0.1162,0.0909,184.44,0.6111867176000096,31.51333333333333,0.0404477898021852,0,36150483.0,264371.0,2505389.0,0.119,0.0911,179.54,-1.3245430992000151,27.44,-3.635305175418424,3.635305175418424
ABC-BRASIL - PRUDENCIAL,2023-12-01,40051360.0,275820.0,3375428.0,0.1167,0.0909,185.03,1.083587763199989,30.41333333333333,0.0429738352220979,0,37220790.0,308919.0,2505389.0,0.1192,0.0911,180.33,1.6286339977999995,29.036666666666665,-3.718500596967674,3.718500596967674
ABC-BRASIL - PRUDENCIAL,2024-03-01,40801635.0,256905.0,3364420.0,0.1172,0.0935999999999999,186.65,1.415491577599992,29.896666666666665,0.0468672348455819,0,38675229.0,305701.0,2708656.0,0.1158,0.0933,182.74,2.094210609200031,30.19,-3.804197328437781,3.804197328437781
ABC-BRASIL - PRUDENCIAL,2024-06-01,43324249.0,292162.0,3364420.0,0.1169999999999999,0.0876,189.49,1.053515670799987,29.07333333333333,0.0423469353827092,0,38110357.0,242894.0,2708656.0,0.1167,0.0888,184.28,0.760729877599986,32.02333333333333,-3.8255085172862824,3.8255085172862824
ABC-BRASIL - PRUDENCIAL,2024-09-01,43959412.0,294153.0,3468896.0,0.1164,0.0846,190.99,0.8015076655999875,28.473333333333333,0.0269329718961553,0,37696520.0,168011.0,3375428.0,0.1162,0.0909,184.44,0.6111867176000096,31.51333333333333,-3.82592126810987,3.82592126810987
ABC-BRASIL - PRUDENCIAL,2024-12-01,45887484.0,532008.0,3468896.0,0.1125,0.0967,191.11,1.47713535680003,27.96,0.0254598254132802,0,40051360.0,275820.0,3375428.0,0.1167,0.0909,185.03,1.083587763199989,30.41333333333333,-3.8790716559433855,3.8790716559433855
ABC-BRASIL - PRUDENCIAL,2025-03-01,45269056.0,337342.0,3402820.0,0.1164,0.1099,193.61,2.040339737600028,29.313333333333333,0.0215784734124491,0,40801635.0,256905.0,3364420.0,0.1172,0.0935999999999999,186.65,1.415491577599992,29.896666666666665,-3.9297580867767845,3.9297580867767845
ABC-BRASIL - PRUDENCIAL,2025-06-01,45660308.0,226434.0,3402820.0,0.118,0.1089,194.33,0.9327766831999762,31.666666666666668,0.0192834855609396,0,43324249.0,292162.0,3364420.0,0.1169999999999999,0.0876,189.49,1.053515670799987,29.07333333333333,-4.04565103480157,4.04565103480157
ABC-BRASIL - PRUDENCIAL,2025-09-01,46916320.0,269152.0,3331457.0,0.1188,0.1108,,0.6304326271999727,31.94666666666667,0.017812048194808,0,43959412.0,294153.0,3468896.0,0.1164,0.0846,190.99,0.8015076655999875,28.473333333333333,-4.102632018603528,4.102632018603528
AF DO ESTADO DE SC S.A. - PRUDENCIAL,2020-06-01,679892.0,0.0,216573.0,0.3467,0.0,153.27,-0.4306129372000034,24.44333333333333,0.0807340334544402,0,602191.0,0.0,226852.0,0.3679,0.0,170.58,0.710811074100004,30.69666666666667,-3.301174594627125,3.301174594627125
AF DO ESTADO DE SC S.A. - PRUDENCIAL,2020-09-01,709756.0,0.0,202975.0,0.352,0.0,165.34,1.2447095295999857,21.71666666666667,0.074944685716396,0,606203.0,0.0,220772.0,0.3767,0.0,170.5,0.2600889164000142,30.59,-3.2878715134068606,3.2878715134068606
AF DO ESTADO DE SC S.A. - PRUDENCIAL,2020-12-01,780606.0,0.0,202975.0,0.3944,0.0,171.47,3.131382328999988,20.72,0.0714045150444045,0,672716.0,0.0,220772.0,0.3682999999999999,0.0,171.91,1.767530865000011,29.096666666666664,-3.3647448521080316,3.3647448521080316
AF DO ESTADO DE SC S.A. - PRUDENCIAL,2021-03-01,764115.0,0.0,190482.0,0.4226,0.0,173.12,2.052492994999988,22.403333333333336,0.0744004082687223,0,630480.0,0.0,216573.0,0.3675,0.0,168.09,0.5308473674999981,28.24,-3.22712116456804,3.22712116456804
AF DO ESTADO DE SC S.A. - PRUDENCIAL,2021-06-01,751271.0,0.0,190482.0,0.4697,0.0,172.06,1.6786286369000036,21.46333333333333,0.0547110147052596,0,679892.0,0.0,216573.0,0.3467,0.0,153.27,-0.4306129372000034,24.44333333333333,-2.76960126229149,2.76960126229149
AF DO ESTADO DE SC S.A. - PRUDENCIAL,2021-09-01,721655.0,0.0,201077.0,0.5519,0.0,172.27,3.0196768831999954,21.08666666666667,0.0521030855732551,0,709756.0,0.0,202975.0,0.352,0.0,165.34,1.2447095295999857,21.71666666666667,-3.175858542395484,3.175858542395484
AF DO ESTADO DE SC S.A. - PRUDENCIAL,2021-12-01,749456.0,0.0,201077.0,0.5819,0.0,174.3,2.958021687500012,22.62,0.0483310453158626,0,780606.0,0.0,202975.0,0.3944,0.0,171.47,3.131382328999988,20.72,-3.386390390922577,3.386390390922577
AF DO ESTADO DE SC S.A. - PRUDENCIAL,2022-03-01,750335.0,0.0,167376.0,0.5962,0.0,175.72,3.2006523548000043,24.72,0.0417729600940532,0,764115.0,0.0,190482.0,0.4226,0.0,173.12,2.052492994999988,22.403333333333336,-3.4041914093973857,3.4041914093973857
AF DO ESTADO DE SC S.A. - PRUDENCIAL,2022-06-01,743760.0,0.0,167376.0,0.6413,0.0,177.81,2.215266379399994,25.546666666666667,0.0287630436386139,0,751271.0,0.0,190482.0,0.4697,0.0,172.06,1.6786286369000036,21.46333333333333,-3.3509301026079528,3.3509301026079528
AF DO ESTADO DE SC S.A. - PRUDENCIAL,2022-09-01,727014.0,0.0,187963.0,0.6808,0.0,179.54,-1.3245430992000151,27.44,0.0461139568274586,0,721655.0,0.0,201077.0,0.5519,0.0,172.27,3.0196768831999954,21.08666666666667,-3.3539253733358563,3.3539253733358563
AF DO ESTADO DE SC S.A. - PRUDENCIAL,2022-12-01,730302.0,0.0,187963.0,0.6607,0.0,180.33,1.6286339977999995,29.036666666666665,0.0511997245360052,0,749456.0,0.0,201077.0,0.5819,0.0,174.3,2.958021687500012,22.62,-3.401637925768251,3.401637925768251
AF DO ESTADO DE SC S.A. - PRUDENCIAL,2023-03-01,709971.0,0.0,214026.0,0.6714,0.0,182.74,2.094210609200031,30.19,0.0609057286074499,0,750335.0,0.0,167376.0,0.5962,0.0,175.72,3.2006523548000043,24.72,-3.4391582909748255,3.4391582909748255
AF DO ESTADO DE SC S.A. - PRUDENCIAL,2023-06-01,688374.0,0.0,214026.0,0.7088,0.0,184.28,0.760729877599986,32.02333333333333,0.0490097677393147,0,743760.0,0.0,167376.0,0.6413,0.0,177.81,2.215266379399994,25.546666666666667,-3.4687169470640487,3.4687169470640487
AF DO ESTADO DE SC S.A. - PRUDENCIAL,2023-09-01,672391.0,0.0,247613.0,0.6618999999999999,0.0,184.44,0.6111867176000096,31.51333333333333,0.0662144313120011,0,727014.0,0.0,187963.0,0.6808,0.0,179.54,-1.3245430992000151,27.44,-3.441745156706376,3.441745156706376
AF DO ESTADO DE SC S.A. - PRUDENCIAL,2023-12-01,673609.0,0.0,247613.0,0.7,0.0,185.03,1.083587763199989,30.41333333333333,0.0757532217541502,0,730302.0,0.0,187963.0,0.6607,0.0,180.33,1.6286339977999995,29.036666666666665,-3.5214537620155677,3.5214537620155677
AF DO ESTADO DE SC S.A. - PRUDENCIAL,2024-03-01,796894.0,0.0,279638.0,0.6153,0.0,186.65,1.415491577599992,29.896666666666665,0.0681205649022371,0,709971.0,0.0,214026.0,0.6714,0.0,182.74,2.094210609200031,30.19,-3.5980086428802336,3.5980086428802336
AF DO ESTADO DE SC S.A. - PRUDENCIAL,2024-06-01,1008123.0,0.0,279638.0,0.5202,0.0,189.49,1.053515670799987,29.07333333333333,0.0491803509407973,0,688374.0,0.0,214026.0,0.7088,0.0,184.28,0.760729877599986,32.02333333333333,-3.6046327454338,3.6046327454338
AF DO ESTADO DE SC S.A. - PRUDENCIAL,2024-09-01,1141940.0,0.0,311314.0,0.4997999999999999,0.0,190.99,0.8015076655999875,28.473333333333333,0.0406623358707392,0,672391.0,0.0,247613.0,0.6618999999999999,0.0,184.44,0.6111867176000096,31.51333333333333,-3.6247916337847825,3.6247916337847825
AF DO ESTADO DE SC S.A. - PRUDENCIAL,2024-12-01,1175129.0,0.0,311314.0,0.5174,0.0,191.11,1.47713535680003,27.96,0.0381551788199799,0,673609.0,0.0,247613.0,0.7,0.0,185.03,1.083587763199989,30.41333333333333,-3.6408976068574006,3.6408976068574006
AF PARANÁ - PRUDENCIAL,2021-09-01,476920.0,0.0,295408.0,0.5096,0.0,172.27,3.0196768831999954,21.08666666666667,0.0374327982129575,0,414161.0,0.0,305888.0,0.4454,0.0,165.34,1.2447095295999857,21.71666666666667,-3.1444874487700085,3.1444874487700085
AF PARANÁ - PRUDENCIAL,2021-12-01,487288.0,0.0,295408.0,0.5047999999999999,0.0,174.3,2.958021687500012,22.62,0.0350887655475548,0,463836.0,0.0,305888.0,0.45,0.0,171.47,3.131382328999988,20.72,-3.367867052454097,3.367867052454097
AF PARANÁ - PRUDENCIAL,2022-03-01,495524.0,0.0,306509.0,0.5221,0.0,175.72,3.2006523548000043,24.72,0.0404967583411662,0,459456.0,0.0,296936.0,0.55,0.0,173.12,2.052492994999988,22.403333333333336,-3.3611989018265143,3.3611989018265143
AF PARANÁ - PRUDENCIAL,2022-06-01,499487.0,0.0,306509.0,0.6652,0.0,177.81,2.215266379399994,25.546666666666667,0.0468011315705519,0,456672.0,0.0,296936.0,0.5838,0.0,172.06,1.6786286369000036,21.46333333333333,-3.3125428529079217,3.3125428529079217
AF PARANÁ - PRUDENCIAL,2022-09-01,537975.0,0.0,338670.0,0.5023,0.0,179.54,-1.3245430992000151,27.44,0.0496556193437684,0,476920.0,0.0,295408.0,0.5096,0.0,172.27,3.0196768831999954,21.08666666666667,-3.3691194845888415,3.3691194845888415
AF PARANÁ - PRUDENCIAL,2022-12-01,496873.0,0.0,338670.0,0.6554000000000001,0.0,180.33,1.6286339977999995,29.036666666666665,0.0494027587323929,0,487288.0,0.0,295408.0,0.5047999999999999,0.0,174.3,2.958021687500012,22.62,-3.4286701065541747,3.4286701065541747
AF PARANÁ - PRUDENCIAL,2023-03-01,514954.0,0.0,385836.0,0.5776,0.0,182.74,2.094210609200031,30.19,0.0514262937375964,0,495524.0,0.0,306509.0,0.5221,0.0,175.72,3.2006523548000043,24.72,-3.466094361332723,3.466094361332723
AF PARANÁ - PRUDENCIAL,2023-06-01,526312.0,0.0,385836.0,0.6223,0.0,184.28,0.760729877599986,32.02333333333333,0.0501596542437331,0,499487.0,0.0,306509.0,0.6652,0.0,177.81,2.215266379399994,25.546666666666667,-3.462129317462297,3.462129317462297
AF PARANÁ - PRUDENCIAL,2023-09-01,597158.0,0.0,450875.0,0.5685,0.0,184.44,0.6111867176000096,31.51333333333333,0.0484274894697574,0,537975.0,0.0,338670.0,0.5023,0.0,179.54,-1.3245430992000151,27.44,-3.5049983945316536,3.5049983945316536
AF PARANÁ - PRUDENCIAL,2023-12-01,627709.0,0.0,450875.0,0.5173,0.0,185.03,1.083587763199989,30.41333333333333,0.0458469638798591,0,496873.0,0.0,338670.0,0.6554000000000001,0.0,180.33,1.6286339977999995,29.036666666666665,-3.5251539992904046,3.5251539992904046
AF PARANÁ - PRUDENCIAL,2024-03-01,633603.0,0.0,514676.0,0.564,0.0,186.65,1.415491577599992,29.896666666666665,0.0426855992952073,0,514954.0,0.0,385836.0,0.5776,0.0,182.74,2.094210609200031,30.19,-3.632636887687201,3.632636887687201
AF PARANÁ - PRUDENCIAL,2024-06-01,680072.0,0.0,514676.0,0.6043,0.0,189.49,1.053515670799987,29.07333333333333,0.040754471402432,0,526312.0,0.0,385836.0,0.6223,0.0,184.28,0.760729877599986,32.02333333333333,-3.636919521044731,3.636919521044731
AF PARANÁ - PRUDENCIAL,2024-09-01,727554.0,0.0,487678.0,0.6254,0.0,190.99,0.8015076655999875,28.473333333333333,0.0375829182680166,0,597158.0,0.0,450875.0,0.5685,0.0,184.44,0.6111867176000096,31.51333333333333,-3.66049166590011,3.66049166590011
AF PARANÁ - PRUDENCIAL,2024-12-01,748672.0,0.0,487678.0,0.5485,0.0,191.11,1.47713535680003,27.96,0.0333993274063769,0,627709.0,0.0,450875.0,0.5173,0.0,185.03,1.083587763199989,30.41333333333333,-3.7073337048531614,3.7073337048531614
AFINZ IP - PRUDENCIAL,2024-09-01,970857.0,294.0,199987.0,0.1112,0.0,190.99,0.8015076655999875,28.473333333333333,0.2352209270932352,0,807988.0,0.0,204430.0,0.0622,0.0,184.44,0.6111867176000096,31.51333333333333,-3.8300408670030825,3.8300408670030825
AFINZ IP - PRUDENCIAL,2024-12-01,973407.0,0.0,199987.0,0.1295,0.0,191.11,1.47713535680003,27.96,0.2203949528217012,0,839770.0,0.0,204430.0,0.0837,0.0,185.03,1.083587763199989,30.41333333333333,-3.851981915006102,3.851981915006102
AGENCIA FOMENTO EST RJ S.A. - PRUDENCIAL,2020-06-01,322194.0,0.0,109414.0,0.9784,0.0,153.27,-0.4306129372000034,24.44333333333333,0.0883459551418096,0,217797.0,0.0,123476.0,1.2437,0.0,170.58,0.710811074100004,30.69666666666667,-2.9971982765062637,2.9971982765062637
AGENCIA FOMENTO EST RJ S.A. - PRUDENCIAL,2020-09-01,340733.0,0.0,100127.0,0.9732,0.0,165.34,1.2447095295999857,21.71666666666667,0.0626309414482287,0,277908.0,0.0,143267.0,1.0087000000000002,0.0,170.5,0.2600889164000142,30.59,-3.068209801210532,3.068209801210532
AGENCIA FOMENTO EST RJ S.A. - PRUDENCIAL,2020-12-01,333373.0,0.0,100127.0,0.9854,0.0,171.47,3.131382328999988,20.72,0.0726578167030477,0,302707.0,0.0,143267.0,0.9468,0.0,171.91,1.767530865000011,29.096666666666664,-3.163210290063694,3.163210290063694
AGENCIA FOMENTO EST RJ S.A. - PRUDENCIAL,2021-03-01,343442.0,0.0,93416.0,0.9837,0.0,173.12,2.052492994999988,22.403333333333336,0.0755118543784508,0,313030.0,0.0,109414.0,1.0014,0.0,168.09,0.5308473674999981,28.24,-3.0062678990739555,3.0062678990739555
AGENCIA FOMENTO EST RJ S.A. - PRUDENCIAL,2021-06-01,384116.0,0.0,93416.0,0.919,0.0,172.06,1.6786286369000036,21.46333333333333,0.0765046735744492,0,322194.0,0.0,109414.0,0.9784,0.0,153.27,-0.4306129372000034,24.44333333333333,-2.549306912523656,2.549306912523656
AGENCIA FOMENTO EST RJ S.A. - PRUDENCIAL,2021-09-01,362498.0,0.0,104127.0,0.9491,0.0,172.27,3.0196768831999954,21.08666666666667,0.0798400073656993,0,340733.0,0.0,100127.0,0.9732,0.0,165.34,1.2447095295999857,21.71666666666667,-2.9591928925696154,2.9591928925696154
AGENCIA FOMENTO EST RJ S.A. - PRUDENCIAL,2021-12-01,366444.0,0.0,104127.0,0.9519,0.0,174.3,2.958021687500012,22.62,0.0813308235795075,0,333373.0,0.0,100127.0,0.9854,0.0,171.47,3.131382328999988,20.72,-3.1796926917111907,3.1796926917111907
AGENCIA FOMENTO EST RJ S.A. - PRUDENCIAL,2022-03-01,369155.0,0.0,118353.0,0.9257,0.0,175.72,3.2006523548000043,24.72,0.0788942742216854,0,343442.0,0.0,93416.0,0.9837,0.0,173.12,2.052492994999988,22.403333333333336,-3.2079816175561042,3.2079816175561042
AGENCIA FOMENTO EST RJ S.A. - PRUDENCIAL,2022-06-01,395780.0,0.0,118353.0,0.8993000000000001,0.0,177.81,2.215266379399994,25.546666666666667,0.0773451427518069,0,384116.0,0.0,93416.0,0.919,0.0,172.06,1.6786286369000036,21.46333333333333,-3.1932819111728183,3.1932819111728183
AGENCIA FOMENTO EST RJ S.A. - PRUDENCIAL,2022-09-01,409500.0,0.0,134612.0,0.8325,0.0,179.54,-1.3245430992000151,27.44,0.0745207211721522,0,362498.0,0.0,104127.0,0.9491,0.0,172.27,3.0196768831999954,21.08666666666667,-3.2141676218299784,3.2141676218299784
AGENCIA FOMENTO EST RJ S.A. - PRUDENCIAL,2022-12-01,401646.0,0.0,134612.0,0.8262999999999999,0.0,180.33,1.6286339977999995,29.036666666666665,0.0771973232120887,0,366444.0,0.0,104127.0,0.9519,0.0,174.3,2.958021687500012,22.62,-3.271083408444604,3.271083408444604
AGENCIA FOMENTO EST RJ S.A. - PRUDENCIAL,2023-03-01,405849.0,0.0,148866.0,0.8029999999999999,0.0,182.74,2.094210609200031,30.19,0.0892446373503616,0,369155.0,0.0,118353.0,0.9257,0.0,175.72,3.2006523548000043,24.72,-3.3234464822002563,3.3234464822002563
AGENCIA FOMENTO EST RJ S.A. - PRUDENCIAL,2023-06-01,388487.0,0.0,148866.0,0.8165,0.0,184.28,0.760729877599986,32.02333333333333,0.1011630888923884,0,395780.0,0.0,118353.0,0.8993000000000001,0.0,177.81,2.215266379399994,25.546666666666667,-3.377661657996167,3.377661657996167
AGENCIA FOMENTO EST RJ S.A. - PRUDENCIAL,2023-09-01,463674.0,0.0,162520.0,0.6867,0.0,184.44,0.6111867176000096,31.51333333333333,0.1195136093994804,0,409500.0,0.0,134612.0,0.8325,0.0,179.54,-1.3245430992000151,27.44,-3.387169036985086,3.387169036985086
AGENCIA FOMENTO EST RJ S.A. - PRUDENCIAL,2023-12-01,525217.0,0.0,162520.0,0.6397999999999999,0.0,185.03,1.083587763199989,30.41333333333333,0.1182638502842474,0,401646.0,0.0,134612.0,0.8262999999999999,0.0,180.33,1.6286339977999995,29.036666666666665,-3.4620615880804673,3.4620615880804673
AGENCIA FOMENTO EST RJ S.A. - PRUDENCIAL,2024-03-01,510009.0,0.0,181426.0,0.6277,0.0,186.65,1.415491577599992,29.896666666666665,0.146067380136216,0,405849.0,0.0,148866.0,0.8029999999999999,0.0,182.74,2.094210609200031,30.19,-3.5501473912921404,3.5501473912921404
AGENCIA FOMENTO EST RJ S.A. - PRUDENCIAL,2024-06-01,454563.0,0.0,181426.0,0.6851,0.0,189.49,1.053515670799987,29.07333333333333,0.1497507027395474,0,388487.0,0.0,148866.0,0.8165,0.0,184.28,0.760729877599986,32.02333333333333,-3.5649801081095585,3.5649801081095585
AGENCIA FOMENTO EST RJ S.A. - PRUDENCIAL,2024-09-01,435399.0,0.0,242803.0,0.6459999999999999,0.0,190.99,0.8015076655999875,28.473333333333333,0.1468953029389056,0,463674.0,0.0,162520.0,0.6867,0.0,184.44,0.6111867176000096,31.51333333333333,-3.613583045343246,3.613583045343246
AGENCIA FOMENTO EST RJ S.A. - PRUDENCIAL,2024-12-01,476543.0,0.0,242803.0,0.6495000000000001,0.0,191.11,1.47713535680003,27.96,0.1368113169338577,0,525217.0,0.0,162520.0,0.6397999999999999,0.0,185.03,1.083587763199989,30.41333333333333,-3.6591019111641696,3.6591019111641696
AGENCIA FOMENTO EST RJ S.A. - PRUDENCIAL,2025-03-01,491173.0,0.0,64389.0,0.8475,0.0,193.61,2.040339737600028,29.313333333333333,0.0,0,510009.0,0.0,181426.0,0.6277,0.0,186.65,1.415491577599992,29.896666666666665,-3.72059018352396,3.72059018352396
AGENCIA FOMENTO EST RJ S.A. - PRUDENCIAL,2025-06-01,460919.0,0.0,64389.0,0.8981,0.0,194.33,0.9327766831999762,31.666666666666668,0.0,0,454563.0,0.0,181426.0,0.6851,0.0,189.49,1.053515670799987,29.07333333333333,-3.7837592034109813,3.7837592034109813
AGENCIA FOMENTO EST RJ S.A. - PRUDENCIAL,2025-09-01,439907.0,0.0,58901.0,0.9603,0.0,,0.6304326271999727,31.94666666666667,0.0,0,435399.0,0.0,242803.0,0.6459999999999999,0.0,190.99,0.8015076655999875,28.473333333333333,-3.8414975299192236,3.8414975299192236
