Feature,Coeficiente,Odds Ratio,P-valor,Significância
const,-21.00672657988545,7.531726889058723e-10,1.0771390227260201e-12,***
RWA_Credito_lag4,-67.54369347975455,4.636034235082463e-30,6.816028580406474e-11,***
RWA_Mercado_lag4,1.2363842639513327,3.4431414399505273,0.462720759625462,
RWA_Operacional_lag4,8.780064143164717,6503.2943018463675,6.998702501964199e-10,***
Capital_Principal_lag4,-0.1473064568697386,0.8630294555806733,0.15366232081984213,
Alavancagem_lag4,0.20879932064179615,1.232197697073907,0.0018134802580260458,***
PIB_lag4,-0.28543276413108587,0.7516888799343076,0.01416055174901335,**
IPCA_lag4,0.018564589577913276,1.0187379829009482,0.8616912826460894,
Spread_lag4,0.01122533219877704,1.011288572650435,0.911194968629685,
