Variavel,VIF
PIB_lag4,37.62692255937937
Spread_lag4,29.368760155752046
RWA_Credito_lag4,12.935712035055642
RWA_Operacional_lag4,12.388183180816839
IPCA_lag4,2.9817341837797264
Capital_Principal_lag4,2.763575312776715
Alavancagem_lag4,1.9893553601865999
RWA_Mercado_lag4,1.5718798587246363
